recno,HIP,B-V,Vmag,SMW,e_SMW,log(R'HK),vsini,RV,e_RV,Uvel,e_Uvel,Vvel,e_Vvel,Wvel,e_Wvel,_RA,_DE
536,58152,0.792,9.29,0.164,0.004,-5.02,2.5,10.5,1.6,-45.6,3.7,-43.9,3.0,-17.0,2.2,179.0,-16.0
523,57366,0.569,8.15,0.145,0.004,-5.08,5.4,20.7,1.8,-11.8,1.6,-24.3,1.6,7.3,1.4,176.0,-16.0
529,57668,0.582,9.02,0.168,0.004,-4.92,3.5,19.7,1.7,-22.6,2.3,-43.7,3.0,-10.4,2.5,177.0,-15.0
545,58722,0.708,8.53,0.411,0.007,-4.38,3.5,0.0,1.7,8.7,0.6,0.8,1.0,-1.0,1.3,181.0,-11.0
513,56641,0.804,8.86,0.206,0.005,-4.86,3.0,-28.9,1.7,5.6,1.1,14.7,1.4,-26.5,1.4,174.0,-12.0
516,56798,0.659,8.73,0.171,0.004,-4.94,3.5,6.7,1.7,-0.4,0.3,-5.8,1.1,3.8,1.2,175.0,-11.0
503,55235,0.828,8.73,0.228,0.005,-4.81,2.8,7.6,1.7,-55.5,2.9,-15.2,1.2,-5.2,1.3,170.0,-10.0
554,59417,0.626,8.2,0.164,0.004,-4.96,2.9,-7.5,1.7,-45.3,2.2,-43.2,2.5,-29.7,1.8,183.0,-6.0
551,59230,0.63,9.22,0.153,0.004,-5.04,3.2,-7.2,1.7,-20.8,2.1,-21.4,2.8,-18.9,2.0,182.0,-4.0
543,58558,0.753,8.23,0.161,0.004,-5.02,2.8,42.5,1.7,-0.8,0.3,-54.2,1.7,15.3,1.6,180.0,-5.0
547,58949,0.754,8.16,0.16,0.004,-5.03,1.9,16.2,1.6,-72.1,2.4,-38.0,1.3,3.9,1.4,181.0,-2.0
613,64993,0.63,8.86,0.257,0.005,-4.6,2.2,-5.8,1.7,8.1,1.2,0.1,0.9,-13.1,1.4,200.0,-16.0
621,66018,0.668,8.85,0.165,0.004,-4.97,2.1,-53.5,1.6,-23.7,0.8,2.2,1.5,-53.5,1.5,203.0,-11.0
631,67117,0.765,8.68,0.144,0.004,-5.12,3.2,17.2,1.7,7.5,0.9,-9.2,0.8,12.8,1.3,206.0,-11.0
632,67282,0.797,8.7,0.315,0.006,-4.6,3.0,-6.9,1.7,-0.8,0.8,-2.8,0.6,-9.5,1.3,207.0,-9.0
628,67031,0.87,9.12,0.166,0.004,-5.04,2.2,-15.9,1.6,-8.5,0.8,3.5,0.6,-13.1,1.3,206.0,-8.0
601,63964,0.64,9.5,0.165,0.004,-4.96,2.8,22.6,1.7,-51.2,9.2,-43.0,5.0,27.7,2.0,197.0,-10.0
615,65232,0.594,8.71,0.175,0.004,-4.89,2.1,33.5,1.7,-31.5,4.1,-71.9,5.1,21.0,1.4,201.0,-9.0
608,64497,0.684,8.92,0.348,0.007,-4.45,5.8,-13.3,1.8,-40.5,3.0,-18.6,2.2,-6.7,1.5,198.0,-9.0
592,63366,0.769,7.54,0.165,0.004,-5.0,2.3,2.9,1.6,-75.7,1.5,-34.0,1.0,16.5,1.3,195.0,-10.0
600,63931,0.63,8.9,0.153,0.004,-5.03,2.8,22.7,1.7,-56.6,7.0,-65.2,5.9,17.3,1.4,197.0,-8.0
619,65963,0.721,8.87,0.169,0.004,-4.97,2.4,-7.3,1.7,-36.9,2.0,-48.3,2.9,-11.4,1.4,203.0,-8.0
609,64535,0.648,8.68,0.145,0.004,-5.1,2.4,12.9,1.7,12.8,1.1,-16.6,1.5,2.1,1.7,198.0,-4.0
643,69724,0.735,8.94,0.15,0.004,-5.08,2.5,3.4,1.7,-26.7,2.9,-67.1,6.3,5.3,1.3,214.0,-4.0
649,70741,0.533,8.25,0.143,0.003,-5.09,6.1,-15.1,1.8,-9.5,2.7,-8.3,7.2,-13.5,2.3,217.0,-2.0
634,67412,0.73,8.47,0.269,0.006,-4.64,3.1,-13.5,1.7,-21.2,1.1,-18.5,1.2,-10.0,1.4,207.0,-2.0
584,62304,0.654,8.05,0.157,0.004,-5.01,2.5,52.1,1.7,95.4,4.1,-22.4,0.9,14.5,1.9,192.0,-9.0
585,62371,0.703,7.69,0.152,0.004,-5.06,3.4,18.3,1.7,-6.8,1.2,-33.8,2.4,4.5,1.7,192.0,-8.0
595,63742,0.847,7.69,0.582,0.01,-4.34,4.8,-13.1,1.7,-10.3,0.6,-22.1,1.0,-22.4,1.5,196.0,-5.0
593,63419,0.779,8.7,0.392,0.007,-4.47,3.9,-10.3,1.7,1.4,0.5,2.1,0.7,-11.6,1.4,195.0,-4.0
572,61687,0.894,8.52,0.168,0.004,-5.05,,24.6,1.6,70.9,7.7,5.4,2.2,11.6,1.7,190.0,-5.0
571,61608,0.678,8.79,0.166,0.004,-4.97,2.9,-2.6,1.7,-11.3,0.8,-42.1,3.0,-22.7,2.0,189.0,-4.0
448,51258,0.724,7.88,0.146,0.004,-5.11,3.1,39.6,1.7,-28.0,1.1,-23.9,1.4,28.5,1.0,157.0,-16.0
461,52089,0.802,9.41,0.186,0.004,-4.93,2.5,21.2,1.6,28.5,1.8,-46.2,2.1,-17.8,2.0,160.0,-14.0
459,51987,0.678,8.94,0.15,0.004,-5.07,2.9,-6.2,1.7,73.8,6.6,-0.6,1.4,7.3,1.5,159.0,-12.0
441,50617,0.683,8.8,0.161,0.004,-5.0,2.3,0.7,1.6,-80.1,5.8,-13.6,1.6,-45.0,3.4,155.0,-12.0
479,53186,0.557,7.63,0.17,0.004,-4.9,2.5,-5.0,1.7,-43.4,1.6,-1.7,1.2,-16.0,1.2,163.0,-11.0
493,54195,0.731,8.09,0.138,0.003,-5.16,3.6,11.3,1.7,-17.0,1.8,-16.3,1.5,-1.8,1.6,166.0,-10.0
460,52023,0.734,8.51,0.144,0.003,-5.12,2.7,8.1,1.7,-26.9,2.3,-16.2,1.5,-12.9,1.9,159.0,-11.0
468,52933,0.892,9.12,0.163,0.004,-5.06,2.4,0.9,1.6,-48.0,3.5,-6.2,1.2,-15.2,1.6,162.0,-7.0
472,52995,0.506,8.62,0.158,0.004,-4.97,2.7,23.7,1.7,4.4,1.0,-39.1,2.8,-3.4,2.6,163.0,-7.0
485,53424,0.71,8.22,0.161,0.004,-5.01,3.3,4.4,1.7,-13.6,1.0,-21.7,1.8,-16.3,1.9,164.0,-6.0
430,49542,0.618,9.07,0.157,0.004,-5.01,2.9,84.7,1.7,-130.2,12.2,-54.3,2.0,16.6,3.5,152.0,-13.0
435,49985,0.527,8.41,0.15,0.004,-5.03,2.6,-2.5,1.7,-52.1,5.6,3.9,1.3,-21.3,2.3,153.0,-11.0
428,49366,0.891,8.15,0.487,0.009,-4.48,3.7,-12.5,1.7,-11.5,0.6,5.0,1.3,-20.9,1.0,151.0,-12.0
432,49674,0.687,8.15,0.349,0.007,-4.45,3.7,28.3,1.7,-37.6,1.4,-23.2,1.3,0.9,1.2,152.0,-11.0
445,51053,0.51,8.76,0.208,0.004,-4.71,11.1,12.0,2.1,-12.0,1.2,-25.2,2.3,-15.1,2.8,156.0,-10.0
439,50490,0.63,9.35,0.157,0.004,-5.01,1.9,17.4,1.6,0.3,0.8,-23.1,1.7,1.0,1.6,155.0,-8.0
440,50490,0.63,9.35,0.542,,-4.17,1.9,17.4,1.6,0.3,0.8,-23.1,1.7,1.0,1.6,155.0,-8.0
427,49161,0.84,8.82,0.151,0.004,-5.09,2.8,50.0,1.7,-43.3,1.8,-54.3,1.6,-7.9,2.4,150.0,-10.0
426,48754,0.746,8.53,0.25,0.005,-4.7,1.7,37.3,1.6,-56.0,1.8,-19.5,1.3,8.0,1.1,149.0,-9.0
457,51783,0.713,9.42,0.153,0.004,-5.06,2.8,53.1,1.7,18.1,2.6,-54.7,1.9,26.0,1.4,159.0,-8.0
458,51950,0.526,8.43,0.138,0.003,-5.14,7.9,11.4,1.9,-9.7,1.1,-21.7,2.1,-8.4,2.3,159.0,-7.0
473,53015,0.58,9.22,0.158,0.004,-4.99,2.9,-7.9,1.7,2.9,0.7,4.2,1.2,-6.3,1.3,163.0,-5.0
444,51027,0.645,8.47,0.147,0.004,-5.08,2.7,7.8,1.7,55.7,5.1,-50.3,4.1,-14.4,2.1,156.0,-2.0
504,55285,0.705,9.33,0.189,0.004,-4.87,1.9,1.0,1.6,56.7,6.5,-32.2,3.7,-21.8,2.9,170.0,-6.0
494,54259,0.582,8.98,0.178,0.004,-4.86,3.4,27.8,1.7,-24.0,2.9,-40.2,3.1,-1.2,3.2,167.0,-5.0
502,55057,0.729,8.94,0.19,0.004,-4.88,1.6,0.5,1.6,-47.1,3.8,-19.9,1.9,-19.7,2.1,169.0,-4.0
499,54728,0.637,8.15,0.164,0.004,-4.97,3.0,-19.5,1.7,35.3,1.5,-8.3,1.3,-25.5,1.4,168.0,-1.0
514,56738,0.561,7.61,0.178,0.004,-4.86,1.5,3.8,1.7,-61.7,2.5,-6.7,0.9,-1.0,1.4,174.0,-2.0
509,55664,0.874,9.1,0.159,0.004,-5.07,2.2,32.6,1.6,-24.7,1.8,-71.2,4.2,-12.4,3.3,171.0,-2.0
507,55438,0.609,9.49,0.176,0.004,-4.89,1.7,12.6,1.6,72.4,10.1,-23.1,2.4,7.1,1.4,170.0,-1.0
486,53443,0.673,8.49,0.257,0.005,-4.63,3.4,16.5,1.7,2.1,0.6,-28.7,2.0,-1.7,1.8,164.0,-3.0
407,47059,0.557,8.84,0.157,0.004,-4.98,2.7,19.8,1.7,-22.2,1.7,-24.5,1.6,-14.3,2.9,144.0,-6.0
410,47171,0.58,9.31,0.168,0.004,-4.92,2.5,-6.8,1.7,-43.7,5.3,41.1,4.2,6.2,1.5,144.0,-4.0
418,47990,0.663,8.69,0.252,0.006,-4.64,3.5,6.2,1.7,-6.1,0.8,-15.0,1.5,-11.9,1.6,147.0,-4.0
421,48365,0.841,9.46,0.17,0.004,-5.01,2.8,18.1,1.6,-22.0,1.2,-44.2,2.4,-34.8,3.3,148.0,-3.0
399,44953,0.767,8.62,0.183,0.004,-4.93,1.4,5.3,1.6,13.5,1.1,-28.1,1.5,-12.2,1.0,137.0,0.0
729,89321,0.763,8.49,0.146,0.004,-5.11,2.0,-6.9,1.6,-7.6,1.6,-66.8,5.0,4.0,0.4,273.0,-33.0
724,87664,0.63,8.48,0.152,0.004,-5.04,2.6,-19.0,1.6,-21.4,1.6,-55.0,4.5,8.2,0.7,269.0,-34.0
730,90212,0.603,8.05,0.195,0.004,-4.8,2.8,-46.5,1.7,-46.1,1.7,-41.7,2.1,-12.8,1.1,276.0,-30.0
726,88650,1.018,9.36,0.157,0.004,-5.18,2.3,15.1,1.6,13.3,1.6,9.8,1.1,-20.5,2.3,271.0,-30.0
725,88631,0.77,9.14,0.145,0.004,-5.11,2.9,54.7,1.6,60.9,1.8,-55.1,7.3,-46.5,5.4,271.0,-24.0
727,88942,0.842,7.91,0.154,0.004,-5.08,1.6,60.3,1.6,66.6,1.6,-49.2,2.0,-40.9,1.4,272.0,-23.0
739,94061,0.757,8.17,0.145,0.004,-5.11,1.8,-49.2,1.6,-42.6,1.5,-39.2,1.2,-13.5,1.2,287.0,-18.0
740,94061,0.757,8.17,0.148,0.004,-5.09,1.8,-49.2,1.6,-42.6,1.5,-39.2,1.2,-13.5,1.2,287.0,-18.0
717,83578,0.608,8.9,0.197,0.004,-4.79,2.4,-102.6,1.7,-104.6,1.7,-19.0,2.6,-3.3,1.3,256.0,-27.0
720,85285,0.642,8.37,0.167,0.004,-4.95,1.8,47.2,1.6,47.9,1.6,-4.2,0.4,1.4,0.4,261.0,-22.0
728,88963,0.793,8.83,0.403,0.008,-4.47,4.1,-37.9,1.7,-33.7,1.6,-18.1,0.6,-5.0,0.3,272.0,-11.0
732,92250,0.889,8.45,0.182,0.004,-4.99,1.7,56.3,1.6,59.9,1.5,-0.3,1.3,-24.8,1.1,282.0,-10.0
746,97676,0.692,8.43,0.155,0.004,-5.04,2.2,-6.6,1.6,-14.1,1.4,-12.5,1.1,-45.8,3.3,298.0,-3.0
747,97704,0.746,9.36,0.16,0.004,-5.02,0.8,-27.7,1.6,-36.4,3.0,11.1,5.0,28.2,3.9,298.0,-2.0
736,93195,0.829,8.39,0.213,0.005,-4.86,0.8,29.5,1.6,37.1,1.4,-2.2,1.1,5.2,0.2,285.0,-1.0
695,80784,0.664,7.93,0.151,0.004,-5.06,2.5,62.4,1.6,76.3,1.9,-36.2,2.2,-30.1,3.3,247.0,-19.0
696,80784,0.664,7.93,0.154,0.004,-5.04,2.5,62.4,1.6,76.3,1.9,-36.2,2.2,-30.1,3.3,247.0,-19.0
692,80655,0.704,8.3,0.143,0.003,-5.13,2.6,-3.8,1.7,-14.2,1.7,-9.8,0.7,25.9,1.9,247.0,-18.0
680,79296,0.767,8.36,0.133,0.004,-5.2,1.7,-58.2,1.6,-42.6,1.6,-0.1,0.3,-45.2,1.7,243.0,-14.0
687,80129,0.795,8.2,0.168,0.004,-5.0,3.2,-64.3,1.7,-73.2,2.2,4.1,0.7,4.4,3.5,245.0,-13.0
689,80217,0.71,9.02,0.137,0.003,-5.17,4.7,-23.9,1.7,-23.5,1.6,-42.6,6.7,-2.6,1.5,246.0,-12.0
698,81129,0.891,7.94,0.139,0.003,-5.17,2.7,-62.4,1.6,-75.4,2.2,-54.5,4.4,26.8,4.7,249.0,-11.0
691,80608,0.645,8.58,0.295,0.006,-4.52,4.4,-18.1,1.7,-17.9,1.5,-18.8,1.4,-1.2,0.9,247.0,-10.0
716,83373,0.89,8.98,0.473,0.008,-4.49,2.3,-38.3,1.6,-41.0,1.6,-14.5,0.5,7.7,1.2,256.0,-12.0
682,79749,0.7,8.14,0.161,0.004,-5.01,3.9,-36.1,1.7,-29.4,1.5,-22.7,2.3,-19.4,0.9,244.0,-10.0
681,79672,0.652,5.49,0.172,0.004,-4.93,,11.4,1.6,27.0,1.4,-14.5,0.2,-22.6,0.8,244.0,-8.0
702,81347,0.783,7.85,0.153,0.004,-5.07,2.7,-33.8,1.6,-31.2,1.5,-9.2,0.5,-10.9,0.8,249.0,-6.0
710,81952,0.74,8.76,0.176,0.004,-4.94,3.6,-35.4,1.7,-31.1,1.5,-19.2,1.4,-9.9,0.9,251.0,-6.0
686,80120,0.588,8.93,0.155,0.004,-5.01,2.6,23.7,1.7,32.0,2.5,-24.5,4.8,2.5,1.9,245.0,-2.0
701,81274,0.561,8.21,0.16,0.004,-4.97,3.0,-21.1,1.7,-26.9,1.5,0.2,0.6,2.8,1.2,249.0,0.0
673,74989,0.711,8.98,0.179,0.004,-4.92,2.4,18.6,1.6,9.7,1.3,-53.0,3.8,14.6,1.1,230.0,-4.0
672,74904,0.835,7.77,0.136,0.004,-5.17,2.9,27.0,1.6,36.0,1.9,-21.9,2.0,2.4,1.9,230.0,-1.0
229,24965,0.794,9.15,0.162,0.004,-5.03,1.7,37.5,1.6,-47.9,2.3,-29.4,1.3,-53.8,1.5,80.0,-78.0
198,21141,0.681,8.21,0.132,0.003,-5.22,2.5,50.7,1.6,33.2,1.5,-43.5,1.3,-14.0,1.4,68.0,-76.0
47,5549,0.602,8.78,0.175,0.004,-4.89,2.3,-40.7,1.6,-45.2,1.7,-39.3,4.0,85.2,3.6,18.0,-83.0
14,1937,0.708,8.81,0.131,0.003,-5.22,2.0,3.7,1.6,0.6,0.7,-3.9,1.1,-1.5,1.0,6.0,-78.0
156,16115,0.679,8.32,0.147,0.004,-5.09,2.8,9.3,1.6,-41.3,2.0,-15.3,1.3,-13.8,1.1,52.0,-73.0
141,14180,0.695,8.14,0.144,0.004,-5.11,2.4,41.8,1.6,-44.0,3.1,-40.7,1.3,-37.3,1.2,46.0,-72.0
246,27957,0.641,8.39,0.166,0.004,-4.95,2.3,56.3,1.7,-14.4,1.2,-55.0,1.4,-28.5,0.8,89.0,-75.0
201,21731,0.747,7.76,0.146,0.004,-5.11,2.6,-21.4,1.6,4.9,0.4,24.8,1.3,4.9,1.0,70.0,-72.0
180,19479,0.668,9.42,0.154,0.004,-5.04,2.7,12.2,1.7,45.9,3.0,-0.7,1.4,-3.8,1.1,63.0,-71.0
170,17683,0.608,8.8,0.174,0.004,-4.9,2.6,98.6,1.6,-80.7,3.2,-107.8,1.7,-43.3,1.4,57.0,-64.0
206,21889,0.812,8.86,0.146,0.004,-5.11,1.6,46.1,1.6,-65.1,2.9,-29.5,1.3,-39.5,1.1,71.0,-62.0
193,20627,0.605,8.25,0.154,0.004,-5.02,2.2,13.7,1.7,-48.0,2.9,-16.2,1.3,-4.8,1.1,66.0,-62.0
185,19921,1.078,4.44,0.114,0.003,-5.4,2.9,28.7,1.6,15.1,0.1,-21.7,1.2,-18.7,1.1,64.0,-59.0
13,1914,0.619,8.3,0.191,0.004,-4.82,3.3,8.9,1.7,8.9,0.8,-23.4,1.4,14.1,1.5,6.0,-76.0
80,7814,0.59,8.51,0.142,0.004,-5.11,3.2,53.6,1.7,-56.1,4.6,-92.3,3.8,-19.9,1.7,25.0,-70.0
72,7107,0.569,8.73,0.15,0.004,-5.04,6.6,12.2,1.8,-17.3,1.7,-21.6,1.5,-6.5,1.3,23.0,-70.0
127,11819,0.63,8.56,0.158,0.004,-5.0,3.0,38.6,1.7,-13.3,1.3,-47.9,1.6,-14.6,1.4,38.0,-70.0
29,3238,0.64,9.36,0.179,0.004,-4.89,2.7,35.0,1.6,62.8,3.4,4.3,1.8,-18.5,1.3,10.0,-68.0
30,3238,0.64,9.36,0.18,0.004,-4.88,2.7,35.0,1.6,62.8,3.4,4.3,1.8,-18.5,1.3,10.0,-68.0
51,5817,0.762,9.03,0.158,0.004,-5.04,1.9,55.8,1.6,24.5,0.7,-113.4,4.9,15.6,3.6,19.0,-65.0
46,5462,0.672,8.8,0.376,0.007,-4.4,3.5,0.5,1.7,-0.3,0.5,1.5,0.9,-1.8,1.3,17.0,-64.0
106,10346,0.783,8.9,0.454,0.008,-4.39,3.2,16.1,1.6,-21.4,1.3,-34.1,1.6,-0.3,1.5,33.0,-60.0
94,9036,0.874,8.7,0.127,0.003,-5.23,2.3,73.3,1.6,58.2,3.1,-52.4,1.3,-41.7,1.9,29.0,-60.0
54,6024,0.614,8.71,0.154,0.004,-5.02,2.5,37.4,1.6,17.3,0.7,-60.4,2.8,-2.8,2.2,19.0,-62.0
90,8799,0.727,8.76,0.146,0.004,-5.1,1.8,14.6,1.6,-35.5,2.0,-10.7,0.9,-18.5,1.4,28.0,-59.0
126,11693,0.584,8.47,0.156,0.004,-5.0,1.5,14.6,1.6,-47.0,2.5,-49.0,2.3,10.1,1.7,38.0,-60.0
132,12997,0.585,8.25,0.204,0.005,-4.75,3.0,12.5,1.7,-36.6,1.5,-15.6,1.0,-7.3,1.3,42.0,-57.0
136,13754,0.876,8.99,0.561,0.01,-4.39,4.3,-0.2,1.7,-3.4,0.1,8.4,1.0,-6.2,1.4,44.0,-56.0
137,13754,0.876,8.99,0.573,0.009,-4.38,4.3,-0.2,1.7,-3.4,0.1,8.4,1.0,-6.2,1.4,44.0,-56.0
167,17269,0.788,8.43,0.14,0.004,-5.15,2.5,69.0,1.6,-9.5,0.6,-88.5,2.5,-12.3,2.4,55.0,-58.0
148,14836,0.617,8.79,0.156,0.004,-5.01,2.8,36.8,1.7,56.1,3.8,-38.4,1.5,-19.3,1.5,48.0,-53.0
157,16460,0.717,7.78,0.155,0.004,-5.05,1.9,52.1,1.6,-9.4,0.3,-64.5,1.5,-14.2,1.5,53.0,-52.0
155,16087,0.572,8.85,0.152,0.004,-5.02,2.5,48.8,1.7,16.3,1.7,-91.2,5.1,6.2,3.8,52.0,-50.0
154,16084,0.889,7.68,0.118,0.003,-5.28,3.0,30.5,1.6,9.5,0.9,-48.7,2.4,-3.4,2.0,52.0,-49.0
118,11263,0.579,8.49,0.171,0.004,-4.9,1.5,13.1,1.6,-11.3,0.6,10.5,1.2,-22.9,1.5,36.0,-54.0
124,11502,0.635,9.03,0.166,0.004,-4.95,3.2,21.6,1.7,29.7,2.9,-24.6,1.6,-9.1,1.7,37.0,-52.0
138,13889,0.736,8.44,0.138,0.004,-5.16,3.0,11.4,1.6,-27.4,2.0,-39.6,2.6,14.0,2.2,45.0,-52.0
143,14307,0.566,7.56,0.195,0.004,-4.78,6.0,19.9,1.8,-28.5,1.0,-17.4,1.0,-10.8,1.5,46.0,-51.0
133,13508,0.672,8.66,0.36,0.006,-4.42,7.0,18.2,1.8,-31.1,1.2,-11.2,1.0,-12.6,1.5,43.0,-49.0
134,13514,0.523,8.43,0.145,0.004,-5.07,3.7,13.1,1.7,64.1,4.0,-24.2,1.4,-4.9,1.5,44.0,-49.0
240,27134,0.849,9.28,0.996,0.013,-4.09,9.7,52.7,1.9,-29.4,1.1,-41.8,1.7,-31.5,1.0,86.0,-60.0
220,22587,0.71,8.79,0.139,0.004,-5.16,2.5,18.8,1.6,44.2,3.3,-7.2,1.4,-22.9,1.3,73.0,-59.0
245,27923,0.72,9.1,0.209,0.005,-4.8,1.8,36.2,1.6,-74.2,4.3,-22.0,1.5,-21.1,0.8,89.0,-56.0
236,26553,0.602,8.71,0.16,0.004,-4.98,2.6,56.1,1.7,-32.8,1.2,-56.3,1.5,-8.0,1.4,85.0,-52.0
231,25449,0.545,8.54,0.224,0.005,-4.66,6.1,3.8,1.8,22.1,1.3,4.4,1.5,-18.3,1.3,82.0,-54.0
227,24754,0.733,8.27,0.366,0.007,-4.46,3.2,0.4,1.7,27.1,0.8,-2.2,1.3,-5.3,1.0,80.0,-51.0
204,21850,0.773,8.41,0.135,0.004,-5.18,2.8,62.1,1.6,-3.2,0.2,-58.8,1.3,-26.3,1.2,70.0,-58.0
215,22278,0.66,8.52,0.148,0.004,-5.08,2.8,23.0,1.7,-19.9,1.1,-15.2,1.3,-16.6,1.0,72.0,-58.0
190,20552,0.659,6.28,0.169,0.004,-4.95,,-4.9,1.6,13.2,0.3,9.9,1.2,-4.3,1.1,66.0,-57.0
191,20552,0.659,6.28,0.182,0.004,-4.88,,-4.9,1.6,13.2,0.3,9.9,1.2,-4.3,1.1,66.0,-57.0
207,21960,0.746,7.61,0.156,0.004,-5.05,2.2,63.9,1.6,17.2,0.4,-58.1,1.2,-33.2,1.0,71.0,-55.0
179,19344,0.519,8.95,0.169,0.004,-4.89,1.8,4.2,1.7,-8.5,0.7,6.9,1.4,-12.1,1.4,62.0,-55.0
221,22953,0.77,8.26,0.14,0.004,-5.15,2.6,44.0,1.6,16.8,0.9,-68.8,1.8,9.4,1.7,74.0,-51.0
211,22122,0.875,7.58,0.313,0.007,-4.68,2.0,24.9,1.6,36.8,0.6,-1.1,1.2,-46.8,1.1,71.0,-50.0
212,22142,0.825,9.22,0.172,0.004,-5.0,1.5,14.1,1.6,21.0,1.1,4.1,1.3,-33.1,1.5,71.0,-48.0
202,21757,0.68,8.67,0.147,0.004,-5.09,4.1,2.5,1.7,8.8,0.8,-5.1,1.2,-1.3,1.1,70.0,-46.0
192,20611,0.754,8.64,0.142,0.004,-5.13,2.8,-20.9,1.7,7.4,0.5,10.1,1.1,17.5,1.2,66.0,-45.0
238,26973,0.861,8.52,0.447,0.008,-4.48,4.1,26.1,1.7,-41.5,1.0,-19.0,1.4,-1.6,0.9,86.0,-48.0
230,25358,0.52,8.19,0.174,0.004,-4.87,,6.8,1.7,-2.9,0.5,-5.2,1.3,-3.4,0.9,81.0,-47.0
244,27891,0.559,8.48,0.162,0.004,-4.95,6.9,9.9,1.8,-2.9,0.7,-16.3,1.6,9.3,1.4,89.0,-41.0
235,26141,0.589,8.54,0.148,0.004,-5.06,2.4,52.9,1.7,-47.3,2.2,-39.5,1.3,-13.0,1.3,84.0,-43.0
223,23290,0.636,8.76,0.136,0.003,-5.18,3.6,-14.1,1.7,29.9,3.2,-3.6,2.1,15.8,1.4,75.0,-47.0
219,22430,0.538,8.49,0.15,0.004,-5.03,5.6,19.3,1.8,-1.6,0.7,-31.3,1.8,5.1,1.7,72.0,-43.0
200,21622,0.646,9.19,0.156,0.004,-5.02,1.0,33.9,1.6,-93.8,6.4,-48.5,2.3,43.9,5.3,70.0,-40.0
174,18427,0.843,9.27,0.257,0.006,-4.76,2.2,46.9,1.6,-88.5,3.8,-50.7,1.4,-7.5,1.7,59.0,-53.0
169,17663,0.679,8.9,0.14,0.004,-5.15,2.3,15.9,1.6,-47.7,3.8,1.6,1.5,-15.4,1.3,57.0,-50.0
182,19658,0.663,8.73,0.321,0.006,-4.49,4.2,28.1,1.7,-14.4,0.5,-23.0,1.1,-13.9,1.3,63.0,-48.0
171,17795,0.587,8.81,0.148,0.004,-5.06,3.9,25.6,1.7,-17.9,1.2,-35.9,2.0,-0.5,2.1,57.0,-45.0
186,20168,0.638,8.99,0.175,0.004,-4.91,1.9,2.0,1.6,30.1,1.8,-19.1,1.5,2.3,1.2,65.0,-42.0
177,19126,0.742,8.89,0.157,0.004,-5.04,3.3,-2.4,1.6,59.9,4.8,-22.5,2.2,-4.0,1.3,62.0,-39.0
176,18857,0.621,8.52,0.159,0.004,-5.0,1.6,-17.4,1.6,32.8,1.6,4.3,1.0,6.0,1.3,61.0,-38.0
164,17047,0.53,8.27,0.166,0.004,-4.91,3.9,16.5,1.7,30.4,1.7,-15.2,1.0,-18.2,1.4,55.0,-43.0
205,21872,0.656,8.41,0.136,0.003,-5.18,3.3,22.0,1.7,13.6,3.1,-9.7,1.3,-32.6,2.6,71.0,-35.0
199,21327,0.776,7.61,0.234,0.005,-4.76,2.8,-10.2,1.7,33.7,0.9,0.5,1.0,-5.1,1.1,69.0,-36.0
189,20524,0.701,8.38,0.163,0.004,-4.99,1.7,-14.5,1.6,77.4,3.2,-18.7,1.5,-7.3,1.4,66.0,-35.0
213,22162,0.675,8.83,0.142,0.004,-5.13,2.2,65.8,1.6,-63.5,3.3,-62.7,2.7,5.5,5.0,72.0,-29.0
203,21778,0.621,7.74,0.167,0.004,-4.94,3.1,5.9,1.7,42.5,1.7,-30.9,1.3,-15.6,1.1,70.0,-28.0
218,22373,0.774,8.95,0.187,0.004,-4.91,1.7,11.4,1.6,-13.3,0.9,13.0,1.4,-20.0,1.2,72.0,-29.0
216,22320,0.795,9.12,0.158,0.004,-5.05,2.3,65.3,1.6,-57.8,1.9,-69.6,2.3,9.4,3.6,72.0,-28.0
222,23243,0.683,9.24,0.168,0.004,-4.96,1.5,2.1,1.6,-12.5,1.3,21.8,2.1,-15.4,1.5,75.0,-28.0
187,20316,0.602,8.98,0.161,0.004,-4.97,1.2,-1.1,1.6,38.3,3.5,-19.3,2.0,-7.5,1.4,65.0,-31.0
181,19494,0.626,8.65,0.142,0.003,-5.13,2.6,-36.8,1.7,11.2,1.1,-15.4,3.2,53.9,2.8,63.0,-27.0
188,20478,0.627,7.82,0.167,0.004,-4.95,2.0,11.8,1.7,31.8,1.6,-40.4,1.4,-12.4,1.1,66.0,-25.0
183,19807,0.667,9.16,0.164,0.004,-4.98,1.4,36.9,1.6,-10.4,1.4,-33.6,2.1,-21.8,1.3,64.0,-25.0
10,1683,0.647,8.99,0.151,0.004,-5.06,2.4,43.4,1.7,16.4,0.7,-35.7,2.2,-27.5,1.8,5.0,-59.0
40,4864,0.619,8.46,0.157,0.004,-5.0,2.3,60.3,1.7,-55.7,4.1,-74.6,2.8,-48.2,1.4,16.0,-57.0
66,6772,0.544,8.09,0.163,0.004,-4.94,1.9,49.3,1.6,-73.7,4.4,-56.2,2.1,-41.6,1.5,22.0,-52.0
31,3292,0.531,8.77,0.168,0.004,-4.9,1.6,-2.7,1.7,-42.0,3.3,23.8,1.9,-18.5,2.2,11.0,-53.0
9,1567,0.575,8.49,0.151,0.004,-5.03,4.1,21.2,1.7,11.3,0.7,-19.0,1.1,-12.6,1.6,5.0,-54.0
