recno,HIP,BD/HD,Rem,SpType,n_SpType,Teff,log(g),f_log(g),xi,f_xi,[M/H],f_[M/H],n_[M/H],SMW,logR'HK,AC,Res,n_AC,n_HIP,SimbadName,_RA,_DE
633,113718,HD 217580," ",K2.5 V," ",4942,4.56,f,1.0,f,-0.06," "," ",0.165,-5.088,"I ",3.6," ",,HIP 113718,345.4648,-3.8487
657,116928,HD 222603," ",A7 V," ",7742,3.83," ",2.0,f,-0.05," ",*,,,"  ",," ",119,HIP 116928,355.5117,1.78
632,113421,HD 217107," ",G8 IV-V," ",5450,4.05," ",1.0,f,0.17," "," ",0.146,-5.108,VI,1.8," ",,HIP 113421,344.5648,-2.3954
620,111571,HD 214100," ",M1 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 111571,339.0403,-0.8417
643,114941,BD+04 4988," ",M0 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 114941,349.216,5.696
596,105152,HD 202751," ",K3 V," ",4693,4.64,f,1.0,f,-0.47," "," ",0.171,-5.111,VI,3.6," ",,HIP 105152,319.5124,0.1616
618,110980," "," ",M1 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 110980,337.2744,1.6634
621,111888,HD 214683," ",K3 V," ",,," ",," ",," "," ",0.47,-4.554,"A ",3.6," ",,HIP 111888,339.9615,4.1161
630,112935,HD 216385," ",F6 V," ",6250,3.69," ",1.6," ",-0.32," "," ",0.153,-4.946,"I ",1.8," ",,HIP 112935,343.1003,9.8357
628,112870,HD 216259," ",K2.5 V,*,5036,4.7,f,1.0,f,-0.79," "," ",0.135,-5.178,VI,3.6," ",113,HIP 112870,342.8598,13.97
611,109117,HD 209845," ",kA3 hA5 mF2 (IV)," ",,," ",," ",," "," ",,,"  ",," ",,HIP 109117,331.5441,10.0935
617,110951," "," ",M1 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 110951,337.1914,18.9317
659,117463,HD 223374," ",K2.5 V," ",4956,4.53,f,1.0,f,-0.23," "," ",0.179,-5.033,"I ",1.8," ",,HIP 117463,357.2548,3.1812
664,118310,HD 224660," ",K4 V," ",,," ",," ",," "," ",0.912,-4.638,"A ",3.6," ",,HIP 118310,359.9491,6.6642
656,116869,BD+13 5158B,*,G8 V+," ",,," ",," ",," "," ",0.315,-5.023,"I ",3.6," ",,HIP 116869,355.3331,14.7772
23,3810,HD 4676," ",F8 V," ",6254,4.38," ",1.7," ",-0.03," "," ",0.158,-4.917,"I ",1.8," ",,HIP 3810,12.2446,16.9406
35,,HD 6440B," ",K8 V," ",,," ",," ",," "," ",1.623,,"  ",3.6," ",,HD 6440B,16.3741,15.3891
34,5110,HD 6440," ",K3.5 V," ",,," ",," ",," "," ",0.649,-4.802,"I ",3.6," ",,HIP 5110,16.3746,15.3901
43,6405,HD 8262," ",G2 V," ",5821,4.34," ",1.0,f,-0.13," "," ",0.154,-5.03,"I ",1.8," ",,HIP 6405,20.5745,18.6827
44,6706,HD 8723," ",F2 V," ",6690,4.12," ",1.6," ",-0.26," "," ",,,"  ",," ",,HIP 6706,21.5636,19.1723
28,3998,HD 4913," ",K6- V," ",,," ",," ",," "," ",0.704,-4.75,"I ",3.6," ",,HIP 3998,12.8406,18.7393
37,5286,HD 6660," ",K4 V," ",,," ",," ",," "," ",0.549,-4.747,"A ",3.6," ",,HIP 5286,16.9078,22.955
16,3093,HD 3651," ",K0 V," ",5280,4.43,f,1.0,f,0.09," "," ",0.153,-5.087,"I ",1.8," ",,HIP 3093,9.8409,21.2505
26,3937," "," ",M3 V kee," ",,," ",," ",," "," ",,,"  ",," ",4,HIP 3937,12.6385,24.8167
636,114378,HD 218687," ",G0- V  (k)," ",5858,4.31," ",1.0,f,-0.37," "," ",0.382,-4.345,"A ",1.8," ",,HIP 114378,347.4879,14.4266
658,117042,HD 222788,*,F3 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 117042,355.8946,19.1299
655,116838,HD 222474," ",K3.5 V," ",,," ",," ",," "," ",0.492,-4.779,"I ",3.6," ",,HIP 116838,355.2144,20.3659
635,114189,HD 218396," ",F0+ V ({lambda} Boo)...,*,7424,4.22," ",2.0," ",-0.5," "," ",,,"  ",," ",115,HIP 114189,346.8696,21.1343
634,113829,HD 217813," ",G1 V,*,5861,4.41," ",1.0,f,-0.03," "," ",0.269,-4.567,"A ",1.8," ",114,HIP 113829,345.7707,20.9186
624,112496,BD+17 4808," ",K3.5 V k," ",,," ",," ",," "," ",0.708,-4.524,"A ",1.8," ",,HIP 112496,341.8067,18.3845
631,113357,HD 217014," ",G3 V," ",5717,4.22," ",1.0,f,0.1," "," ",0.15,-5.071,"I ",1.8," ",,HIP 113357,344.3666,20.7688
662,117946,HD 224129," ",K3 V," ",,," ",," ",," "," ",0.726,-4.467,"A ",3.6," ",,HIP 117946,358.8608,22.1933
2,400,HD 225261," ",G9 V," ",5250,4.4," ",1.0,f,-0.43," "," ",0.148,-5.094,"I ",3.6," ",,HIP 400,1.2347,23.2696
1,171,HD 224930," ",G5 V Fe-1," ",5502,4.27," ",1.0,f,-0.64," "," ",0.183,-4.88,"I ",1.8," ",,HIP 171,0.5423,27.0823
7,974,BD+26 8," ",K3 V," ",,," ",," ",," "," ",0.392,-4.775,"I ",3.6," ",,HIP 974,3.0168,27.099
15,3092,HD 3627," ",K3 III," ",4392,1.87," ",1.0,f,-0.03," ",K,,,"  ",," ",,HIP 3092,9.832,30.861
5,677,HD 358," ",B8 IV-V Hg Mn," ",13098,3.91," ",2.0,f,0.0,f,*,,,"  ",," ",2,HIP 677,2.0969,29.0904
4,544,HD 166," ",G8 V," ",5412,4.41," ",1.0,f,0.07," "," ",0.379,-4.458,"A ",3.6," ",,HIP 544,1.6533,29.0215
661,117779,BD+28 4660," ",K6 V," ",,," ",," ",," "," ",2.024,-4.564,"A ",3.6," ",,HIP 117779,358.2858,29.0181
648,116005,HD 221239," ",K2.5 V," ",4941,4.56,f,1.0,f,-0.46," "," ",0.265,-4.783,"I ",3.6," ",,HIP 116005,352.5572,31.7058
651,116416,HD 221851," ",K1 V," ",5148,4.53,f,1.0,f,-0.42," "," ",0.266,-4.735,"A ",1.8," ",,HIP 116416,353.8567,31.1613
195,32349,HD 48915," ",A0mA1 Va," ",9580,4.2," ",2.0,f,0.3," ",*,,,"  ",," ",43,HIP 32349,101.2872,-16.7161
173,28267,HD 40397," ",G7 V," ",5491,4.41," ",1.0,f,-0.15," "," ",0.153,-5.059,"I ",1.8," ",,HIP 28267,89.5897,-4.6507
170,27435,HD 38858," ",G2 V," ",5744,4.54," ",1.0,f,-0.18," "," ",0.164,-4.968,"I ",1.8," ",,HIP 27435,87.1456,-4.0946
215,35139,HD 56274," ",G5 V Fe-1," ",5803,4.52," ",1.0,f,-0.47," "," ",0.194,-4.801,"I ",3.6," ",,HIP 35139,108.9616,-13.0495
209,33955,HD 52919," ",K4 V," ",,," ",," ",," "," ",0.484,-4.74,"A ",3.6," ",,HIP 33955,105.6788,-6.7992
224,36827,HD 60491," ",K2.5 V," ",,," ",," ",," "," ",0.42,-4.559,"A ",3.6," ",,HIP 36827,113.609,-6.8967
228,,HD 61606B," ",K7 V," ",,," ",," ",," "," ",1.881,,"  ",3.6," ",,HD 61606B,115.012,-3.6037
227,37349,HD 61606," ",K3- V," ",4908,4.51,f,1.0,f,-0.01," "," ",0.443,-4.521,"A ",3.6," ",,HIP 37349,114.9972,-3.5975
249,41307,HD 71155," ",A0 Va," ",9556,3.95," ",2.0,f,-0.44," ",*,,,"  ",," ",49,HIP 41307,126.4151,-3.9064
251,42074,HD 72760," ",K0- V," ",5266,4.45,f,1.0,f,-0.09," "," ",0.409,-4.454,"A ",3.6," ",,HIP 42074,128.6319,-0.7261
234,38625,HD 64606," ",K0 V Fe-1.5," ",5343,4.59,f,1.0,f,-0.89," "," ",0.164,-5.002,"I ",3.6," ",,HIP 38625,118.6424,-1.4123
236,38931,HD 65277," ",K3+ V," ",4498,4.64,f,1.0,f,-0.85," "," ",0.23,-5.049,"I ",3.6," ",,HIP 38931,119.4908,-0.8144
203,32984,HD 50281," ",K3.5 V," ",4572,4.65,f,1.0,f,-0.59," "," ",0.565,-4.655,"A ",3.6," ",,HIP 32984,103.0752,-5.1737
187,30545,HD 45067,*,F8 V," ",6026,4.07," ",1.3," ",-0.08," "," ",0.142,-5.081,"I ",1.8," ",,HIP 30545,96.3189,-0.9459
185,30419,HD 44769," ",A8 V(n)," ",7732,3.69," ",2.0,f,-0.02," ",*,,,"  ",," ",38,HIP 30419,95.942,4.5929
186,30422,HD 44770," ",F5 V," ",,," ",," ",," "," ",0.228,-4.576,"A ",1.8," ",,HIP 30422,95.9438,4.5958
192,31246,HD 46375," ",K0 V," ",5229,4.31,f,1.0,f,0.2," "," ",0.157,-5.074,"I ",3.6," ",,HIP 31246,98.3026,5.4629
226,37279,HD 61421," ",F5 IV-V," ",6629,4.05," ",2.2," ",-0.05," "," ",0.205,-4.631,"A ",1.8," ",,HIP 37279,114.8255,5.225
220,35872,HD 57901," ",K3- V," ",4824,4.47," ",1.0,f,0.0," "," ",0.155,-5.135,VI,3.6," ",,HIP 35872,110.9461,12.9647
145,22336,HD 30562," ",G2 IV," ",5825,3.92," ",1.7," ",0.0," "," ",0.14,-5.136,VI,1.8," ",,HIP 22336,72.1516,-5.674
132,19849,HD 26965," ",K1 V," ",5216,4.5,f,1.0,f,-0.28," "," ",0.162,-5.037,"I ",3.6," ",,HIP 19849,63.818,-7.6529
131,19832,BD-04 782," ",K5+ V," ",,," ",," ",," "," ",0.961,-4.648,"A ",3.6," ",,HIP 19832,63.7897,-4.4183
164,25623,HD 36003," ",K5 V," ",,," ",," ",," "," ",0.288,-5.018,"I ",3.6," ",,HIP 25623,82.1087,-3.4996
148,23311,HD 32147," ",K3+ V," ",4740,4.52,f,1.0,f,0.16," "," ",0.226,-5.057,"I ",3.6," ",,HIP 23311,75.2042,-5.7537
152,23875,HD 33111," ",A3 IV," ",8377,3.29," ",2.0,f,0.08," ",*,,,"  ",," ",29,HIP 23875,76.9624,-5.0864
153,23941,HD 33256," ",F5.5 V kF4mF2,*,6411,3.87," ",1.5," ",-0.3," "," ",0.18,-4.767,"I ",1.8," ",30,HIP 23941,77.1821,-4.4562
158,24819,HD 34673," ",K3 V," ",,," ",," ",," "," ",0.404,-4.776,"I ",3.6," ",,HIP 24819,79.8027,-3.0738
155,24454,HD 290054," ",K5.5 V," ",,," ",," ",," "," ",0.544,-4.863,"I ",3.6," ",,HIP 24454,78.7006,0.662
160,25119,HD 35112," ",K2.5 V," ",4800,4.52,f,1.0,f,-0.57," "," ",0.265,-4.879,"I ",3.6," ",,HIP 25119,80.6562,2.6032
115,17695," "," ",M2.5 V kee,*,,," ",," ",," "," ",,,"  ",," ",18,HIP 17695,56.8473,-1.9722
123,18512,HD 24916," ",K4 V," ",,," ",," ",," "," ",0.882,-4.522,"A ",3.6," ",,HIP 18512,59.3696,-1.1595
124,,HD 24916B," ",M2.5 V kee,*,,," ",," ",," "," ",,,"  ",," ",20,HD 24916B,59.3704,-1.1564
125,18859,HD 25457," ",F7 V," ",6308,4.38," ",2.0," ",-0.07," "," ",0.381,-4.291,"A ",1.8," ",,HIP 18859,60.6531,-0.2689
103,15442,HD 20619," ",G2 V," ",5666,4.5," ",1.0,f,-0.25," "," ",0.195,-4.819,"I ",1.8," ",,HIP 15442,49.7579,-2.8432
100,14954,HD 19994,*,F8.5 V," ",6088,3.92," ",1.7," ",0.05," "," ",0.16,-4.95,"I ",1.8," ",,HIP 14954,48.1935,-1.1961
138,21272,HD 28946," ",G9 V," ",5369,4.55," ",1.0,f,0.0," "," ",0.177,-4.956,"I ",3.6," ",,HIP 21272,68.46,5.385
134,19859,HD 26923," ",G0 IV-V,*,6047,4.6," ",1.2," ",0.02," "," ",0.26,-4.555,"A ",1.8," ",25,HIP 19859,63.87,6.1869
133,19855,HD 26913," ",G6 V,*,5579,4.56," ",1.0,f,-0.07," "," ",0.349,-4.448,"A ",1.8," ",24,HIP 19855,63.8574,6.1997
147,22845,HD 31295," ",A3 Va {lambda} Boo...,*,8611,4.15," ",2.0,f,-1.24," ",*,,,"  ",," ",28,HIP 22845,73.7239,10.1508
139,21421,HD 29139," ",K5 III," ",,," ",," ",," "," ",,,"  ",," ",,HIP 21421,68.9802,16.5093
172,27918,HD 39715," ",K3 V," ",4604,4.62,f,1.0,f,-0.57," "," ",0.35,-4.785,"I ",3.6," ",,HIP 27918,88.6191,2.1422
183,29860,HD 43587," ",G0 V," ",5864,4.26," ",1.0,f,-0.03," "," ",0.158,-4.993,"I ",1.8," ",,HIP 29860,94.3172,5.1001
178,29432,HD 42618," ",G3 V," ",5713,4.44," ",1.0,f,-0.13," "," ",0.163,-4.974,"I ",1.8," ",,HIP 29432,93.0024,6.7831
184,30362,HD 256294,*,B8 IVp...,*,,," ",," ",," "," ",,,"  ",," ",37,HIP 30362,95.7887,8.9075
179,29525,HD 42807," ",G5 V,*,5617,4.5," ",1.0,f,-0.11," "," ",0.33,-4.465,"A ",3.6," ",36,HIP 29525,93.3021,10.6271
182,29800,HD 43386," ",F5 V," ",6602,4.34," ",1.6," ",-0.01," "," ",0.269,-4.452,"A ",1.8," ",,HIP 29800,94.1109,12.2722
166,26366,HD 37160," ",G9 IV," ",4697,3.14," ",1.0,f,-0.66," ",K,,,"  ",," ",,HIP 26366,84.2266,9.2907
165,26335,HD 245409," ",M0.5 V ke," ",,," ",," ",," "," ",,,"  ",," ",32,HIP 26335,84.1291,11.3279
176,28954,HD 41593," ",G9 V,*,,," ",," ",," "," ",0.424,-4.456,"A ",3.6," ",35,HIP 28954,91.6687,15.5421
196,32362,HD 48737," ",F5 IV-V," ",6455,3.61," ",2.0," ",-0.09," "," ",0.239,-4.531,"A ",1.8," ",,HIP 32362,101.3224,12.8956
193,31681,HD 47105," ",A1.5 IV+," ",8953,3.46," ",2.0," ",-0.18," "," ",,,"  ",," ",42,HIP 31681,99.4279,16.3993
216,35389,BD+18 1563,*,A5 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 35389,109.6369,17.8949
188,30630,HD 45088," ",K3 V k,*,4647,4.39,f,1.0,f,-0.83," "," ",0.878,-4.266,"A ",3.6," ",39,HIP 30630,96.5427,18.7569
180,29650,HD 43042," ",F5.5 IV-V," ",6576,4.35," ",1.5," ",0.13," "," ",0.186,-4.714,"A ",1.8," ",,HIP 29650,93.712,19.1564
189,30756,HD 257498,*,K0 IIIb,*,,," ",," ",," "," ",,,"  ",," ",40,HIP 30756,96.9415,20.7832
190,30757,HD 45352," ",K2 III-IV,*,,," ",," ",," "," ",,,"  ",," ",41,HIP 30757,96.944,20.7895
207,33537,HD 51419," ",G5 V Fe-1," ",5656,4.51," ",1.0,f,-0.44," "," ",0.168,-4.935,"I ",1.8," ",,HIP 33537,104.549,22.4759
204,33277,HD 50692," ",G0 V," ",5907,4.29," ",1.0,f,-0.11," "," ",0.162,-4.938,"I ",1.8," ",,HIP 33277,103.8278,25.3757
194,32010,HD 47752," ",K3.5 V," ",4632,4.67,f,1.0,f,-0.54," "," ",0.348,-4.802,"I ",3.6," ",,HIP 32010,100.3155,23.9577
150,23786,HD 32850," ",G9 V," ",5276,4.56," ",1.0,f,-0.25," "," ",0.276,-4.68,"A ",3.6," ",,HIP 23786,76.6759,14.4462
161,25220,HD 35171," ",K4 V," ",,," ",," ",," "," ",0.997,-4.452,"A ",3.6," ",,HIP 25220,80.9099,17.3241
171,27913,HD 39587," ",G0 IV-V,*,5964,4.68," ",1.5," ",-0.12," "," ",0.309,-4.456,"A ",1.8," ",33,HIP 27913,88.5958,20.2762
162,25278,HD 35296," ",F8 V,*,6202,4.51," ",1.9," ",-0.12," "," ",0.349,-4.353,"A ",1.8," ",31,HIP 25278,81.1061,17.3835
151,23835,HD 32923," ",G1 V," ",5592,3.79," ",1.0,f,-0.39," "," ",0.142,-5.127,VI,1.8," ",,HIP 23835,76.8625,18.6451
143,21818,HD 29697," ",K4 V ke,*,,," ",," ",," "," ",2.318,-4.066,VA,3.6," ",27,HIP 21818,70.3286,20.9015
146,22715,HD 30973," ",K3 V," ",,," ",," ",," "," ",0.503,-4.633,"A ",3.6," ",,HIP 22715,73.2697,22.2352
175,28908,HD 41330," ",G0 V," ",5858,4.25," ",1.2," ",-0.2," "," ",0.146,-5.073,"I ",1.8," ",,HIP 28908,91.5356,35.3877
169,27207,HD 38230," ",K0 V," ",5174,4.48,f,1.0,f,-0.35," "," ",0.147,-5.11,VI,3.6," ",,HIP 27207,86.5079,37.2846
311,54651,HD 97214," ",K6 V," ",,," ",," ",," "," ",0.311,-4.939,"I ",3.6," ",,HIP 54651,167.7946,-10.9509
326,58576,HD 104304," ",G8 IV-V," ",5499,4.35,f,1.0,f,0.14," "," ",0.18,-4.933,"I ",3.6," ",,HIP 58576,180.1852,-10.446
335,60816,HD 108510," ",G1 V Fe-0.7," ",5926,4.43," ",1.0,f,0.04," "," ",0.172,-4.887,"I ",1.8," ",,HIP 60816,186.9812,-8.678
331,59750,HD 106516," ",F6 V Fe-1 CH-0.5," ",6316,4.31," ",0.9," ",-0.45," "," ",0.252,-4.52,"A ",1.8," ",,HIP 59750,183.794,-10.3124
330,59743,HD 106515," ",K0- V," ",5237,4.08,f,1.0,f,-0.25," "," ",0.154,-5.07,"I ",3.6," ",,HIP 59743,183.7774,-7.2573
349,63366,HD 112758," ",K2 V Fe-0.8," ",5113,4.48,f,1.0,f,-0.58," "," ",0.141,-5.14,VI,3.6," ",,HIP 63366,194.7565,-9.8341
372,66252,HD 118100," ",K4.5 V ke,*,,," ",," ",," "," ",3.461,-4.09,VA,3.6," ",75,HIP 66252,203.68,-8.342
373,66587,BD-05 3740," ",M0.5 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 66587,204.7445,-6.2368
395,69962,HD 125354," ",K7 V," ",,," ",," ",," "," ",1.241,-4.667,"A ",3.6," ",,HIP 69962,214.7428,-6.6036
390,69414,HD 124292," ",G8+ V," ",5418,4.62," ",1.0,f,-0.15," "," ",0.15,-5.077,"I ",1.8," ",,HIP 69414,213.1885,-3.3201
398,70319,HD 126053," ",G1.5 V," ",5722,4.57," ",1.0,f,-0.28," "," ",0.162,-4.979,"I ",1.8," ",,HIP 70319,215.8137,1.2416
385,68469,HD 122303," ",M1.5 V," ",,," ",," ",," "," ",,,"  ",," ",,HIP 68469,210.2633,-2.6549
