main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
UCAC4 496-065147,239.4510884724563,9.0194653418765,,,,,M4.0V,2015A&A...577A.128A,52.2528,0.055,2018yCat.1345....0G,13.554,0.03,2012yCat.1322....0Z,12.2534,6.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.207,0.07,2012yCat.1322....0Z,9.282,0.019,2003yCat.2246....0C
L   72-10,225.5319089584088,-71.3003976529618,,,,,M4,2014MNRAS.443.2561G,52.2418,0.0355,2018yCat.1345....0G,13.06,0.01,2012yCat.1322....0Z,11.7526,6.0E-4,2018yCat.1345....0G,,,,12.74,0.1,2012yCat.1322....0Z,8.836,0.027,2003yCat.2246....0C
L  290-28,5.4052616325985,-46.0926061624039,,GJ  3029,HIP   1720,,M3Ve,2006A&A...460..695T,52.2171,0.1023,2018yCat.1345....0G,12.24,,2010MNRAS.403.1949K,11.0717,0.0021,2018yCat.1345....0G,9.93,0.02,2005yCat.2263....0T,11.136,,2010MNRAS.403.1949K,8.325,0.019,2003yCat.2246....0C
V* VZ Col,82.5583509867261,-42.6973273844711,HD 274255,,HIP  25775,,M0V,2010MNRAS.403.1949K,52.2124,0.0301,2018yCat.1345....0G,9.706,,2010MNRAS.403.1949K,9.0974,5.0E-4,2018yCat.1345....0G,8.078,,2010MNRAS.403.1949K,8.851,,2010MNRAS.403.1949K,7.149,0.03,2003yCat.2246....0C
UCAC4 520-070249,271.1612896673631,13.9039432160988,,,,,M2.5V,2015A&A...577A.128A,52.152,0.041,2018yCat.1345....0G,13.216,0.09,2012yCat.1322....0Z,12.1184,4.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,12.829,0.07,2012yCat.1322....0Z,9.469,0.026,2003yCat.2246....0C
BD-04  3873,230.5170838338389,-4.7774525511489,,GJ   583,HIP  75201,,K4V,1986AJ.....92..139S,52.1506,0.0532,2018yCat.1345....0G,9.459,,2010MNRAS.403.1949K,8.8991,7.0E-4,2018yCat.1345....0G,7.951,,2010MNRAS.403.1949K,8.646,,2010MNRAS.403.1949K,6.987,0.024,2003yCat.2246....0C
G 103-41,98.6393246413657,31.5022443961326,,,,,M3.5Ve,2013AJ....145..102L,52.1421,0.056,2018yCat.1345....0G,12.564,0.02,2012yCat.1322....0Z,11.4475,8.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.254,0.08,2012yCat.1322....0Z,8.705,0.021,2003yCat.2246....0C
UCAC4 665-070620,283.7688299693377,42.9974446495213,,,,,M4.0V,2015A&A...577A.128A,52.1374,0.0464,2018yCat.1345....0G,14.348,0.03,2012yCat.1322....0Z,12.8517,6.0E-4,2018yCat.1345....0G,,,,13.967,0.06,2012yCat.1322....0Z,9.78,0.021,2003yCat.2246....0C
HD 220339,350.7703966654632,-10.7642439444714,HD 220339,"GJ  9824,GJ   894.5",HIP 115445,,K2V,1999MSS...C05....0H,52.1313,0.0573,2018yCat.1345....0G,7.796,,2010MNRAS.403.1949K,7.5312,3.0E-4,2018yCat.1345....0G,6.834,,2010MNRAS.403.1949K,7.288,,2010MNRAS.403.1949K,6.201,0.024,2003yCat.2246....0C
HD  68834,123.6496431029737,13.0228261574527,HD  68834,GJ  3488,HIP  40375,,K5V,2010MNRAS.403.1949K,52.1185,0.044,2018yCat.1345....0G,8.797,,2010MNRAS.403.1949K,8.3404,4.0E-4,2018yCat.1345....0G,7.487,,2010MNRAS.403.1949K,8.091,,2010MNRAS.403.1949K,6.62,0.024,2003yCat.2246....0C
G  58-22,162.2334482524044,22.8900101977353,,,,,M3.5V,2003AJ....126.3007R,52.1056,0.0862,2018yCat.1345....0G,14.19,,2001KFNT...17e.409K,12.9159,0.003,2018yCat.1345....0G,11.3,,2003AJ....125..984M,13.1,,2003AJ....125..984M,10.016,0.021,2003yCat.2246....0C
Wolf 1231,336.2572264634114,35.6688025954086,,,,,M2.0Ve,2013AJ....145..102L,52.0956,0.0757,2018yCat.1345....0G,12.1,0.04,2012yCat.1322....0Z,11.0802,0.0019,2018yCat.1345....0G,9.6,,2003AJ....125..984M,11.653,0.05,2012yCat.1322....0Z,8.537,0.024,2003yCat.2246....0C
NLTT  9223,43.3588684448165,17.4089975300857,,,,,M3.5Ve,2013AJ....145..102L,52.077,0.6965,2018yCat.1345....0G,12.682,0.01,2012yCat.1322....0Z,11.5111,8.0E-4,2018yCat.1345....0G,,,,12.295,0.06,2012yCat.1322....0Z,8.716,0.03,2003yCat.2246....0C
* 110 Her,281.41552376708336,20.54631030527778,HD 173667,"GJ  9635,GJ   725.2",HIP  92043,WDS J18457+2033A,F5.5IV-V,2001AJ....121.2148G,52.06,0.25,2007A&A...474..653V,4.19,,2002yCat.2237....0D,4.0296,0.0089,2018yCat.1345....0G,3.54,,2002yCat.2237....0D,3.8,,2002yCat.2237....0D,3.32,,2002yCat.2237....0D
G  82-33,68.6888724257286,-0.4462503491218,,,,,M4.0V,2015A&A...577A.128A,52.0373,0.1276,2018yCat.1345....0G,13.7,0.02,2012yCat.1322....0Z,12.2847,3.0E-4,2018yCat.1345....0G,10.77,0.03,2005yCat.2263....0T,13.318,0.08,2012yCat.1322....0Z,9.307,0.023,2003yCat.2246....0C
Wolf  330,148.9316466457122,35.3616022189459,,GJ  3572,,,M3.5V,2013AJ....145..102L,52.0109,0.0653,2018yCat.1345....0G,12.813,0.03,2012yCat.1322....0Z,11.6294,9.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.477,0.07,2012yCat.1322....0Z,8.85,0.034,2003yCat.2246....0C
G 163-23,163.8936417682035,-9.3572001497412,,GJ  3632,,,M4,1985ApJS...59..197B,51.9607,0.0623,2018yCat.1345....0G,13.574,0.02,2012yCat.1322....0Z,12.2956,5.0E-4,2018yCat.1345....0G,11.0,0.02,2005yCat.2263....0T,13.255,0.12,2012yCat.1322....0Z,9.419,0.023,2003yCat.2246....0C
BD+00  3077,203.8532181781812,-0.389101831292,,"GJ  1173,GJ  9413",,,K7V,1986AJ.....92..139S,51.941,0.0731,2018yCat.1345....0G,10.27,0.006,1992AJ....104..340L,9.5788,6.0E-4,2018yCat.1345....0G,8.499,0.0032,2009AJ....137.4186L,9.36,0.006,1992AJ....104..340L,7.447,0.018,2003yCat.2246....0C
LP  694-16,300.9954420493082,-8.1298585138701,,GJ  4132,,,M4,,51.9363,0.0654,2018yCat.1345....0G,13.4,,,12.1635,4.0E-4,2018yCat.1345....0G,,,,13.34,0.14,2012yCat.1322....0Z,9.184,0.024,2003yCat.2246....0C
G 139-17,257.4698298192363,11.9261188270724,,GJ  3990,,,M4,,51.9327,0.1461,2018yCat.1345....0G,14.0,0.01,2012yCat.1322....0Z,12.6408,5.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.65,0.09,2012yCat.1322....0Z,9.611,0.024,2003yCat.2246....0C
G 253-13,128.0421481768186,84.4085543005556,,GJ  3496,,,M3.5,,51.9283,0.0354,2018yCat.1345....0G,13.42,0.04,2012yCat.1322....0Z,12.2335,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.034,0.04,2012yCat.1322....0Z,9.441,0.024,2003yCat.2246....0C
G 269-125,18.5358242541292,-36.9453461705713,,GJ  3081,,,M3.5,,51.9229,0.0415,2018yCat.1345....0G,13.8,,,12.5001,5.0E-4,2018yCat.1345....0G,,,,13.516,0.09,2012yCat.1322....0Z,9.63,0.024,2003yCat.2246....0C
L   51-47,17.321739722052083,-72.21173270389251,,,,,M4V,1990ApJ...360..490R,51.9024,0.0289,2018yCat.1345....0G,12.86,,2003AJ....126.2867M,11.8735,4.0E-4,2018yCat.1345....0G,,,,12.557,0.04,2012yCat.1322....0Z,9.281,0.021,2003yCat.2246....0C
L  140-119,139.10822862143877,-62.071068597146954,,GJ  3545,,,M3.5,1996AJ....112.2799H,51.884,0.0372,2018yCat.1345....0G,,,,11.3465,9.0E-4,2018yCat.1345....0G,9.93,0.03,2005yCat.2263....0T,12.25,0.04,2012yCat.1322....0Z,8.465,0.024,2003yCat.2246....0C
UCAC3 160-291784,324.3799551114424,-10.2404859205421,,,,,M4.0,2007AJ....133.2825R,51.8643,0.097,2018yCat.1345....0G,14.8,0.01,2012yCat.1322....0Z,13.3212,9.0E-4,2018yCat.1345....0G,,,,14.72,0.18,2012yCat.1322....0Z,10.255,0.027,2003yCat.2246....0C
G 235-40,147.0015514965342,60.2568805471702,,GJ  3567,,,M1.5,,51.8344,0.0364,2018yCat.1345....0G,12.73,,,11.7904,4.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,11.7,,2003AJ....125..984M,9.286,0.024,2003yCat.2246....0C
G 189-38,342.6570951529952,34.8560501649407,,GJ  1274,HIP 112800,,M2+V,2003AJ....126.2048G,51.8108,0.1092,2018yCat.1345....0G,11.72,,,10.7867,7.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,11.2,,2003AJ....125..984M,8.28,0.023,2003yCat.2246....0C
G 168-24,240.431498292241,30.1807362057214,,GJ   607,,,M3.0Ve,2013AJ....145..102L,51.7901,0.0437,2018yCat.1345....0G,12.479,0.06,2012yCat.1322....0Z,11.3715,0.001,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.115,0.06,2012yCat.1322....0Z,8.666,0.018,2003yCat.2246....0C
HD 194640,306.9343450390601,-30.8678462946428,HD 194640,GJ   790,HIP 100925,,G8V,2006AJ....132..161G,51.7896,0.0486,2018yCat.1345....0G,6.62,,,6.4261,3.0E-4,2018yCat.1345....0G,,,,,,,5.362,0.019,2003yCat.2246....0C
G 242-60,8.6569560151734,71.1950149196279,,GJ  3040,,,M3.5,,51.7793,0.042,2018yCat.1345....0G,13.51,,,12.3188,4.0E-4,2018yCat.1345....0G,10.9,,2003AJ....125..984M,12.7,,2003AJ....125..984M,9.465,0.023,2003yCat.2246....0C
GJ  3598,156.0841316383766,11.9557324090493,,GJ  3598,,,M2.5Ve,2013AJ....145..102L,51.6917,0.0505,2018yCat.1345....0G,12.482,0.03,2012yCat.1322....0Z,11.4186,8.0E-4,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.059,0.07,2012yCat.1322....0Z,8.847,0.027,2003yCat.2246....0C
G 150-7,202.9607641524405,23.3889938585384,,GJ  3790,,,M2.5Ve,2013AJ....145..102L,51.6592,0.0673,2018yCat.1345....0G,12.247,0.01,2012yCat.1322....0Z,11.2002,0.0015,2018yCat.1345....0G,10.2,,2003AJ....125..984M,11.863,0.06,2012yCat.1322....0Z,8.608,0.032,2003yCat.2246....0C
LP  756-3,311.6818590583441,-11.803710558045701,,,,,M4.0V,2015A&A...577A.128A,51.6336,0.0698,2018yCat.1345....0G,13.856,0.01,2012yCat.1322....0Z,12.3673,8.0E-4,2018yCat.1345....0G,10.895,,2008MNRAS.389..585C,13.443,0.08,2012yCat.1322....0Z,9.349,0.027,2003yCat.2246....0C
UCAC4 407-024595,107.6310783347112,-8.7134016533476,,,,,M3.5V,2015A&A...577A.128A,51.5964,0.0675,2018yCat.1345....0G,13.203,0.02,2012yCat.1322....0Z,11.9277,0.0011,2018yCat.1345....0G,,,,12.805,0.05,2012yCat.1322....0Z,9.054,0.022,2003yCat.2246....0C
LP  733-71,176.6788045633238,-14.0143837515558,,GJ   443,HIP  57459,,M3V,1983SAAOC...7..106W,51.5932,0.0639,2018yCat.1345....0G,11.7,,2010MNRAS.403.1949K,10.6074,6.0E-4,2018yCat.1345....0G,9.287,,2010MNRAS.403.1949K,10.639,,2010MNRAS.403.1949K,7.965,0.027,2003yCat.2246....0C
UCAC3 229-91098,114.6229088052558,24.002403569593,,,,,M2.7V,2009ApJ...699..649S,51.5905,0.0585,2018yCat.1345....0G,12.98,0.03,2012yCat.1322....0Z,11.7513,9.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.689,0.1,2012yCat.1322....0Z,8.928,0.027,2003yCat.2246....0C
HD 130307,221.8170881606219,2.7032263004449,HD 130307,GJ  3867,HIP  72312,,K1V,1999MSS...C05....0H,51.5701,0.0785,2018yCat.1345....0G,7.755,,2010MNRAS.403.1949K,7.5045,5.0E-4,2018yCat.1345....0G,6.797,,2010MNRAS.403.1949K,7.245,,2010MNRAS.403.1949K,6.151,0.023,2003yCat.2246....0C
LP  737-51,200.4753682593088,-14.4027025684182,,,,,M4.0,2007AJ....133.2825R,51.528,0.0838,2018yCat.1345....0G,14.352,0.03,2012yCat.1322....0Z,12.8879,0.0012,2018yCat.1345....0G,,,,14.197,0.23,2012yCat.1322....0Z,9.817,0.023,2003yCat.2246....0C
L  313-6,119.2247496955475,-45.6372396273752,,,,,M2.5V,2002AJ....123.2002H,51.5181,0.0375,2018yCat.1345....0G,13.35,,,11.3165,0.0012,2018yCat.1345....0G,,,,,,,8.762,0.024,2003yCat.2246....0C
L  555-14,248.9183640036933,-30.855613774221702,,GJ  3964,,,M3,2004AJ....128..463R,51.5105,0.078,2018yCat.1345....0G,12.72,,,11.5502,0.0015,2018yCat.1345....0G,,,,,,,8.887,0.026,2003yCat.2246....0C
Ross   59,88.30864999999999,24.2586395,,GJ   220,,,M2V,1991ApJS...77..417K,51.5,4.6,1995GCTP..C......0V,10.82,0.07,2012yCat.1322....0Z,9.9176,0.0036,2018yCat.1345....0G,8.72,,2004AJ....128..463R,10.37,0.01,2012yCat.1322....0Z,7.485,0.021,2003yCat.2246....0C
CD-33  4354,119.4521627783676,-33.952010997632,,GJ  1106,HIP  38910,,K4.5Vk:,2006AJ....132..161G,51.4977,0.5547,2018yCat.1345....0G,8.824,,2010MNRAS.403.1949K,8.3859,4.0E-4,2018yCat.1345....0G,7.516,,2010MNRAS.403.1949K,8.128,,2010MNRAS.403.1949K,6.626,0.024,2003yCat.2246....0C
NLTT 22280,144.8747651058434,14.6471510425712,,,,,M3.5V,2015A&A...577A.128A,51.4471,0.076,2018yCat.1345....0G,13.432,0.02,2012yCat.1322....0Z,12.1939,7.0E-4,2018yCat.1345....0G,,,,13.035,0.09,2012yCat.1322....0Z,9.393,0.028,2003yCat.2246....0C
CD-35   818,35.6066921306092,-34.5550685208221,,,,,M1,2014MNRAS.443.2561G,51.4364,0.0256,2018yCat.1345....0G,11.415,0.01,2012yCat.1322....0Z,10.631,2.0E-4,2018yCat.1345....0G,,,,11.012,0.03,2012yCat.1322....0Z,8.358,0.021,2003yCat.2246....0C
G 108-52,106.3012761108248,8.4312121486803,,,,,M2.0Ve,2013AJ....145..102L,51.4298,0.0607,2018yCat.1345....0G,12.241,0.02,2012yCat.1322....0Z,11.2984,7.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,11.717,0.04,2012yCat.1322....0Z,8.829,0.019,2003yCat.2246....0C
G 141-46,283.3556809041921,2.8468351015973,,,,,M2.5Ve,2013AJ....145..102L,51.4198,0.1118,2018yCat.1345....0G,12.378,0.01,2012yCat.1322....0Z,11.4333,0.0013,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.053,0.04,2012yCat.1322....0Z,8.834,0.02,2003yCat.2246....0C
L  901-10,178.3170474970729,-7.374347564019722,,GJ   452,HIP  57959,,M2.5,2004AJ....128..463R,51.4005,0.06,2018yCat.1345....0G,11.894,,2010MNRAS.403.1949K,10.8427,6.0E-4,2018yCat.1345....0G,9.567,,2010MNRAS.403.1949K,10.848,,2010MNRAS.403.1949K,8.303,0.026,2003yCat.2246....0C
G 248-19,65.4900414869505,75.1411904321278,,GJ  3271,,,M3.0Ve,2013AJ....145..102L,51.3915,0.0421,2018yCat.1345....0G,12.43,0.18,2000A&A...355L..27H,11.1042,0.001,2018yCat.1345....0G,9.8,,2003AJ....125..984M,11.1,,2003AJ....125..984M,8.545,0.03,2003yCat.2246....0C
L  288-117,356.6335564981732,-50.7242903507815,,GJ  4361,,,M4,,51.3543,0.0585,2018yCat.1345....0G,14.491,0.017,2014AJ....148...81M,13.0862,4.0E-4,2018yCat.1345....0G,,,,,,,10.045,0.023,2003yCat.2246....0C
HD  36435,81.9139681466151,-60.415995711059,HD  36435,"GJ   204.1,GJ  9180",HIP  25544,,G5V,2006A&A...460..695T,51.3404,0.0303,2018yCat.1345....0G,6.983,,2010MNRAS.403.1949K,6.7886,5.0E-4,2018yCat.1345....0G,6.191,,2010MNRAS.403.1949K,6.573,,2010MNRAS.403.1949K,5.704,0.018,2003yCat.2246....0C
G 205-47,284.1096281098847,46.3815755084469,,GJ  4089,,,M4,,51.3027,0.0446,2018yCat.1345....0G,13.953,0.01,2012yCat.1322....0Z,12.6089,7.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.551,0.09,2012yCat.1322....0Z,9.598,0.021,2003yCat.2246....0C
L  123-30,12.3710834302981,-61.042434216903,,GJ  1022,,,M2.0V,2011AJ....141..117J,51.2584,0.041,2018yCat.1345....0G,12.18,,,11.1633,0.0011,2018yCat.1345....0G,9.86,,2011AJ....141..117J,11.12,,2011AJ....141..117J,8.627,0.021,2003yCat.2246....0C
UCAC4 612-098946,305.5776390852507,32.2875689223367,,,,,M3.5Ve,2013AJ....145..102L,51.254,0.0486,2018yCat.1345....0G,,,,11.6872,7.0E-4,2018yCat.1345....0G,,,,12.52,0.04,2012yCat.1322....0Z,8.81,0.037,2003yCat.2246....0C
G  62-18,198.5243276526797,3.8996810620468,,GJ  3772,,,M3,,51.2484,0.0541,2018yCat.1345....0G,13.532,0.04,2012yCat.1322....0Z,12.3087,5.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.293,0.09,2012yCat.1322....0Z,9.49,0.024,2003yCat.2246....0C
UCAC3 27-74415,318.5508273531145,-76.5570254776556,,,,,M4e,2014MNRAS.443.2561G,51.2128,0.6858,2018yCat.1345....0G,12.23,0.01,2012yCat.1322....0Z,11.1499,0.0072,2018yCat.1345....0G,9.73,0.03,2005yCat.2263....0T,11.929,0.025,2009yCat.1315....0Z,8.173,0.027,2003yCat.2246....0C
LP  687-17,259.0860591688715,-5.3976028846891,,,,,M4.0V,2015A&A...577A.128A,51.1492,0.0979,2018yCat.1345....0G,12.514,0.01,2012yCat.1322....0Z,11.3785,0.0018,2018yCat.1345....0G,,,,12.271,0.05,2012yCat.1322....0Z,8.697,0.018,2003yCat.2246....0C
NLTT 16977,100.8740468600696,-70.0557323737,,,,,M3.0,2007AJ....133.2825R,51.148,0.0326,2018yCat.1345....0G,12.92,,2011AJ....141...21W,11.6757,5.0E-4,2018yCat.1345....0G,10.29,,2011AJ....141...21W,11.76,,2011AJ....141...21W,8.853,0.039,2003yCat.2246....0C
CD-50 13863,345.8369165484668,-49.7261174867598,,GJ  4310,HIP 113850,,M3V,1974PhDT........10S,51.1232,0.0648,2018yCat.1345....0G,10.667,,2010MNRAS.403.1949K,9.898,8.0E-4,2018yCat.1345....0G,8.753,,2010MNRAS.403.1949K,9.735,,2010MNRAS.403.1949K,7.659,0.029,2003yCat.2246....0C
* alf Cha,124.63147162083337,-76.91972123111111,HD  71243,GJ   305,HIP  40702,,F5VFe-0.8,2006AJ....132..161G,51.12,0.12,2007A&A...474..653V,4.047,0.009,2000A&A...355L..27H,3.8856,0.0053,2018yCat.1345....0G,,,,,,,3.415,0.282,2003yCat.2246....0C
L  258-146,206.2033565625199,-54.1216487250816,,GJ   524,,,M3,2014MNRAS.443.2561G,51.1188,0.0436,2018yCat.1345....0G,12.452,0.01,2012yCat.1322....0Z,11.4242,0.0012,2018yCat.1345....0G,10.097,0.03,2005yCat.2263....0T,12.058,0.05,2012yCat.1322....0Z,8.86,0.035,2003yCat.2246....0C
HD 216520,341.8828187617006,83.697027580338,HD 216520,,HIP 112527,,K0V,2003AJ....126.2048G,51.1167,0.0292,2018yCat.1345....0G,7.524,0.01,2000A&A...355L..27H,7.279,2.0E-4,2018yCat.1345....0G,6.6,,2003AJ....125..984M,7.0,,2003AJ....125..984M,5.951,0.03,2003yCat.2246....0C
L  339-106,249.11497030000004,-49.3099595,,"GJ  9568,GJ   629.3",,,M3,2014MNRAS.443.2561G,51.1,14.9,1995GCTP..C......0V,12.4,0.03,2012yCat.1322....0Z,11.4955,0.0075,2018yCat.1345....0G,,,,12.01,0.04,2012yCat.1322....0Z,8.903,0.024,2003yCat.2246....0C
GJ  3096,20.6835067361856,-25.7854683310658,,GJ  3096,,,M3,1978AJ.....83.1090P,51.0982,0.0542,2018yCat.1345....0G,13.04,0.01,2012yCat.1322....0Z,11.8819,9.0E-4,2018yCat.1345....0G,10.5,0.04,2005yCat.2263....0T,12.67,0.07,2012yCat.1322....0Z,9.134,0.026,2003yCat.2246....0C
G 237-61,185.447888933252,68.2677911917737,,,,,M3.0Ve,2013AJ....145..102L,51.0829,0.0444,2018yCat.1345....0G,12.498,0.06,2012yCat.1322....0Z,11.464,8.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.232,0.03,2012yCat.1322....0Z,8.828,0.035,2003yCat.2246....0C
HD 188474,299.1542755533875,-31.3353177000478,HD 188474,GJ  1246,HIP  98130,,K3.5Vk:,2006AJ....132..161G,51.0671,0.0976,2018yCat.1345....0G,8.44,0.01,2000A&A...355L..27H,8.0659,4.0E-4,2018yCat.1345....0G,,,,,,,6.534,0.021,2003yCat.2246....0C
GSC 04733-00514,65.8620058582668,-7.3963634552696,,,,,M4.0,2007AJ....133.2825R,51.0627,0.0634,2018yCat.1345....0G,14.2,,,13.2007,4.0E-4,2018yCat.1345....0G,,,,13.77,,2007AJ....133.2825R,10.148,0.026,2003yCat.2246....0C
L  349-68,298.5005680242108,-47.81035485441389,,GJ   769,,,M3,1985ApJS...59..197B,51.0465,0.1137,2018yCat.1345....0G,12.53,,,11.5706,7.0E-4,2018yCat.1345....0G,,,,12.151,0.05,2012yCat.1322....0Z,9.076,0.027,2003yCat.2246....0C
LP  321-16,129.855244635898,29.888311848004,,,,,M3.5,2004AJ....128..463R,51.0328,0.0653,2018yCat.1345....0G,14.87,,,13.3446,3.0E-4,2018yCat.1345....0G,11.3,,2003AJ....125..984M,13.8,,2003AJ....125..984M,10.31,0.02,2003yCat.2246....0C
G 139-5,255.2588270512237,8.207339571257,,GJ  3984,,,M3.5,,51.0241,0.0422,2018yCat.1345....0G,13.46,0.02,2012yCat.1322....0Z,12.2408,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.11,0.09,2012yCat.1322....0Z,9.437,0.023,2003yCat.2246....0C
L  136-1,110.8364520017808,-60.1036292631441,,,,,M2,2014MNRAS.443.2561G,51.0061,0.0293,2018yCat.1345....0G,12.187,0.01,2012yCat.1322....0Z,11.1878,8.0E-4,2018yCat.1345....0G,,,,11.865,0.06,2012yCat.1322....0Z,8.59,0.024,2003yCat.2246....0C
G 268-47,11.7831649737223,-23.5078217827489,,GJ  3056,,,M3,1978AJ.....83.1090P,51.0052,0.1475,2018yCat.1345....0G,14.38,0.0,2012yCat.1322....0Z,12.9065,4.0E-4,2018yCat.1345....0G,,,,14.24,0.12,2012yCat.1322....0Z,9.865,0.022,2003yCat.2246....0C
BD+82   733,355.2416128048552,82.872040808799,,,,,K2,,51.0042,0.1137,2018yCat.1345....0G,8.35,0.01,2000A&A...355L..27H,8.0097,6.0E-4,2018yCat.1345....0G,,,,,,,6.355,0.02,2003yCat.2246....0C
G 194-50,135.2169905652976,48.423538914669,,GJ  3524,,,M3.5,,51.0029,0.0657,2018yCat.1345....0G,14.12,,,12.9126,4.0E-4,2018yCat.1345....0G,11.1,,2003AJ....125..984M,13.4,,2003AJ....125..984M,10.08,0.023,2003yCat.2246....0C
UCAC4 776-020002,73.6243053019192,65.078088331014,,,,,M4.0V,2015A&A...577A.128A,50.977,0.0579,2018yCat.1345....0G,14.059,0.07,2012yCat.1322....0Z,12.6978,5.0E-4,2018yCat.1345....0G,,,,13.661,0.07,2012yCat.1322....0Z,9.668,0.02,2003yCat.2246....0C
HD  56533,108.2795366351067,-63.3449481421887,HD  56533,"GJ  9226,GJ   268.2",HIP  34890,,K6Vk:,2006AJ....132..161G,50.9662,0.0306,2018yCat.1345....0G,9.079,,2010MNRAS.403.1949K,8.5667,4.0E-4,2018yCat.1345....0G,7.644,,2010MNRAS.403.1949K,8.303,,2010MNRAS.403.1949K,6.748,0.019,2003yCat.2246....0C
TYC 9009-33-1,212.7863734733965,-61.9297402040244,,,,,M1Ve,2006A&A...460..695T,50.9569,0.0325,2018yCat.1345....0G,10.866,0.01,2012yCat.1322....0Z,10.0334,5.0E-4,2018yCat.1345....0G,,,,10.534,0.01,2012yCat.1322....0Z,7.784,0.021,2003yCat.2246....0C
CD-34   239,10.3769758749132,-33.6255645562669,,GJ  1016,HIP   3261,,K9V,2006AJ....132..161G,50.9542,0.0453,2018yCat.1345....0G,10.525,,2010MNRAS.403.1949K,9.835,6.0E-4,2018yCat.1345....0G,8.741,,2010MNRAS.403.1949K,9.619,,2010MNRAS.403.1949K,7.708,0.02,2003yCat.2246....0C
L  341-114,261.6736784915537,-47.2019917900048,,,,,M3,1985ApJS...59..197B,50.9469,0.0702,2018yCat.1345....0G,,,,12.5755,3.0E-4,2018yCat.1345....0G,,,,13.276,0.08,2012yCat.1322....0Z,9.86,0.021,2003yCat.2246....0C
NLTT 52931,331.6240011989484,2.375505182216,,,,,M4V,2014AJ....147...20N,50.9377,0.0737,2018yCat.1345....0G,14.764,,,13.2873,0.0011,2018yCat.1345....0G,11.2,,2003AJ....125..984M,13.5,,2003AJ....125..984M,10.271,0.024,2003yCat.2246....0C
G 205-38,282.6885558416135,47.9720056978178,,GJ  4083,,,M3.5Ve,2013AJ....145..102L,50.9336,0.0294,2018yCat.1345....0G,12.521,0.01,2012yCat.1322....0Z,11.4086,6.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.14,0.05,2012yCat.1322....0Z,8.686,0.024,2003yCat.2246....0C
G 188-49,333.6308896078147,27.8551924988027,,GJ   851.5,HIP 109812,,K7.5Ve,2013AJ....145..102L,50.9308,0.0741,2018yCat.1345....0G,10.314,0.04,2012yCat.1322....0Z,9.6556,4.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,9.897,0.01,2012yCat.1322....0Z,7.536,0.023,2003yCat.2246....0C
CD-47  8428,203.7976731383623,-48.3571371181726,,,,,M1,2014MNRAS.443.2561G,50.9191,0.0917,2018yCat.1345....0G,11.53,0.15,2000A&A...355L..27H,10.4357,5.0E-4,2018yCat.1345....0G,,,,10.84,0.03,2012yCat.1322....0Z,8.124,0.02,2003yCat.2246....0C
HD 192263,303.49935631177834,-0.8668810181375001,HD 192263,,HIP  99711,WDS J20140-0052A,K1/2V,1999MSS...C05....0H,50.8982,0.0561,2018yCat.1345....0G,7.767,,2010MNRAS.403.1949K,7.4956,6.0E-4,2018yCat.1345....0G,6.771,,2010MNRAS.403.1949K,7.231,,2010MNRAS.403.1949K,,,
HD 157347,260.7136987897198,-2.3881777294933,HD 157347,,HIP  85042,,G3V,2003AJ....126.2048G,50.8591,0.0544,2018yCat.1345....0G,6.278,0.01,2000A&A...355L..27H,6.1037,5.0E-4,2018yCat.1345....0G,,,,,,,5.133,0.017,2003yCat.2246....0C
UCAC4 349-080638,249.4299997753794,-20.2260927051705,,,,,M4,2006AJ....132..866R,50.8513,0.0654,2018yCat.1345....0G,,,,12.3411,5.0E-4,2018yCat.1345....0G,,,,13.595,0.08,2012yCat.1322....0Z,9.373,0.026,2003yCat.2246....0C
LP  862-184,248.85266751493754,-27.315163005015002,,GJ  3963,,,M4,,50.8116,0.0731,2018yCat.1345....0G,14.2,,2004AJ....128..463R,12.7691,5.0E-4,2018yCat.1345....0G,,,,13.98,0.06,2012yCat.1322....0Z,9.777,0.022,2003yCat.2246....0C
