main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode,j,j_err,j_bibcode
HD  53143,104.9985644189788,-61.3361804749317,HD  53143,GJ   260,HIP  33690,,G9V,2006A&A...460..695T,54.4655,0.0233,2018yCat.1345....0G,6.803,,2010MNRAS.403.1949K,6.6049,7.0E-4,2018yCat.1345....0G,5.99,,2010MNRAS.403.1949K,6.375,,2010MNRAS.403.1949K,5.459,0.018,2003yCat.2246....0C
HD  97503,168.3051440500852,4.4823445548839,HD  97503,GJ   418,HIP  54810,,K5V,2010MNRAS.403.1949K,54.4599,0.062,2018yCat.1345....0G,9.32,0.01,2012yCat.1322....0Z,8.2556,7.0E-4,2018yCat.1345....0G,7.335,,2010MNRAS.403.1949K,8.84,0.15,2012yCat.1322....0Z,6.553,0.023,2003yCat.2246....0C
Ross  690,185.7506693852827,64.0308232714215,,GJ   463,HIP  60398,,M3V,1995AJ....110.1838R,54.4509,0.0321,2018yCat.1345....0G,13.481,0.007,2000A&A...355L..27H,10.5462,4.0E-4,2018yCat.1345....0G,,,,10.9,,2003AJ....125..984M,7.937,0.029,2003yCat.2246....0C
BD+26  1715,121.4937712875188,26.2813567760097,,GJ  3478,,,M0,1986AJ.....91..144S,54.436,0.0536,2018yCat.1345....0G,10.24,0.04,2000A&A...355L..27H,9.4706,5.0E-4,2018yCat.1345....0G,,,,,,,7.286,0.021,2003yCat.2246....0C
G 270-164,17.5729625220701,-11.8548362169387,,,,,M3.0,2005A&A...442..211S,54.4275,0.1107,2018yCat.1345....0G,12.663,,2008MNRAS.389..585C,11.3904,0.0017,2018yCat.1345....0G,10.031,,2008MNRAS.389..585C,11.52,,2008MNRAS.389..585C,8.625,0.043,2003yCat.2246....0C
G 159-34,31.11458255382708,-1.8824627837355556,,GJ  3132,,,M4.48,2015ApJ...802L..10T,54.3863,0.0723,2018yCat.1345....0G,13.797,0.02,2012yCat.1322....0Z,12.4997,7.0E-4,2018yCat.1345....0G,,,,13.414,0.07,2012yCat.1322....0Z,9.585,0.021,2003yCat.2246....0C
HD 158233,262.2773174956035,-23.8361121722806,HD 158233,GJ  4008,HIP  85561,,K5V,1988MSS...C04....0H,54.3679,0.0593,2018yCat.1345....0G,9.597,,2010MNRAS.403.1949K,9.0597,5.0E-4,2018yCat.1345....0G,8.111,,2010MNRAS.403.1949K,8.798,,2010MNRAS.403.1949K,7.177,0.023,2003yCat.2246....0C
TYC 7722-1583-1,159.9391962192666,-44.5102684243723,,,,,M3,2014MNRAS.443.2561G,54.3475,0.1528,2018yCat.1345....0G,11.77,0.03,2012yCat.1322....0Z,10.6906,5.0E-4,2018yCat.1345....0G,,,,11.336,0.02,2012yCat.1322....0Z,7.999,0.02,2003yCat.2246....0C
UCAC4 470-039415,127.3413037527039,3.919261676923,,,,,M2.5Ve,2013AJ....145..102L,54.3163,0.0795,2018yCat.1345....0G,11.437,0.01,2012yCat.1322....0Z,10.438,6.0E-4,2018yCat.1345....0G,,,,11.036,0.03,2012yCat.1322....0Z,7.932,0.024,2003yCat.2246....0C
G 247-39,73.4173390244213,62.3176906680834,,,,,M3.5V,2015A&A...577A.128A,54.2081,0.0554,2018yCat.1345....0G,13.343,0.05,2012yCat.1322....0Z,12.0914,6.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,12.973,0.07,2012yCat.1322....0Z,9.226,0.02,2003yCat.2246....0C
G 223-74,219.2207891802526,58.3486012828241,,GJ  3861,,,M3.0V,2013AJ....145..102L,54.1471,0.0424,2018yCat.1345....0G,11.66,,2001KFNT...17e.409K,10.7012,8.0E-4,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.9,,2003AJ....125..984M,8.079,0.029,2003yCat.2246....0C
L  239-39,108.2252329551516,-52.3348947478027,,,,,M3e,2014MNRAS.443.2561G,54.1457,0.024,2018yCat.1345....0G,12.8,,1995GCTP..C......0V,11.6085,5.0E-4,2018yCat.1345....0G,,,,12.429,0.08,2012yCat.1322....0Z,8.882,0.022,2003yCat.2246....0C
HD 192961,304.9039002417262,-46.4281151685674,HD 192961,GJ   787,HIP 100223,,K5.5V,2006AJ....132..161G,54.1449,0.0596,2018yCat.1345....0G,8.708,,2010MNRAS.403.1949K,8.2735,4.0E-4,2018yCat.1345....0G,7.413,,2010MNRAS.403.1949K,7.998,,2010MNRAS.403.1949K,6.524,0.026,2003yCat.2246....0C
GSC 00143-02035,92.8333420309794,7.1842555182641,,,,,M4Ve,2006A&A...460..695T,54.0812,0.0588,2018yCat.1345....0G,14.0,,2006A&A...460..695T,12.688,6.0E-4,2018yCat.1345....0G,,,,,,,9.663,0.023,2003yCat.2246....0C
G 138-39,248.1882974531991,12.61277714541,,GJ  1203,HIP  81018,,M3.0Ve,2013AJ....145..102L,54.0491,0.1455,2018yCat.1345....0G,12.158,,2010MNRAS.403.1949K,11.0548,0.0015,2018yCat.1345....0G,9.771,,2010MNRAS.403.1949K,11.115,,2010MNRAS.403.1949K,8.429,0.019,2003yCat.2246....0C
G 139-39,261.91615997203377,14.483857184446387,,GJ  1219,,,M4V,2014AJ....147...20N,54.0422,0.0452,2018yCat.1345....0G,13.747,0.02,2012yCat.1322....0Z,12.5127,5.0E-4,2018yCat.1345....0G,,,,13.389,0.08,2012yCat.1322....0Z,9.693,0.022,2003yCat.2246....0C
UCAC4 601-033776,97.5424231976531,30.0609429708916,,,,,M4.0V,2014AJ....148...36A,53.9887,0.0625,2018yCat.1345....0G,,,,13.195,6.0E-4,2018yCat.1345....0G,,,,,,,10.045,0.018,2003yCat.2246....0C
UCAC3 310-86581,277.8407733874573,64.9036919523743,,,,,M3.5V,2015A&A...577A.128A,53.9836,0.0347,2018yCat.1345....0G,13.421,0.01,2012yCat.1322....0Z,12.2744,4.0E-4,2018yCat.1345....0G,,,,13.25,0.07,2012yCat.1322....0Z,9.36,0.021,2003yCat.2246....0C
HD  25329,60.8124931520908,35.2732795152558,HD  25329,GJ   158,HIP  18915,,K1VbFe-2,1989ApJS...71..245K,53.9806,0.0521,2018yCat.1345....0G,8.5,,2002yCat.2237....0D,8.2205,2.0E-4,2018yCat.1345....0G,7.23,,2002yCat.2237....0D,7.75,,2002yCat.2237....0D,6.77,0.03,2003yCat.2246....0C
Wolf  346,152.1754980811391,35.546983925313,,,,,M1.5,2004AJ....128..463R,53.9592,0.0482,2018yCat.1345....0G,12.728,0.06,2012yCat.1322....0Z,11.7284,5.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.404,0.08,2012yCat.1322....0Z,9.167,0.018,2003yCat.2246....0C
G 128-3,341.9753742559181,31.8709931424027,,GJ  4297,,,M3,,53.9253,0.0517,2018yCat.1345....0G,12.913,0.05,2012yCat.1322....0Z,11.7817,5.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.495,0.08,2012yCat.1322....0Z,9.087,0.021,2003yCat.2246....0C
UCAC4 505-095429,283.5713290175457,10.9692333134401,,,,,M4.0V,2015A&A...577A.128A,53.8892,0.0591,2018yCat.1345....0G,,,,12.3744,6.0E-4,2018yCat.1345....0G,,,,13.415,0.08,2012yCat.1322....0Z,9.376,0.026,2003yCat.2246....0C
L  850-62,285.81935788428,-13.5680645194041,,GJ   741,,,M4:,1985ApJS...59..197B,53.8135,0.0545,2018yCat.1345....0G,14.71,,1995GCTP..C......0V,13.447,7.0E-4,2018yCat.1345....0G,,,,,,,10.375,0.023,2003yCat.2246....0C
BD-21  4352,246.3041926140236,-21.9373623424054,,GJ   622,HIP  80440,,M0V,1986AJ.....92..139S,53.8069,0.0507,2018yCat.1345....0G,10.377,,2010MNRAS.403.1949K,9.6754,5.0E-4,2018yCat.1345....0G,8.591,,2010MNRAS.403.1949K,9.474,,2010MNRAS.403.1949K,7.55,0.027,2003yCat.2246....0C
UCAC4 131-003036,50.2157655594265,-63.8645604310224,,,,,M4,2013A&A...556A..15R,53.8001,0.0384,2018yCat.1345....0G,13.433,,2012yCat.1322....0Z,12.0998,4.0E-4,2018yCat.1345....0G,,,,13.178,0.07,2012yCat.1322....0Z,9.127,0.032,2003yCat.2246....0C
G 205-29,278.8243591821137,41.4874792284615,,GJ  4064,,,M2.0Ve,2013AJ....145..102L,53.7631,0.0358,2018yCat.1345....0G,11.75,0.03,2012yCat.1322....0Z,10.8888,4.0E-4,2018yCat.1345....0G,,,,11.322,0.08,2012yCat.1322....0Z,8.446,0.024,2003yCat.2246....0C
Wolf   87,27.0165540607196,21.2067383463934,,GJ  3114,HIP   8382,,M2.5Ve,2013AJ....145..102L,53.753,0.0748,2018yCat.1345....0G,12.156,,2010MNRAS.403.1949K,11.1035,0.0013,2018yCat.1345....0G,9.783,,2010MNRAS.403.1949K,11.095,,2010MNRAS.403.1949K,8.514,0.035,2003yCat.2246....0C
CD-22   526,23.1091760555186,-21.905122470231,,GJ  3098,HIP   7170,,M1.5Vk:,2006AJ....132..161G,53.7324,0.0354,2018yCat.1345....0G,11.155,,2010MNRAS.403.1949K,10.2903,5.0E-4,2018yCat.1345....0G,9.091,,2010MNRAS.403.1949K,10.179,,2010MNRAS.403.1949K,7.977,0.021,2003yCat.2246....0C
G  56-26,168.8017273040224,19.4533128410126,,GJ  3652,,,M3.5Ve,2013AJ....145..102L,53.7278,0.0516,2018yCat.1345....0G,12.925,0.02,2012yCat.1322....0Z,11.7057,7.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.701,0.09,2012yCat.1322....0Z,8.919,0.041,2003yCat.2246....0C
G 118-51,155.00334387257627,28.9535428529575,,,,,M3.0V,2015A&A...577A.128A,53.715,0.0462,2018yCat.1345....0G,12.991,0.01,2012yCat.1322....0Z,11.9092,5.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.587,0.05,2012yCat.1322....0Z,9.159,0.02,2003yCat.2246....0C
G 260-38,299.5686555235507,65.0385420043785,,,,,M3.5Ve,2013AJ....145..102L,53.7015,0.0342,2018yCat.1345....0G,,,,11.5834,6.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.408,0.07,2012yCat.1322....0Z,8.74,0.024,2003yCat.2246....0C
G 194-52,135.9289674575529,52.0479648368249,,,,,M3.5Ve,2013AJ....145..102L,53.6837,0.0588,2018yCat.1345....0G,12.95,0.02,2012yCat.1322....0Z,11.7847,6.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.651,0.1,2012yCat.1322....0Z,8.964,0.03,2003yCat.2246....0C
HD  42807,93.3020947823679,10.6271426145449,HD  42807,GJ   230,HIP  29525,,G4,1985ApJS...59..197B,53.6335,0.0716,2018yCat.1345....0G,6.44,,,6.2613,9.0E-4,2018yCat.1345....0G,5.7,,2003AJ....125..984M,6.0,,2003AJ....125..984M,5.25,0.04,2003yCat.2246....0C
LP  833-23,60.1192272696367,-25.8811798511455,,,,,M3.0,2005A&A...442..211S,53.5905,0.0448,2018yCat.1345....0G,13.16,,,12.1827,5.0E-4,2018yCat.1345....0G,,,,,,,9.423,0.027,2003yCat.2246....0C
HD  49601,102.8849739794998,47.3678194316394,HD  49601,GJ   249,HIP  32919,,K6V,2003AJ....126.2048G,53.5873,0.0377,2018yCat.1345....0G,8.98,,,8.457,5.0E-4,2018yCat.1345....0G,7.6,,2003AJ....125..984M,8.2,,2003AJ....125..984M,6.651,0.021,2003yCat.2246....0C
HD  20280,48.6859349253919,-26.4462487063324,HD  20280,GJ   131,HIP  15095,,K5.5Vk:,2006AJ....132..161G,53.5696,0.041,2018yCat.1345....0G,9.141,,2010MNRAS.403.1949K,8.6513,7.0E-4,2018yCat.1345....0G,7.739,,2010MNRAS.403.1949K,8.383,,2010MNRAS.403.1949K,6.86,0.027,2003yCat.2246....0C
NLTT 18279,115.5405497698498,50.0743534533396,,,,,M2.5Ve,2013AJ....145..102L,53.5689,1.4164,2018yCat.1345....0G,12.074,0.06,2012yCat.1322....0Z,11.0649,7.0E-4,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.674,0.04,2012yCat.1322....0Z,8.455,0.019,2003yCat.2246....0C
L   66-86,173.74876561338792,-74.60253952039471,,,,,M2,2014MNRAS.443.2561G,53.5065,0.0385,2018yCat.1345....0G,,,,10.2032,8.0E-4,2018yCat.1345....0G,,,,10.705,0.02,2012yCat.1322....0Z,7.835,0.019,2003yCat.2246....0C
LP  903-20,151.1613591496943,-33.5859808299743,,,,,M4,2013AJ....146..161M,53.4639,0.086,2018yCat.1345....0G,,,,12.908,4.0E-4,2018yCat.1345....0G,11.46,0.07,2005yCat.2263....0T,14.14,0.1,2012yCat.1322....0Z,9.849,0.024,2003yCat.2246....0C
BD-18  3106,166.865425323186,-19.2914876796619,,,HIP  54373,,K5V,1986AJ.....92..139S,53.3991,0.0465,2018yCat.1345....0G,10.379,,2010MNRAS.403.1949K,9.6408,4.0E-4,2018yCat.1345....0G,8.522,,2010MNRAS.403.1949K,9.458,,2010MNRAS.403.1949K,7.449,0.02,2003yCat.2246....0C
G  13-51,189.6969587807254,-4.3214055457925,,GJ  1162,,,M4.26,2015ApJ...802L..10T,53.3899,0.0822,2018yCat.1345....0G,13.539,0.02,2012yCat.1322....0Z,12.2299,3.0E-4,2018yCat.1345....0G,10.82,,2008MNRAS.389..585C,13.312,0.1,2012yCat.1322....0Z,9.329,0.023,2003yCat.2246....0C
L   86-67,3.9311769063637,-67.9933477378045,,GJ  3019,,WDS J00157-6800B,M2.5,2004AJ....128..463R,53.3568,0.0307,2018yCat.1345....0G,12.531,0.01,2012yCat.1322....0Z,11.4551,6.0E-4,2018yCat.1345....0G,10.11,,2004AJ....128..463R,12.089,0.05,2012yCat.1322....0Z,8.804,0.03,2003yCat.2246....0C
UCAC4 244-182839,315.2659160769268,-41.2425790242815,,,,,M4,2006AJ....132..866R,53.3051,0.0962,2018yCat.1345....0G,14.486,0.01,2012yCat.1322....0Z,13.0209,9.0E-4,2018yCat.1345....0G,,,,14.305,0.11,2012yCat.1322....0Z,9.965,0.026,2003yCat.2246....0C
LP  709-18,30.4327829881759,-10.2914014583471,,,,,M4,2006AJ....132..866R,53.3046,0.0778,2018yCat.1345....0G,14.477,,,13.0546,7.0E-4,2018yCat.1345....0G,,,,,,,10.03,0.021,2003yCat.2246....0C
GJ  4074,281.4894091676284,-28.9315727795513,,GJ  4074,,,M4,,53.2867,0.5818,2018yCat.1345....0G,12.61,0.03,2012yCat.1322....0Z,11.3692,6.0E-4,2018yCat.1345....0G,,,,12.39,0.03,2012yCat.1322....0Z,8.414,0.027,2003yCat.2246....0C
HD  25665,62.3959994205427,69.5413913311491,HD  25665,GJ   161,HIP  19422,,K2.5V,2003AJ....126.2048G,53.284,0.0347,2018yCat.1345....0G,7.697,0.01,2000A&A...355L..27H,7.4167,2.0E-4,2018yCat.1345....0G,6.7,,2003AJ....125..984M,7.1,,2003AJ....125..984M,5.989,0.026,2003yCat.2246....0C
HD  25457,60.6531047681552,-0.2689218240574,HD  25457,GJ   159,HIP  18859,,F7/8V,1999MSS...C05....0H,53.273,0.1157,2018yCat.1345....0G,5.38,,,5.2304,0.0015,2018yCat.1345....0G,,,,,,,4.712,0.236,2003yCat.2246....0C
L   86-66,3.9646928864965,-67.9977286144217,,GJ  3018,,WDS J00157-6800A,M0.5,2004AJ....128..463R,53.2666,0.022,2018yCat.1345....0G,10.915,0.01,2012yCat.1322....0Z,10.1064,9.0E-4,2018yCat.1345....0G,,,,10.479,0.02,2012yCat.1322....0Z,7.795,0.026,2003yCat.2246....0C
UCAC4 243-189541,315.2289356179312,-41.5288841424682,,,,,M4,2006AJ....132..866R,53.2476,0.0634,2018yCat.1345....0G,13.785,0.02,2012yCat.1322....0Z,12.4204,7.0E-4,2018yCat.1345....0G,,,,13.439,0.08,2012yCat.1322....0Z,9.493,0.023,2003yCat.2246....0C
HD 170493,277.4683644767182,-1.8181025236799,HD 170493,GJ   715,HIP  90656,,K4V,1999MSS...C05....0H,53.2422,0.07,2018yCat.1345....0G,8.004,,2010MNRAS.403.1949K,7.6722,6.0E-4,2018yCat.1345....0G,6.871,,2010MNRAS.403.1949K,7.374,,2010MNRAS.403.1949K,6.069,0.02,2003yCat.2246....0C
UCAC4 516-019538,90.4403832870199,13.0837539722135,,,,,M2.5V,2013AJ....145..102L,53.2202,0.0482,2018yCat.1345....0G,12.043,0.01,2012yCat.1322....0Z,11.0334,0.001,2018yCat.1345....0G,9.4,,2003AJ....125..984M,11.546,0.04,2012yCat.1322....0Z,8.444,0.027,2003yCat.2246....0C
L  532-21,134.7721528845098,-31.2240594411357,,GJ  1118,,,M4:,1985ApJS...59..197B,53.1853,0.0535,2018yCat.1345....0G,13.8,,,12.4138,5.0E-4,2018yCat.1345....0G,,,,13.46,0.1,2012yCat.1322....0Z,9.408,0.026,2003yCat.2246....0C
HD 130004,221.3507618038695,13.8463156306293,HD 130004,,HIP  72146,,K0V,,53.1567,0.0405,2018yCat.1345....0G,7.87,0.009,1987A&AS...71..561O,7.5836,3.0E-4,2018yCat.1345....0G,6.845,,2010MNRAS.403.1949K,7.313,,2010MNRAS.403.1949K,6.197,0.026,2003yCat.2246....0C
TYC  460-624-1,281.2927899097061,6.3377587718342,,,,,M1.0V,2013AJ....145..102L,53.0546,0.1001,2018yCat.1345....0G,10.763,0.036,2012AcA....62...67K,10.0038,0.0021,2018yCat.1345....0G,8.8,0.03,2012AcA....62...67K,10.381,0.01,2012yCat.1322....0Z,7.656,0.019,2003yCat.2246....0C
GJ  3321,75.4607111996628,3.7653454254596,,GJ  3321,,,M1.5Ve,2013AJ....145..102L,53.0273,0.0396,2018yCat.1345....0G,11.301,0.02,2012yCat.1322....0Z,10.4201,5.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,10.816,0.03,2012yCat.1322....0Z,8.08,0.03,2003yCat.2246....0C
G 130-63,4.7233052685063,27.8138525164334,,GJ  3027,,,M4V,2014AJ....147...20N,53.0094,0.0632,2018yCat.1345....0G,13.881,0.04,2012yCat.1322....0Z,12.5156,4.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.498,0.08,2012yCat.1322....0Z,9.535,0.023,2003yCat.2246....0C
UCAC4 452-113548,307.5079062178771,0.3986433472545,,,,,M4.0V,2015A&A...577A.128A,52.9847,0.8056,2018yCat.1345....0G,14.552,0.02,2012yCat.1322....0Z,13.1069,0.0042,2018yCat.1345....0G,,,,14.258,0.17,2012yCat.1322....0Z,9.911,0.022,2003yCat.2246....0C
HD 266611,104.2695522499919,30.7564919076566,HD 266611,GJ   254,HIP  33428,,K5V,1986AJ.....92..139S,52.9498,0.1017,2018yCat.1345....0G,9.745,0.07,2012yCat.1322....0Z,9.0951,6.0E-4,2018yCat.1345....0G,8.0,,2003AJ....125..984M,9.308,0.02,2012yCat.1322....0Z,7.097,0.018,2003yCat.2246....0C
UCAC4 542-145790,342.2274483349927,18.3330477681692,,,,,M4.0V,2015A&A...577A.128A,52.9142,0.0993,2018yCat.1345....0G,14.535,0.04,2014AJ....148...36A,13.0342,8.0E-4,2018yCat.1345....0G,,,,14.159,0.16,2012yCat.1322....0Z,9.957,0.021,2003yCat.2246....0C
*  15 LMi,147.1473804188647,46.0210093814971,HD  84737,GJ   368,HIP  48113,,G0.5Va,1989ApJS...71..245K,52.8994,0.126,2018yCat.1345....0G,5.1,,2002yCat.2237....0D,4.8944,0.0021,2018yCat.1345....0G,4.23,,2002yCat.2237....0D,4.57,,2002yCat.2237....0D,4.05,,2002yCat.2237....0D
LP  733-99,170.0254353080854,-10.4963126891104,,,,,M2.0V,2015A&A...577A.128A,52.8886,0.0465,2018yCat.1345....0G,11.25,0.04,2012yCat.1322....0Z,10.296,0.0011,2018yCat.1345....0G,,,,10.887,0.04,2012yCat.1322....0Z,7.814,0.026,2003yCat.2246....0C
L  626-41,243.5914015255142,-28.5101804723908,,GJ  3945,,,M3.5,2004AJ....128..463R,52.8628,0.0653,2018yCat.1345....0G,12.907,0.05,2012yCat.1322....0Z,11.7133,0.001,2018yCat.1345....0G,10.29,,2004AJ....128..463R,12.663,0.06,2012yCat.1322....0Z,8.917,0.024,2003yCat.2246....0C
LSPM J0801+2342,120.431596031496,23.707580269998,,,,,M1.5Ve,2013AJ....145..102L,52.86,0.409,2018yCat.1345....0G,10.98,0.08,2000A&A...355L..27H,10.0568,0.0014,2018yCat.1345....0G,,,,10.44,0.03,2012yCat.1322....0Z,7.67,0.02,2003yCat.2246....0C
Ross  972,195.0164724875455,-5.6299450370196,,GJ  3758,,,M3,2014MNRAS.443.2561G,52.8289,0.1451,2018yCat.1345....0G,12.581,0.04,2012yCat.1322....0Z,11.3722,0.0019,2018yCat.1345....0G,,,,12.267,0.06,2012yCat.1322....0Z,8.655,0.041,2003yCat.2246....0C
UCAC4 468-040412,129.3759107080361,3.5627501482395,,,,,M4.0V,2015A&A...577A.128A,52.8168,0.0756,2018yCat.1345....0G,14.346,0.02,2012yCat.1322....0Z,12.9156,4.0E-4,2018yCat.1345....0G,,,,14.019,0.11,2012yCat.1322....0Z,9.853,0.024,2003yCat.2246....0C
CD-39  2700,99.0761665384013,-40.0065616275003,,,HIP  31555,,K8Vk,2006AJ....132..161G,52.804,0.2911,2018yCat.1345....0G,10.592,,2010MNRAS.403.1949K,9.8495,7.0E-4,2018yCat.1345....0G,8.719,,2010MNRAS.403.1949K,9.662,,2010MNRAS.403.1949K,7.62,0.026,2003yCat.2246....0C
HD  52711,105.8769119987895,29.3370824966074,HD  52711,GJ   262,HIP  34017,,G0V,2003AJ....126.2048G,52.7681,0.0929,2018yCat.1345....0G,5.93,,2002yCat.2237....0D,5.7732,9.0E-4,2018yCat.1345....0G,5.3,,2003AJ....125..984M,5.6,,2003AJ....125..984M,4.88,0.27,2003yCat.2246....0C
BD-15  4394,252.1915027623065,-15.7389329264377,,GJ  3973,HIP  82283,,M1.5Vk:,2006AJ....132..161G,52.7356,0.0506,2018yCat.1345....0G,10.887,,2010MNRAS.403.1949K,10.0216,6.0E-4,2018yCat.1345....0G,8.81,,2010MNRAS.403.1949K,9.913,,2010MNRAS.403.1949K,7.656,0.023,2003yCat.2246....0C
Wolf   33,12.8743178641575,58.3020276073318,,GJ    38,HIP   4012,,M0.0Ve,2013AJ....145..102L,52.7035,0.0337,2018yCat.1345....0G,10.64,0.04,2000A&A...355L..27H,9.9619,4.0E-4,2018yCat.1345....0G,8.995,0.077,2006PASP..118.1666D,9.8,,2003AJ....125..984M,7.831,0.018,2003yCat.2246....0C
CD-57  8545,335.888763051183,-57.2206280782472,,GJ   855,HIP 110534,,M1Vk:,2010MNRAS.403.1949K,52.6817,0.0413,2018yCat.1345....0G,10.708,,2010MNRAS.403.1949K,9.8946,6.0E-4,2018yCat.1345....0G,8.701,,2010MNRAS.403.1949K,9.748,,2010MNRAS.403.1949K,7.6,0.019,2003yCat.2246....0C
UCAC4 377-079713,257.5791465890724,-14.7492589101355,,,,,M2,2014MNRAS.443.2561G,52.6591,0.0557,2018yCat.1345....0G,11.907,0.05,2012yCat.1322....0Z,10.9087,9.0E-4,2018yCat.1345....0G,,,,11.612,0.04,2012yCat.1322....0Z,8.425,0.023,2003yCat.2246....0C
G 250-34,106.9601208003011,67.2013315156302,,GJ  3425,HIP  34392,,M1.5Ve,2013AJ....145..102L,52.6548,0.1049,2018yCat.1345....0G,11.15,0.06,2000A&A...355L..27H,10.2776,8.0E-4,2018yCat.1345....0G,9.5,,2003AJ....125..984M,10.708,0.02,2012yCat.1322....0Z,7.872,0.024,2003yCat.2246....0C
UCAC3 244-106602,214.9446714962481,31.6177017118852,,,,,M4.0,2007AJ....133.2825R,52.6147,0.0666,2018yCat.1345....0G,14.32,0.01,2012yCat.1322....0Z,12.9806,5.0E-4,2018yCat.1345....0G,,,,14.17,0.1,2012yCat.1322....0Z,10.007,0.021,2003yCat.2246....0C
TYC 8109-1577-1,92.2821395407593,-49.8880692913928,,,,,M1,2014MNRAS.443.2561G,52.6134,0.0228,2018yCat.1345....0G,10.983,0.034,2014AJ....148...81M,10.1543,7.0E-4,2018yCat.1345....0G,9.296,0.03,2005yCat.2263....0T,10.607,0.02,2012yCat.1322....0Z,7.823,0.023,2003yCat.2246....0C
BD+06  2986,226.2230258125757,5.6381001423014,,GJ   576,HIP  73786,,K8V,2010MNRAS.403.1949K,52.5873,0.0668,2018yCat.1345....0G,9.815,,2010MNRAS.403.1949K,9.2357,6.0E-4,2018yCat.1345....0G,8.257,,2010MNRAS.403.1949K,8.998,,2010MNRAS.403.1949K,7.264,0.019,2003yCat.2246....0C
HD  78366,137.2127939282032,33.882218922011,HD  78366,GJ   334.2,HIP  44897,,G0IV-V,2003AJ....126.2048G,52.5197,0.0801,2018yCat.1345....0G,5.9,,,5.7947,5.0E-4,2018yCat.1345....0G,5.3,,2003AJ....125..984M,5.6,,2003AJ....125..984M,4.844,0.037,2003yCat.2246....0C
HD 168442,274.9618383432947,-1.938612589349,HD 168442,GJ   710,HIP  89825,,K7Vk,2006AJ....132..161G,52.5185,0.0478,2018yCat.1345....0G,9.656,,2010MNRAS.403.1949K,9.0608,5.0E-4,2018yCat.1345....0G,8.083,,2010MNRAS.403.1949K,8.819,,2010MNRAS.403.1949K,7.084,0.029,2003yCat.2246....0C
HD 160964,264.0556543538556,71.8783564845964,HD 160964,GJ   689,HIP  86141,,K4V,1989ApJS...71..245K,52.455,0.0261,2018yCat.1345....0G,8.59,,,8.1642,4.0E-4,2018yCat.1345....0G,,,,,,,6.524,0.021,2003yCat.2246....0C
LP  771-72,45.6585582191756,-18.1663250070084,,"GJ  9108,GJ   121.1",HIP  14165,,M2.5V,2015A&A...577A.128A,52.4383,0.0787,2018yCat.1345....0G,11.792,,2010MNRAS.403.1949K,10.7574,0.001,2018yCat.1345....0G,9.463,,2010MNRAS.403.1949K,10.746,,2010MNRAS.403.1949K,8.208,0.03,2003yCat.2246....0C
HD 170573,278.2711687260166,-54.2631900947533,HD 170573,,HIP  90945,,K4.5Vk:,2006AJ....132..161G,52.3688,0.0581,2018yCat.1345....0G,8.53,0.01,2000A&A...355L..27H,8.0792,4.0E-4,2018yCat.1345....0G,,,,,,,6.454,0.019,2003yCat.2246....0C
UCAC4 410-007810,76.5575234410242,-8.1187335624915,,,,,M4.0,2007AJ....133.2825R,52.3361,0.0523,2018yCat.1345....0G,13.611,0.03,2012yCat.1322....0Z,12.3491,4.0E-4,2018yCat.1345....0G,,,,13.321,0.14,2012yCat.1322....0Z,9.485,0.024,2003yCat.2246....0C
HD  52919,105.6788227021525,-6.7992262311065,HD  52919,GJ  1094,HIP  33955,,K4V,1999MSS...C05....0H,52.3185,0.0488,2018yCat.1345....0G,8.351,,2010MNRAS.403.1949K,7.9849,4.0E-4,2018yCat.1345....0G,7.18,,2010MNRAS.403.1949K,7.708,,2010MNRAS.403.1949K,6.446,0.024,2003yCat.2246....0C
L  559-194,268.512463776627,-34.6717096780822,,GJ  2133,,,M3.5,,52.314,0.0541,2018yCat.1345....0G,13.568,0.01,2012yCat.1322....0Z,12.2853,5.0E-4,2018yCat.1345....0G,,,,13.184,0.09,2012yCat.1322....0Z,9.431,0.023,2003yCat.2246....0C
G  63-32,202.3387976400024,11.4407366338468,,GJ   513,,,M3V,2014AJ....147...20N,52.3013,0.0495,2018yCat.1345....0G,11.92,0.15,2000A&A...355L..27H,11.0142,8.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,11.83,0.05,2012yCat.1322....0Z,8.368,0.024,2003yCat.2246....0C
