recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
414,HIP  25647,25647," ",36705,K2 V k," ",5041,4.49,1.0,-0.31," "," ",1.486,-3.88,VA,*,CTIO," ",HIP  25647,82.18705,-65.44869
301,HIP  18343,18343," ",25120,K1 V (k)," ",5090,4.55,1.0,-0.14," "," ",0.377,-4.557,"A "," ",CTIO," ",HIP  18343,58.82632,-65.28472
265,HIP  15968,15968," ",21722,F5 V," ",6671,4.12,2.2,-0.01," "," ",0.26,-4.46,"A "," ",CTIO," ",HIP  15968,51.40106,-69.33644
268,HIP  16069,16069," ",21749,K4.5 V," ",,,,," "," ",0.572,-4.744,"A "," ",CTIO," ",HIP  16069,51.74676,-63.4991
283,HIP  17264,17264," ",23472,K3.5 V," ",,,,," "," ",0.241,-4.962,"I "," ",CTIO," ",HIP  17264,55.46,-62.76708
309,HIP  19233,19233," ",26491,G1 V," ",5752,4.37,1.0,-0.3," "," ",0.179,-4.889,"I "," ",CTIO," ",HIP  19233,61.84013,-64.22235
306,HIP  18844,18844," ",25874,G2 V," ",5747,4.39,1.0,-0.02," "," ",0.17,-4.947,"I "," ",CTIO,S,HIP  18844,60.61244,-61.35698
311,HIP  19333,19333," "," ",K5.5 V (k)," ",,,,," "," ",1.262,-4.529,"A "," ",CTIO," ",HIP  19333,62.14882,-59.52682
31,HIP   2021,2021," ",2151,G0 V," ",5784,4.04,1.0,-0.23," "," ",0.155,-5.006,"I "," ",CTIO," ",HIP   2021,6.43779,-77.25425
63,HIP   3961,3961," ",5028,F6 V Fe-0.4," ",6472,4.31,2.0,-0.36," "," ",0.448,-4.165,VA,*,CTIO," ",HIP   3961,12.71838,-71.15144
88,HIP   5896,5896," ",7788,F5 V," ",6505,3.97,2.5,-0.07," "," ",0.341,-4.335,"A "," ",CTIO," ",HIP   5896,18.94234,-68.87593
86,HIP   5842,5842," ",7693,K2+ V (k)," ",4799,4.29,1.0,0.06," "," ",0.53,-4.58,"A "," ",CTIO," ",HIP   5842,18.75414,-68.81891
175,HIP  10842,10842," ",14747,G7 V Fe-0.9," ",5556,4.48,1.0,-0.39," "," ",0.182,-4.889,"I "," ",CTIO," ",HIP  10842,34.89057,-67.69847
150,HIP   9187,9187," "," ",K6+ V (k)," ",,,,," "," ",1.579,-4.905,"I "," ",CTIO," ",HIP   9187,29.57807,-65.21809
1,HIP     57,57," ",224789,K1 V," ",4999,4.48,1.0,-0.17," "," ",0.377,-4.568,"A "," ",CTIO," ",HIP     57,0.168,-69.67597
83,HIP   5529,5529," ",7199,K1 IV," ",5003,4.28,1.0,0.29," "," ",0.179,-4.982,"I "," ",CTIO," ",HIP   5529,17.69676,-66.18816
4,HIP    436,436," ",55,K4.5 V," ",,,,," "," ",0.338,-4.901,"I "," ",CTIO," ",HIP    436,1.3237,-67.83259
54,HIP   3497,3497," ",4308,G6 V Fe-0.9," ",5746,4.47,1.0,-0.34," "," ",0.188,-4.853,"I "," ",CTIO," ",HIP   3497,11.16361,-65.64952
70,HIP   4473,4473," ",5633,K6.5 V (k)," ",,,,," "," ",1.077,-4.744,"A "," ",CTIO," ",HIP   4473,14.33228,-62.2456
147,HIP   9044,9044," ",12058,K4.5 V (k)," ",,,,," "," ",1.089,-4.478,"A "," ",CTIO," ",HIP   9044,29.13539,-60.22664
121,HIP   7599,7599," ",10180,G1 V," ",5793,4.31,1.0,-0.15," "," ",0.182,-4.866,"I "," ",CTIO," ",HIP   7599,24.47324,-60.51152
251,HIP  15330,15330," ",20766,G2 V," ",5752,4.54,1.0,-0.29," "," ",0.229,-4.693,"A "," ",CTIO," ",HIP  15330,49.44235,-62.57532
253,HIP  15371,15371," ",20807,G0 V," ",5848,4.5,1.0,-0.35," "," ",0.186,-4.827,"I "," ",CTIO," ",HIP  15371,49.55341,-62.50637
237,HIP  14587,14587," ",19819,K5 V (k)," ",,,,," "," ",0.946,-4.655,"A "," ",CTIO," ",HIP  14587,47.09347,-60.17255
218,HIP  13754,13754," ",18599,K2 V (k)," ",,,,," "," ",0.537,-4.416,"A "," ",CTIO," ",HIP  13754,44.2623,-56.19209
224,HIP  13886,13886," "," ",K6+ V k," ",,,,," "," ",1.868,-4.599,"A "," ",CTIO," ",HIP  13886,44.70449,-54.80422
269,HIP  16085,16085," ",21693,G9 IV-V," ",5342,4.43,1.0,-0.01," "," ",0.16,-5.028,"I "," ",CTIO," ",HIP  16085,51.80201,-58.32368
280,HIP  17096,17096," ",23079,F9.5 V," ",5987,4.37,1.0,-0.12," "," ",0.171,-4.89,"I "," ",CTIO," ",HIP  17096,54.92957,-52.91584
282,HIP  17255,17255," ",23295,K3.5 V (k)," ",,,,," "," ",0.437,-4.801,"I "," ",CTIO," ",HIP  17255,55.43505,-51.42568
259,HIP  15539,15539," ",20916,K0 V," ",5321,4.5,1.0,-0.1," "," ",0.161,-5.029,"I "," ",CTIO," ",HIP  15539,50.04893,-52.03186
262,HIP  15771,15771," "," ",K8 V (k)," ",,,,," "," ",1.845,-4.649,"A "," ",CTIO," ",HIP  15771,50.81621,-49.9941
263,HIP  15774,15774," ",21209,K3.5 V," ",,,,," "," ",0.367,-4.848,"I "," ",CTIO," ",HIP  15774,50.82157,-49.99192
165,HIP  10301,10301," ",13808,K2 V," ",5034,4.5,1.0,-0.11," "," ",0.17,-5.026,"I "," ",CTIO," ",HIP  10301,33.17886,-53.74389
192,HIP  11877,11877," ",16077,G9 V Fe+0.4," ",5146,4.35,1.0,-0.21," "," ",0.344,-4.566,"A "," ",CTIO," ",HIP  11877,38.30567,-51.93824
207,HIP  12653,12653," ",17051,F9 V Fe+0.3," ",6080,4.35,1.0,0.0," "," ",0.234,-4.625,"A "," ",CTIO," ",HIP  12653,40.63944,-50.80029
243,HIP  14964,14964," ",20201,F9.5 V," ",6014,4.4,1.0,0.02," "," ",0.158,-4.969,"I "," ",CTIO," ",HIP  14964,48.22658,-47.15523
208,HIP  12723,12723," ",17155,K4 V," ",,,,," "," ",0.21,-5.066,"I "," ",CTIO," ",HIP  12723,40.89256,-46.45487
225,HIP  13902,13902," ",18709,G0 V Fe-0.4," ",5877,4.37,1.0,-0.35," "," ",0.173,-4.886,"I "," ",CTIO," ",HIP  13902,44.74613,-43.74833
418,HIP  26277,26277," ",37656,K4 V (k)," ",,,,," "," ",0.734,-4.619,"A "," ",CTIO," ",HIP  26277,83.93405,-62.79727
440,HIP  27887,27887," ",40307,K2.5 V," ",4775,4.66,1.0,-0.43," "," ",0.181,-5.037,"I "," ",CTIO," ",HIP  27887,88.51767,-60.02347
410,HIP  25544,25544," ",36435,G9 V," ",5424,4.48,1.0,-0.01," "," ",0.357,-4.499,"A "," ",CTIO," ",HIP  25544,81.91397,-60.416
372,HIP  22844,22844," ",31746,F5 V," ",6522,4.23,2.0,-0.27," "," ",0.331,-4.33,"A "," ",CTIO," ",HIP  22844,73.72098,-58.54765
385,HIP  23708,23708," "," ",K7 V k," ",,,,," "," ",2.188,-4.575,"A "," ",CTIO," ",HIP  23708,76.44738,-57.55383
384,HIP  23693,23693," ",33262,F9 V Fe-0.5," ",6246,4.28,2.0,-0.16," "," ",0.331,-4.373,"A "," ",CTIO," ",HIP  23693,76.37773,-57.4727
378,HIP  23309,23309," "," ",K8 V kee," ",,,,," "," ",7.636,-3.893,VA,*,CTIO," ",HIP  23309,75.19637,-57.25707
379,HIP  23437,23437," ",32778,G7 V Fe-1.4 CH-1.2," ",5749,4.55,1.0,-0.56," "," ",0.182,-4.87,"I "," ",CTIO," ",HIP  23437,75.57101,-56.08058
434,HIP  27244,27244," ",38973,G0 V," ",5997,4.34,1.0,0.02," "," ",0.165,-4.935,"I "," ",CTIO,S,HIP  27244,86.61663,-53.21932
423,HIP  26462,26462," "," ",G5 V,*,,,,," "," ",0.145,-5.112,VI," ",CTIO," ",HIP  26462,84.44013,-54.56666
396,HIP  24754,24754," ",34962,G8 V," ",5428,4.5,1.0,-0.09," "," ",0.297,-4.581,"A "," ",CTIO," ",HIP  24754,79.61741,-51.42699
400,HIP  24829,24829," ",35072,F6 IV," ",6254,3.76,2.8,-0.18," "," ",0.158,-4.931,"I "," ",CTIO," ",HIP  24829,79.84223,-50.60597
394,HIP  24526,24526," ",34540,G6 IV," ",5309,3.5,1.0,-0.13," "," ",0.217,-4.796,"I "," ",CTIO," ",HIP  24526,78.9292,-49.44493
367,HIP  22562,22562," ",31261,K2 V (k)," ",5002,4.53,1.0,-0.13," "," ",0.319,-4.686,"A "," ",CTIO," ",HIP  22562,72.83563,-53.40588
363,HIP  22431,22431," ",31027AB,K1 V," ",,,,," "," ",0.211,-4.866,"I "," ",CTIO," ",HIP  22431,72.40439,-53.88151
354,HIP  21960,21960," ",30278,G9 V," ",5369,4.45,1.0,-0.24," "," ",0.165,-5.001,"I "," ",CTIO," ",HIP  21960,70.80702,-54.59343
318,HIP  19884,19884," ",27274,K4.5 V (k)," ",,,,," "," ",0.371,-4.905,"I "," ",CTIO," ",HIP  19884,63.98709,-53.30981
310,HIP  19248,19248," ",26354,K2 IV-V k," ",4851,4.41,1.0,-0.1," "," ",1.193,-4.127,VA,*,CTIO," ",HIP  19248,61.87159,-52.57147
357,HIP  22122,22122," ",30501,K2 V," ",5042,4.48,1.0,-0.09," "," ",0.271,-4.762,"I "," ",CTIO," ",HIP  22122,71.41075,-50.0742
380,HIP  23482,23482," ",32743,F5 V," ",6624,4.16,2.0,-0.05," "," ",0.246,-4.502,"A "," ",CTIO," ",HIP  23482,75.70286,-49.1514
334,HIP  20781,20781," ",28454,F5.5 V," ",6468,4.19,2.0,-0.24," "," ",0.205,-4.668,"A "," ",CTIO," ",HIP  20781,66.77485,-46.94749
353,HIP  21934,21934," "," ",K5- V (k)," ",,,,," "," ",0.676,-4.785,"I "," ",CTIO," ",HIP  21934,70.73536,-44.19569
341,HIP  21284,21284," ",29220,K4 V (k)," ",,,,," "," ",0.892,-4.517,"A "," ",CTIO," ",HIP  21284,68.50507,-43.52471
442,HIP  27896,27896," ",40105,K1 IV-V," ",4979,3.79,1.0,-0.06," "," ",0.127,-5.229,VI," ",CTIO," ",HIP  27896,88.54506,-50.36255
428,HIP  26973,26973," ",38459,K1 IV-V," ",5120,4.43,1.0,0.05," "," ",0.377,-4.568,"A "," ",CTIO," ",HIP  26973,85.86024,-47.82297
419,HIP  26369,26369," "," ",K5 V ke," ",,,,," "," ",4.58,-3.902,VA,*,CTIO," ",HIP  26369,84.22957,-47.96332
420,HIP  26373,26373," ",37572,K1.5 V k," ",5017,4.54,1.0,-0.35," "," ",0.711,-4.234,"A "," ",CTIO," ",HIP  26373,84.23689,-47.96469
424,HIP  26501,26501," ",37706,G9 V," ",5358,4.4,1.0,-0.2," "," ",0.203,-4.852,"I "," ",CTIO," ",HIP  26501,84.53913,-46.10604
413,HIP  25627,25627," ",36223,K2+ V (k)," ",4848,4.52,1.0,-0.07," "," ",0.534,-4.495,"A "," ",CTIO," ",HIP  25627,82.11697,-39.37098
425,HIP  26542,26542," "," ",K3.5 V (k)," ",,,,," "," ",0.377,-4.792,"I "," ",CTIO," ",HIP  26542,84.66866,-38.35748
383,HIP  23555,23555," ",32820,F8 V," ",6240,4.27,1.0,0.02," "," ",0.177,-4.831,"I "," ",CTIO," ",HIP  23555,75.9748,-41.74495
356,HIP  22121,22121," ",30440,K2.5 V (k)," ",,,,," "," ",0.63,-4.431,"A "," ",CTIO," ",HIP  22121,71.41288,-43.89711
361,HIP  22281,22281," ",30670,K3- V (k)," ",,,,," "," ",0.541,-4.529,"A "," ",CTIO," ",HIP  22281,71.96049,-40.44597
404,HIP  25283,25283," ",35650,K6 V ke," ",,,,," "," ",2.663,-4.27,"A "," ",CTIO," ",HIP  25283,81.12571,-38.96965
405,HIP  25321,25321," ",35676,G7 V," ",5501,4.47,1.0,0.0," "," ",0.365,-4.461,"A "," ",SO," ",HIP  25321,81.24158,-34.20612
371,HIP  22787,22787," ",31392,G9 V," ",5265,4.46,1.0,-0.13," "," ",0.238,-4.762,"I "," ",SO," ",HIP  22787,73.51754,-35.40452
393,HIP  24523,24523," "," ",K6+ V," ",,,,," "," ",0.792,-4.781,"I "," ",CTIO," ",HIP  24523,78.92424,-31.91315
287,HIP  17364,17364," ",23456,F9 V Fe-0.8 CH-0.5," ",6247,4.24,2.0,-0.29," "," ",0.199,-4.719,"A "," ",CTIO," ",HIP  17364,55.76984,-50.64308
281,HIP  17157,17157," "," ",K6 V (k)," ",,,,," "," ",1.803,-4.472,"A "," ",CTIO," ",HIP  17157,55.12244,-47.92515
278,HIP  16711,16711," ",22496,K6.5 V (k)," ",,,,," "," ",1.467,-4.626,"A "," ",CTIO," ",HIP  16711,53.75392,-48.41914
285,HIP  17298,17298," ",23308,F7 V," ",6251,3.99,2.0,-0.18," "," ",0.297,-4.44,"A "," ",CTIO," ",HIP  17298,55.54106,-45.95789
331,HIP  20630,20630," ",28246,F5.5 V," ",6539,4.19,2.1,-0.1," "," ",0.265,-4.479,"A "," ",CTIO," ",HIP  20630,66.32967,-44.1609
298,HIP  17978,17978," ",24331,K2.5 V," ",4844,4.62,1.0,-0.32," "," ",0.199,-4.959,"I "," ",CTIO," ",HIP  17978,57.64787,-42.56553
303,HIP  18450,18450," ",25004,K6 V (k),*,,,,," "," ",1.436,-4.473,"A "," ",CTIO," ",HIP  18450,59.15158,-41.34357
245,HIP  15131,15131," ",20407,G5 V Fe-1.2 CH-1," ",5891,4.49,1.0,-0.54," "," ",0.207,-4.734,"A "," ",CTIO," ",HIP  15131,48.77663,-45.66482
256,HIP  15510,15510," ",20794,G8 V," ",5478,4.48,1.0,-0.36," "," ",0.163,-4.998,"I "," ",CTIO," ",HIP  15510,49.98188,-43.06978
274,HIP  16310,16310," ",21899,F7 V," ",6308,3.99,2.7,-0.18," "," ",0.186,-4.759,"I "," ",CTIO," ",HIP  16310,52.55658,-41.36994
240,HIP  14665,14665," "," ",M0 V," ",,,,," "," ",1.043,-4.996,"I "," ",CTIO," ",HIP  14665,47.36613,-42.48071
264,HIP  15799,15799," ",21175,K1 V," ",5045,4.43,1.0,-0.09," "," ",0.249,-4.773,"I "," ",CTIO," ",HIP  15799,50.8969,-40.07638
291,HIP  17439,17439," ",23484,K2 V (k)," ",5067,4.45,1.0,0.01," "," ",0.412,-4.534,"A "," ",CTIO," ",HIP  17439,56.03822,-38.28177
305,HIP  18538,18538," ",25105,K0.5 V," ",5284,4.5,1.0,-0.08," "," ",0.207,-4.838,"I "," ",CTIO," ",HIP  18538,59.48121,-36.25991
275,HIP  16365,16365," ",21938,G0 V," ",5832,4.46,1.0,-0.54," "," ",0.175,-4.877,"I "," ",CTIO," ",HIP  16365,52.70976,-37.37229
270,HIP  16094,16094," "," ",K3- V," ",,,,," "," ",0.325,-4.769,"I "," ",CTIO," ",HIP  16094,51.82803,-36.26183
339,HIP  21223,21223," ",29086,K3 V (k)," ",,,,," "," ",0.699,-4.44,"A "," ",CTIO," ",HIP  21223,68.28893,-36.94605
355,HIP  22059,22059," "," ",K4 V (k)," ",,,,," "," ",0.474,-4.564,"A "," ",CTIO," ",HIP  22059,71.17394,-37.12138
368,HIP  22602,22602," ",31143,K0- V," ",5330,4.46,1.0,-0.13," "," ",0.192,-4.89,"I "," ",CTIO," ",HIP  22602,72.9404,-35.84017
342,HIP  21327,21327," ",29231,G9 V," ",5353,4.42,1.0,0.04," "," ",0.217,-4.815,"I "," ",SO," ",HIP  21327,68.6604,-35.65805
352,HIP  21865,21865," ",29985,K6 V," ",,,,," "," ",0.657,-4.797,"I "," ",CTIO," ",HIP  21865,70.52185,-33.91981
322,HIP  20048,20048," ",27426,K3 V (k)," ",4656,4.34,1.0,-0.19," "," ",0.788,-4.477,"A "," ",CTIO," ",HIP  20048,64.4929,-38.42903
326,HIP  20302,20302," "," ",K7 V k," ",,,,," "," ",2.246,-4.564,"A "," ",CTIO," ",HIP  20302,65.2522,-35.85574
345,HIP  21539,21539," "," ",K5 V (k)," ",,,,," "," ",0.557,-4.558,"A "," ",CTIO," ",HIP  21539,69.36298,-33.30423
377,HIP  23248,23248," ",32223,K0.5 V," ",5212,4.58,1.0,-0.3," "," ",0.17,-4.995,"I "," ",CTIO," ",HIP  23248,75.04738,-31.7022
374,HIP  22907,22907," ",31560,K3.5 V (k)," ",,,,," "," ",0.531,-4.683,"A "," ",SO," ",HIP  22907,73.92463,-28.56391
295,HIP  17689,17689," ",23856,F6+ V," ",6245,4.0,1.0,-0.21," "," ",0.178,-4.81,"I "," ",SO," ",HIP  17689,56.83323,-29.90173
335,HIP  20968,20968," "," ",F9.5 V,*,,,,," "," ",0.147,-5.083,"I "," ",CTIO," ",HIP  20968,67.43703,-29.02644
333,HIP  20737,20737," ",28287,G9.5 V (k)," ",5028,4.55,1.0,-0.25," "," ",0.626,-4.295,"A "," ",SO," ",HIP  20737,66.66084,-28.95202
23,HIP   1599,1599," ",1581,F9.5 V," ",5991,4.41,1.0,-0.23," "," ",0.177,-4.855,"I "," ",CTIO," ",HIP   1599,5.01775,-64.87479
40,HIP   2743,2743," ",3222,K2 V," ",4928,4.55,1.0,-0.51," "," ",0.154,-5.082,"I "," ",CTIO," ",HIP   2743,8.76174,-63.69518
45,HIP   3170,3170," ",3823,G0 V Fe-0.9 CH-0.4," ",6001,4.19,1.0,-0.35," "," ",0.173,-4.868,"I "," ",CTIO," ",HIP   3170,10.10696,-59.4546
124,HIP   7751,7751," ",10360,K2 V," ",,,,," "," ",0.211,-4.899,"I "," ",CTIO," ",HIP   7751,24.94808,-56.19642
125,HIP   7751,7751," ",10361,K2 V," ",,,,," "," ",0.225,-4.839,"I "," ",CTIO," ",HIP   7751,24.94808,-56.19642
130,HIP   7978,7978," ",10647,F9 V," ",6126,4.38,1.0,-0.09," "," ",0.217,-4.675,"A "," ",CTIO," ",HIP   7978,25.62215,-53.74083
106,HIP   6856,6856," ",9054,K2+ V k," ",4720,4.61,1.0,-0.66," "," ",0.911,-4.263,"A "," ",CTIO," ",HIP   6856,22.03609,-52.63865
128,HIP   7829,7829," "," ",K6 V (k)," ",,,,," "," ",0.915,-4.685,"A "," ",CTIO," ",HIP   7829,25.18431,-49.2317
14,HIP   1031,1031," ",870,K0 V," ",5273,4.47,1.0,-0.16," "," ",0.214,-4.824,"I "," ",CTIO," ",HIP   1031,3.20937,-57.91261
11,HIP    934,934," ",750,K1 V," ",5079,4.58,1.0,-0.24," "," ",0.338,-4.657,"A "," ",CTIO," ",HIP    934,2.89914,-57.47255
62,HIP   3879,3879," ",4838,K4.5 V (k)," ",,,,," "," ",1.197,-4.47,"A "," ",CTIO," ",HIP   3879,12.45131,-54.59323
29,HIP   1954,1954," ",2071,G2 V," ",5709,4.55,1.0,-0.1," "," ",0.173,-4.933,"I "," ",CTIO,S,HIP   1954,6.17729,-53.984
19,HIP   1349,1349," ",1273,G5 V Fe-1.2 CH-0.9," ",5693,4.53,1.0,-0.49," "," ",0.201,-4.802,"I "," ",CTIO," ",HIP   1349,4.22458,-52.65112
39,HIP   2711,2711," ",3158,F6 V," ",6428,4.2,2.0,-0.26," "," ",0.214,-4.635,"A "," ",CTIO," ",HIP   2711,8.61597,-52.37309
76,HIP   5224,5224," ",6673,K2.5 V," ",4838,4.62,1.0,-0.31," "," ",0.214,-4.935,"I "," ",CTIO," ",HIP   5224,16.69762,-50.98944
108,HIP   7058,7058," "," ",K5- V," ",,,,," "," ",0.485,-4.881,"I "," ",CTIO," ",HIP   7058,22.74409,-48.87129
104,HIP   6693,6693," ",8821,G8 V Fe+0.6," ",5344,4.33,1.0,-0.13," "," ",0.224,-4.774,"I "," ",CTIO," ",HIP   6693,21.48378,-47.89887
112,HIP   7254,7254," ",9619,K0.5 V+," ",5188,4.26,1.0,0.01," "," ",0.241,-4.768,"I "," ",CTIO," ",HIP   7254,23.36123,-43.90131
87,HIP   5862,5862," ",7570,F9 V Fe+0.4," ",6069,4.3,1.0,0.02," "," ",0.177,-4.861,"I "," ",CTIO," ",HIP   5862,18.79634,-45.53167
145,HIP   8987,8987," ",11938,K4 V (k)," ",,,,," "," ",0.935,-4.513,"A "," ",CTIO," ",HIP   8987,28.95545,-52.84077
162,HIP  10138,10138," ",13445,K1 V," ",5129,4.51,1.0,-0.27," "," ",0.241,-4.768,"I "," ",CTIO," ",HIP  10138,32.608,-50.82374
148,HIP   9085,9085," ",12042,F8.5 Fe-0.7," ",6273,4.25,2.0,-0.41," "," ",0.205,-4.681,"A "," ",CTIO," ",HIP   9085,29.24994,-51.76625
146,HIP   9007,9007," ",11937,G9 IV," ",,,,," "," ",0.17,-5.011,"I "," ",CTIO," ",HIP   9007,28.9894,-51.60888
169,HIP  10421,10421," ",13949,K6.5 V (k)," ",,,,," "," ",1.016,-4.738,"A "," ",CTIO," ",HIP  10421,33.57714,-49.8624
153,HIP   9398,9398," "," ",K5.5 V," ",,,,," "," ",0.507,-4.861,"I "," ",CTIO," ",HIP   9398,30.19807,-45.84215
199,HIP  12156,12156," "," ",K7- V (k)," ",,,,," "," ",1.567,-4.629,"A "," ",CTIO," ",HIP  12156,39.1627,-46.90509
193,HIP  11964,11964," ",16157,K8 V kee," ",,,,," "," ",8.288,-3.997,VA,*,CTIO," ",HIP  11964,38.59403,-43.79635
183,HIP  11231,11231," ",15064,G1 V," ",5753,4.1,1.0,-0.01," "," ",0.17,-4.94,"I "," ",CTIO," ",HIP  11231,36.14118,-40.84046
205,HIP  12426,12426," "," ",K8 V (k)," ",,,,," "," ",2.038,-4.621,"A "," ",CTIO," ",HIP  12426,39.98631,-38.46672
154,HIP   9553,9553," ",12617,K3 V," ",,,,," "," ",0.488,-4.646,"A "," ",CTIO," ",HIP   9553,30.68769,-40.95087
152,HIP   9381,9381," ",12387,G5 V Fe-0.8 CH-0.7," ",5729,4.34,1.0,-0.23," "," ",0.179,-4.896,"I "," ",CTIO," ",HIP   9381,30.13386,-40.73125
135,HIP   8195,8195," "," ",M0 V k," ",,,,," "," ",2.235,-4.595,"A "," ",CTIO," ",HIP   8195,26.33886,-39.95567
141,HIP   8514,8514," ",11262,F9 V Fe-0.5," ",6175,4.35,1.0,-0.33," "," ",0.244,-4.571,"A "," ",CTIO," ",HIP   8514,27.45354,-38.40284
178,HIP  10925,10925," ",14629,K3.5 V (k)," ",,,,," "," ",0.603,-4.566,"A "," ",CTIO," ",HIP  10925,35.17887,-39.03373
176,HIP  10864,10864," ",14526,K2+ V (k)," ",4933,4.28,1.0,-0.13," "," ",0.488,-4.499,"A "," ",SO," ",HIP  10864,34.94952,-35.44549
163,HIP  10191,10191," ",13513,K8 V k,*,,,,," "," ",1.644,-4.757,"I "," ",CTIO," ",HIP  10191,32.75925,-35.67076
30,HIP   1955,1955," ",2070,G0 V," ",5930,4.26,1.0,-0.16," "," ",0.166,-4.931,"I "," ",CTIO," ",HIP   1955,6.18672,-51.04386
