recno,Name,HIP,n_HIP,HD/DM,SpType,n_SpType,Teff,log(g),VTurb,[M/H],Note,Fit,SMW,logR,AC,n_AC,Obs,t5,SimbadName,_RA,_DE
888,HIP  61998,61998," ",110420,G8.5 V," ",5403,4.52,1.0,-0.19," "," ",0.194,-4.852,"I "," ",CTIO," ",HIP  61998,190.58241,-39.9363
889,HIP  62107,62107," ",110619,G5 V," ",5635,4.59,1.0,-0.44," "," ",0.188,-4.856,"I "," ",SO," ",HIP  62107,190.92802,-37.70814
881,HIP  61451,61451," ",109524,K3.5 V (k)," ",,,,," "," ",0.537,-4.603,"A "," ",CTIO," ",HIP  61451,188.8898,-34.88192
886,HIP  61872,61872," "," ",K6.5 V (k)," ",,,,," "," ",0.954,-4.797,"I "," ",CTIO," ",HIP  61872,190.19062,-33.37143
957,HIP  66238,66238," ",117939,G4 V," ",5726,4.43,1.0,-0.15," "," ",0.178,-4.903,"I "," ",SO," ",HIP  66238,203.63604,-38.90721
973,HIP  67408,67408," ",120237,F8.5 V," ",6177,4.27,1.0,0.06," "," ",0.192,-4.779,"I "," ",SO," ",HIP  67408,207.22945,-35.70418
955,HIP  66219,66219," ",117938,K3.5 V (k)," ",,,,," "," ",0.537,-4.603,"A "," ",CTIO," ",HIP  66219,203.57895,-36.52371
959,HIP  66486,66486," ",118465,G1.5 V," ",5588,4.34,1.0,-0.07," "," ",0.293,-4.559,"A "," ",SO," ",HIP  66486,204.45046,-35.06484
962,HIP  66765,66765," ",118972,K0 V (k)," ",5042,4.5,1.0,-0.2," "," ",0.477,-4.439,"A "," ",SO," ",HIP  66765,205.26738,-34.46416
947,HIP  65808,65808," ",117207,G7 IV-V," ",5533,4.3,1.0,0.09," "," ",0.151,-5.07,"I "," ",CTIO," ",HIP  65808,202.33797,-35.571
917,HIP  64295,64295," ",114386,K3 V," ",,,,," "," ",0.21,-4.996,"I "," ",CTIO," ",HIP  64295,197.66593,-35.05478
932,HIP  64763,64763," "," ",K8 V (k)," ",,,,," "," ",1.54,-4.742,"A "," ",CTIO," ",HIP  64763,199.09121,-33.79595
949,HIP  65924,65924," "," ",K8 V," ",,,,," "," ",1.154,-4.792,"I "," ",CTIO," ",HIP  65924,202.7191,-32.63017
985,HIP  68273,68273," ",121849,G5 V," ",5575,4.56,1.0,-0.34," "," ",0.149,-5.082,"I "," ",CTIO," ",HIP  68273,209.65295,-34.00129
970,HIP  67308,67308," ",120036B,K7- V," ",,,,," "," ",1.714,-4.636,"A "," ",CTIO," ",HIP  67308,206.92568,-32.43004
971,HIP  67308,67308," ",120036,K6.5 V (k)," ",,,,," "," ",1.698,-4.578,"A "," ",CTIO," ",HIP  67308,206.92568,-32.43004
987,HIP  68641,68641," ",122510,F5 V," ",6498,4.0,2.0,-0.14," "," ",0.265,-4.491,"A "," ",CTIO," ",HIP  68641,210.75718,-31.68404
923,HIP  64459,64459," ",114729,G0 V," ",5860,4.21,1.0,-0.3," "," ",0.143,-5.094,"I "," ",CTIO," ",HIP  64459,198.1844,-31.87335
910,HIP  63618,63618," ",113194,K5 V (k)," ",,,,," "," ",0.82,-4.733,"A "," ",CTIO/SO," ",HIP  63618,195.5862,-26.78712
956,HIP  66229,66229," ",117987,K3 V," ",4699,4.52,1.0,-0.26," "," ",0.184,-5.062,"I "," ",CTIO," ",HIP  66229,203.60365,-27.50663
946,HIP  65737,65737," ",117105,F9.5 V," ",5968,4.41,1.0,-0.2," "," ",0.167,-4.915,"I "," ",CTIO/SO," ",HIP  65737,202.1273,-27.39185
976,HIP  67620,67620," ",120690,G5+ V," ",5535,4.42,1.0,-0.15," "," ",0.237,-4.703,"A "," ",CTIO/SO," ",HIP  67620,207.83476,-24.39051
943,HIP  65602,65602," ",116920,K2+ V," ",,,,," "," ",0.207,-4.936,"I "," ",CTIO/SO," ",HIP  65602,201.7621,-24.29044
942,HIP  65574,65574," ",116858,K2.5 V (k)," ",,,,," "," ",0.264,-4.815,"I "," ",CTIO/SO," ",HIP  65574,201.66482,-24.29337
918,HIP  64303,64303," ",114432,G8- V (k)," ",5301,4.3,1.0,0.04," "," ",0.29,-4.618,"A "," ",CTIO/SO," ",HIP  64303,197.6942,-24.17924
938,HIP  65269,65269," ",116220,F8.5 V," ",,,,," "," ",0.157,-5.022,"I "," ",CTIO/SO," ",HIP  65269,200.64197,-22.95191
944,HIP  65636,65636," ",116963,K4 V k," ",,,,," "," ",0.745,-4.564,"A "," ",CTIO/SO," ",HIP  65636,201.85387,-21.65532
1027,HIP  72399,72399," ",130260,K3 V k,*,,,,," "," ",2.076,-4.114,VA,*,CTIO," ",HIP  72399,222.04027,-36.78394
1071,HIP  75753,75753," "," ",K7 V (k)," ",,,,," "," ",1.675,-4.676,"A "," ",CTIO," ",HIP  75753,232.1308,-33.13507
1074,HIP  76200,76200," ",138549,G8 IV-V," ",5497,4.52,1.0,-0.11," "," ",0.158,-5.027,"I "," ",CTIO," ",HIP  76200,233.47316,-31.01905
1057,HIP  74389,74389," ",134664,G1.5 V," ",5782,4.44,1.0,0.04," "," ",0.175,-4.916,"I "," ",CTIO/SO,S,HIP  74389,228.04314,-30.88629
1049,HIP  73850,73850," ",133469,F5.5 V," ",6466,4.21,2.0,-0.07," "," ",0.278,-4.466,"A "," ",CTIO/SO," ",HIP  73850,226.39127,-30.55086
1066,HIP  75363,75363," ",136894,G8+ V," ",5408,4.45,1.0,-0.14," "," ",0.165,-4.989,"I "," ",SO," ",HIP  75363,231.01012,-27.30522
1070,HIP  75542,75542," ",137303,K4 V," ",,,,," "," ",0.432,-4.731,"A "," ",SO," ",HIP  75542,231.49376,-26.70578
1061,HIP  74815,74815," "," ",K9 V kee," ",,,,," "," ",5.87,-4.117,VA,*,SO," ",HIP  74815,229.33788,-27.9973
1032,HIP  72685,72685," ",130922B,F8.5 V Fe-0.5,*,,,,," "," ",0.177,-4.86,"I "," ",CTIO/SO," ",HIP  72685,222.91795,-30.88494
1016,HIP  71682,71682," ",128787,F5 V," ",6501,4.33,2.0,-0.21," "," ",0.316,-4.375,"A "," ",SO," ",HIP  71682,219.92064,-26.72365
1018,HIP  71686,71686," "," ",K3.5 V (k),*,,,,," "," ",0.758,-4.541,"A "," ",SO," ",HIP  71686,219.94595,-26.69806
1012,HIP  71481,71481," ",128356,K2.5 IV," ",,,,," "," ",0.214,-4.768,"I "," ",SO," ",HIP  71481,219.27037,-25.80257
1047,HIP  73754,73754," ",133295,F9 V CH-0.4," ",6069,4.45,1.0,-0.09," "," ",0.324,-4.415,"A "," ",CTIO/SO," ",HIP  73754,226.13783,-28.30017
1035,HIP  73066,73066," ",131719,K3 V (k)," ",,,,," "," ",0.545,-4.567,"A "," ",CTIO," ",HIP  73066,223.97924,-27.12729
1059,HIP  74500,74500," ",134987,G6 IV-V," ",5564,4.24,1.0,0.07," "," ",0.165,-4.979,"I "," ",SO," ",HIP  74500,228.36945,-25.30935
1033,HIP  72688,72688," ",130992,K3.5 V," ",4654,4.59,1.0,-0.09," "," ",0.296,-4.904,"I "," ",SO," ",HIP  72688,222.9186,-24.30413
1038,HIP  73184,73184," ",131977,K4 V," ",,,,," "," ",0.534,-4.727,"A "," ",CTIO/SO," ",HIP  73184,224.36667,-21.41548
1092,HIP  77908,77908," ",142288,K5- V (k)," ",,,,," "," ",0.809,-4.755,"I "," ",SO," ",HIP  77908,238.66012,-26.00418
1078,HIP  76550,76550," "," ",K7 Vp,*,,,,," "," ",0.586,-4.896,"I "," ",CTIO/SO," ",HIP  76550,234.50978,-21.31918
1113,HIP  78947,78947," ",144497,K2.5 V (k)," ",,,,," "," ",0.331,-4.735,"A "," ",SO," ",HIP  78947,241.74909,-22.97723
1125,HIP  79524,79524," ",145809,G2 V Fe-0.7," ",5752,4.12,1.0,-0.3," "," ",0.149,-5.059,"I "," ",CTIO/SO," ",HIP  79524,243.4181,-21.39996
1110,HIP  78843,78843," ",144253,K3 V," ",4579,4.39,1.0,-0.21," "," ",0.233,-5.016,"I "," ",SO," ",HIP  78843,241.41864,-20.45003
1091,HIP  77740,77740," ",141937,G1 V," ",5817,4.39,1.0,0.04," "," ",0.171,-4.924,"I "," ",CTIO/SO,S,HIP  77740,238.07312,-18.43605
1122,HIP  79377,79377," ",145518,G0.5 V," ",5874,4.45,1.0,-0.12," "," ",0.213,-4.732,"A "," ",CTIO/SO," ",HIP  79377,243.01022,-18.23262
1116,HIP  79048,79048," ",144766,F9 V," ",6040,4.38,1.0,-0.07," "," ",0.17,-4.886,"I "," ",CTIO/SO," ",HIP  79048,242.02968,-18.24313
1100,HIP  78400,78400," ",143333,F7 V," ",6268,3.99,1.0,0.06," "," ",0.192,-4.753,"I "," ",CTIO/SO," ",HIP  78400,240.08171,-16.53349
1067,HIP  75398,75398," ",137010,K3.5 V," ",,,,," "," ",0.251,-4.955,"I "," ",CTIO/SO," ",HIP  75398,231.08855,-19.73935
1075,HIP  76203,76203," ",138648,G9 IV-V," ",5070,4.31,1.0,-0.08," "," ",0.173,-4.998,"I "," ",CTIO/SO," ",HIP  76203,233.48665,-17.00228
1048,HIP  73787,73787," ",133412,K5+ V (k)," ",,,,," "," ",0.891,-4.681,"A "," ",CTIO/SO," ",HIP  73787,226.22493,-18.59089
1081,HIP  76779,76779," ",139763,K6 V k," ",,,,," "," ",1.728,-4.539,"A "," ",SO," ",HIP  76779,235.14404,-18.04903
1101,HIP  78430,78430," ",143424,K2 V," ",,,,," "," ",0.143,-5.156,VI," ",CTIO," ",HIP  78430,240.17821,-15.41215
1000,HIP  69965,69965," ",125276,F9 V Fe-1.5 CH-0.7," ",6129,4.24,1.0,-0.55," "," ",0.221,-4.641,"A "," ",SO," ",HIP  69965,214.75373,-25.81543
1004,HIP  70472,70472," "," ",K7 V," ",,,,," "," ",0.964,-4.728,"A "," ",SO," ",HIP  70472,216.20775,-17.45225
1020,HIP  71743,71743," ",128987,G8 V (k)," ",5503,4.52,1.0,0.0," "," ",0.369,-4.439,"A "," ",SO," ",HIP  71743,220.12961,-16.20929
974,HIP  67487,67487," ",120467,K5.5 V (k)," ",,,,," "," ",0.799,-4.81,"I "," ",CTIO/SO," ",HIP  67487,207.43669,-22.11109
963,HIP  66918,66918," ",-20 3868,K6 V (k)," ",,,,," "," ",0.738,-4.812,"I "," ",CTIO/SO," ",HIP  66918,205.71058,-21.71146
996,HIP  69562,69562," ",124498,K5.5 V kee," ",,,,," "," ",5.576,-3.982,VA,*,SO," ",HIP  69562,213.58899,-15.35604
1008,HIP  70756,70756," ",126829,K4+ V (k)," ",,,,," "," ",1.004,-4.481,"A "," ",SO," ",HIP  70756,217.05095,-16.1101
995,HIP  69357,69357," ",124106,K1 V (k)," ",4983,4.55,1.0,-0.12," "," ",0.307,-4.675,"A "," ",SO," ",HIP  69357,212.94239,-12.61177
1050,HIP  74234,74234," ",134440,K2 V," ",4878,4.84,1.0,-1.3," "," ",0.132,-5.197,VI," ",SO," ",HIP  74234,227.55403,-16.46292
1051,HIP  74235,74235," ",134439,K2 V Fe-0.8," ",5121,4.76,1.0,-1.29," "," ",0.134,-5.188,VI," ",SO," ",HIP  74235,227.55453,-16.37941
1042,HIP  73457,73457," ",132683,K8 V k," ",,,,," "," ",1.809,-4.628,"A "," ",SO," ",HIP  73457,225.18089,-11.13513
1068,HIP  75416,75416," "," ",K6 V (k)," ",,,,," "," ",1.677,-4.552,"A "," ",CTIO/SO," ",HIP  75416,231.12873,-13.37089
1011,HIP  71469,71469," ",128429,F6 V," ",6445,4.27,2.0,-0.09," "," ",0.287,-4.428,"A "," ",SO," ",HIP  71469,219.24915,-12.3053
1441,HIP 104436,104436," ",199509,G1 V," ",5794,4.54,1.0,-0.34," "," ",0.17,-4.925,"I "," ",CTIO," ",HIP 104436,317.33637,-82.02725
1385,HIP  99634,99634," ",189310,K2 V," ",5042,4.46,1.0,-0.04," "," ",0.271,-4.781,"I "," ",CTIO," ",HIP  99634,303.31846,-82.02815
1655,HIP 117066,117066," ",222669,G1 V," ",5838,4.43,1.0,0.0," "," ",0.201,-4.771,"I "," ",CTIO,S,HIP 117066,355.98901,-82.5085
1641,HIP 116250,116250," ",221420,G2 IV-V," ",5749,3.94,1.0,0.14," "," ",0.139,-5.151,VI," ",CTIO," ",HIP 116250,353.33158,-77.38533
1498,HIP 108162,108162," ",207496,K2.5 V (k)," ",,,,," "," ",0.485,-4.621,"A "," ",CTIO," ",HIP 108162,328.71375,-77.338
1469,HIP 106391,106391," "," ",K5 V," ",,,,," "," ",0.205,-5.076,"I "," ",CTIO," ",HIP 106391,323.22311,-76.89874
1537,HIP 110719,110719," ",212168B,G0- V,*,,,,," "," ",0.153,-5.32,VI," ",CTIO," ",HIP 110719,336.48567,-75.01453
1535,HIP 110712,110712," ",212168A,G0 V," ",5987,4.33,1.0,0.03," "," ",0.158,-4.981,"I "," ",CTIO,S,HIP 110712,336.46314,-75.01569
1497,HIP 108158,108158," ",207700,G4 V," ",5635,4.27,1.0,0.05," "," ",0.146,-5.101,VI," ",CTIO,S,HIP 108158,328.68835,-73.43848
1392,HIP 100280,100280," ",192117,G8 IV-V," ",5435,4.51,1.0,0.03," "," ",0.205,-4.828,"I "," ",CTIO," ",HIP 100280,305.10076,-75.57788
1372,HIP  98764,98764," "," ",K2.5 V (k)," ",,,,," "," ",0.319,-4.754,"I "," ",CTIO," ",HIP  98764,300.89724,-73.75377
1458,HIP 105612,105612," ",202732,G5 V," ",5566,4.51,1.0,-0.14," "," ",0.274,-4.602,"A "," ",CTIO," ",HIP 105612,320.86308,-75.49382
1411,HIP 102125,102125," ",196067,G0 V,*,5969,3.99,1.0,0.16," "," ",0.141,-5.121,VI," ",CTIO," ",HIP 102125,310.43375,-75.3508
1412,HIP 102128,102128," ",196068,G1 V,*,6000,4.31,1.0,0.22,*," ",0.147,-5.081,"I "," ",CTIO,S,HIP 102128,310.43966,-75.3464
1474,HIP 107022,107022," ",205536,G9 V," ",5325,4.41,1.0,-0.1," "," ",0.15,-5.084,"I "," ",CTIO," ",HIP 107022,325.12406,-74.07428
1442,HIP 104440,104440," ",200525,F9.5 V," ",6001,4.37,1.0,0.04," "," ",0.226,-4.667,"A "," ",CTIO," ",HIP 104440,317.34351,-73.17293
1430,HIP 103654,103654," ",199190,G1 IV-V," ",5844,4.2,1.0,0.05," "," ",0.154,-5.029,"I "," ",CTIO,S,HIP 103654,315.02415,-69.57943
1440,HIP 104299,104299," ",200505,K2 V (k)," ",5079,4.62,1.0,-0.32," "," ",0.254,-4.761,"I "," ",CTIO," ",HIP 104299,316.94134,-67.92032
1649,HIP 116745,116745," ",222237,K3+ V," ",4615,4.66,1.0,-0.58," "," ",0.231,-4.959,"I "," ",CTIO," ",HIP 116745,354.90578,-72.72215
1532,HIP 110618,110618," ",211998,G9 V Fe-3.1 CH-1.5," ",5486,3.73,1.0,-0.82," "," ",0.13,-5.243,VI," ",CTIO," ",HIP 110618,336.15369,-72.25542
1579,HIP 113137,113137," ",216437,G1 V Fe+0.3," ",5894,4.17,1.0,0.23," "," ",0.143,-5.122,VI," ",CTIO," ",HIP 113137,343.66451,-70.07371
1610,HIP 114416,114416," ",218572,K3+ V (k)," ",,,,," "," ",0.388,-4.724,"A "," ",CTIO," ",HIP 114416,347.58571,-68.8389
1621,HIP 114980,114980," ",219495,K4 V k," ",,,,," "," ",0.815,-4.589,"A "," ",CTIO," ",HIP 114980,349.32232,-66.9379
1622,HIP 114986,114986," ",219509,K3.5 V," ",4564,4.54,1.0,-0.07,*," ",0.179,-5.155,VI," ",CTIO," ",HIP 114986,349.33669,-66.91931
1607,HIP 114361,114361," ",218511,K5.5 V (k)," ",,,,," "," ",1.089,-4.577,"A "," ",CTIO," ",HIP 114361,347.42063,-67.73282
1575,HIP 112816,112816," ",216013,G8 V," ",5323,4.53,1.0,-0.25," "," ",0.357,-4.482,"A "," ",CTIO," ",HIP 112816,342.69743,-65.71418
1511,HIP 109245,109245," ",209635,F8 V," ",6132,4.42,1.0,-0.27," "," ",0.171,-4.866,"I "," ",CTIO," ",HIP 109245,331.97215,-70.28571
1460,HIP 105712,105712," ",203244,G8 V," ",5445,4.5,1.0,-0.14," "," ",0.306,-4.555,"A "," ",CTIO," ",HIP 105712,321.16884,-68.22792
1456,HIP 105441,105441," ",202746,K2.5 V k," ",4786,4.56,1.0,-0.32,*," ",0.981,-4.318,"A "," ",CTIO," ",HIP 105441,320.35206,-66.91594
1461,HIP 105858,105858," ",203608,F9 V Fe-1.4 CH-0.7," ",6205,4.42,1.0,-0.6," "," ",0.265,-4.491,"A "," ",CTIO," ",HIP 105858,321.61085,-65.3662
1494,HIP 108020,108020," "," ",K6.5 V," ",,,,," "," ",0.402,-4.98,"I "," ",CTIO," ",HIP 108020,328.26134,-64.21741
1466,HIP 106213,106213," ",204385,G0 V CH-0.3," ",5999,4.28,1.0,0.04," "," ",0.166,-4.931,"I "," ",CTIO,S,HIP 106213,322.69971,-62.1676
1541,HIP 110812,110812," ",212580,K1 V (k)," ",5050,4.54,1.0,-0.05," "," ",0.236,-4.828,"I "," ",CTIO," ",HIP 110812,336.75997,-62.5246
1552,HIP 111648,111648," ",214067,G9 V," ",5322,4.57,1.0,-0.36," "," ",0.143,-5.129,VI," ",CTIO," ",HIP 111648,339.26554,-59.5593
1533,HIP 110649,110649," ",212330,G2 IV-V," ",5744,4.09,1.0,0.08," "," ",0.138,-5.157,VI," ",CTIO," ",HIP 110649,336.23488,-57.79745
1500,HIP 108216,108216," "," ",K4.5 V," ",,,,," "," ",0.199,-5.104,VI," ",CTIO," ",HIP 108216,328.85354,-61.21004
1505,HIP 108567,108567," "," ",K5.5 V," ",,,,," "," ",0.904,-4.658,"A "," ",CTIO," ",HIP 108567,329.88372,-60.93297
1472,HIP 106704,106704," ",205310,K5- V (k)," ",,,,," "," ",0.788,-5.004,"I "," ",CTIO," ",HIP 106704,324.21242,-60.44016
1508,HIP 108870,108870," ",209100,K4 V (k)," ",,,,," "," ",0.354,-4.851,"I "," ",CTIO," ",HIP 108870,330.84023,-56.78598
1359,HIP  98106,98106," ",187456,K3+ V," ",,,,," "," ",0.241,-5.026,"I "," ",CTIO," ",HIP  98106,299.06729,-72.3643
1339,HIP  96334,96334," ",183414,G1.5 V," ",5788,4.57,1.0,0.06," "," ",0.384,-4.371,"A "," ",CTIO," ",HIP  96334,293.7905,-69.97558
1320,HIP  94154,94154," ",177409,G1 V CH-0.4," ",5894,4.46,1.0,-0.03," "," ",0.171,-4.902,"I "," ",CTIO,S,HIP  94154,287.47731,-68.29969
1368,HIP  98621,98621," ",188748,G4 V," ",5680,4.53,1.0,-0.03," "," ",0.158,-5.013,"I "," ",CTIO,S,HIP  98621,300.46687,-69.18794
1376,HIP  98959,98959," ",189567,G2 V," ",5790,4.44,1.0,-0.07," "," ",0.186,-4.857,"I "," ",CTIO,S,HIP  98959,301.38652,-67.3209
1378,HIP  99240,99240," ",190248,G8 IV," ",5512,4.23,1.0,0.13," "," ",0.149,-5.092,"I "," ",CTIO," ",HIP  99240,302.18171,-66.18207
1332,HIP  95467,95467," ",181433,K3 III-IV," ",4900,4.49,1.0,0.5," "," ",0.163,-5.155,VI," ",CTIO," ",HIP  95467,291.28987,-66.4688
1291,HIP  91638,91638," ",171825,K2.5 V (k)," ",4800,4.6,1.0,-0.11," "," ",0.492,-4.6,"A "," ",CTIO," ",HIP  91638,280.31926,-63.53438
1362,HIP  98316,98316," ",188559,K3+ V," ",,,,," "," ",0.246,-5.003,"I "," ",CTIO," ",HIP  98316,299.63743,-54.93689
1450,HIP 105214,105214," ",202457,G2 V," ",5664,4.21,1.0,0.01," "," ",0.165,-4.982,"I "," ",CTIO,S,HIP 105214,319.68491,-61.35273
1459,HIP 105675,105675," ",203413,K3 V (k)," ",,,,," "," ",0.515,-4.682,"A "," ",CTIO," ",HIP 105675,321.06304,-58.6923
1408,HIP 101983,101983," ",196378,G0 V Fe-0.8 CH-0.5," ",6047,3.98,1.0,-0.41," "," ",0.177,-4.837,"I "," ",CTIO," ",HIP 101983,310.01099,-60.54889
1438,HIP 104108,104108," ",200349,K3+ V (k)," ",4665,4.63,1.0,-0.32," "," ",0.325,-4.861,"I "," ",CTIO," ",HIP 104108,316.38206,-59.13838
1429,HIP 103636,103636," "," ",M0 V," ",,,,," "," ",1.887,-4.711,"A "," ",CTIO," ",HIP 103636,314.96397,-58.7586
1479,HIP 107152,107152," ",206163,G8 IV-V," ",5415,4.51,1.0,0.01," "," ",0.207,-4.832,"I "," ",CTIO," ",HIP 107152,325.56894,-57.61295
1485,HIP 107522,107522," ",206804,K6.5 V k," ",,,,," "," ",1.27,-4.704,"A "," ",CTIO," ",HIP 107522,326.64909,-57.70338
1462,HIP 105905,105905," ",203850,K2.5 V," ",4746,4.69,1.0,-0.68," "," ",0.177,-5.033,"I "," ",CTIO," ",HIP 105905,321.74355,-56.12526
1487,HIP 107620,107620," ",207043,G5 V," ",5753,4.43,1.0,0.09," "," ",0.201,-4.801,"I "," ",CTIO,S,HIP 107620,326.98036,-52.93064
1482,HIP 107385,107385," ",206630,K3 V," ",4762,4.67,1.0,-0.37," "," ",0.212,-4.97,"I "," ",CTIO," ",HIP 107385,326.2524,-52.46421
1443,HIP 104526,104526," ",201247A,G5 V," ",,,,," "," ",0.368,-4.358,"A "," ",CTIO," ",HIP 104526,317.60564,-54.57375
1444,HIP 104526,104526," ",201247B,G7 V (k)," ",,,,," "," ",0.324,-4.435,"A "," ",CTIO," ",HIP 104526,317.60564,-54.57375
1471,HIP 106696,106696," ",205390,K1.5 V," ",4971,4.6,1.0,-0.22," "," ",0.303,-4.702,"A "," ",CTIO," ",HIP 106696,324.17185,-50.84539
1413,HIP 102186,102186," ",196877,K7 V," ",,,,," "," ",0.834,-4.887,"I "," ",CTIO," ",HIP 102186,310.57826,-52.69927
1377,HIP  99137,99137," ",190422,F9 V CH-0.4," ",6179,4.42,1.0,-0.08," "," ",0.291,-4.458,"A "," ",CTIO," ",HIP  99137,301.89621,-55.01601
1406,HIP 101846,101846," "," ",K5.5 V (k)," ",,,,," "," ",0.455,-4.861,"I "," ",CTIO," ",HIP 101846,309.58211,-52.36071
1435,HIP 103820,103820," ",199933,K3.5 V (k)," ",,,,," "," ",0.68,-4.542,"A "," ",CTIO," ",HIP 103820,315.57602,-52.2914
1431,HIP 103673,103673," ",199623,F5.5 V," ",6342,4.07,2.0,-0.36," "," ",0.207,-4.666,"A "," ",CTIO," ",HIP 103673,315.08951,-51.26531
1407,HIP 101905,101905," ",196390,G1.5 V," ",5997,4.4,1.0,0.18," "," ",0.177,-4.894,"I "," ",CTIO,S,HIP 101905,309.7605,-49.33142
1422,HIP 102964,102964," "," ",K3 V (k)," ",,,,," "," ",0.534,-4.591,"A "," ",CTIO," ",HIP 102964,312.9132,-45.45598
1426,HIP 103458,103458," ",199288,G2 V Fe-1.0," ",5852,4.46,1.0,-0.54," "," ",0.181,-4.847,"I "," ",CTIO," ",HIP 103458,314.41695,-44.12937
1672,HIP 118123,118123," ",224393,G5 V Fe-0.9," ",5791,4.62,1.0,-0.46," "," ",0.192,-4.806,"I "," ",CTIO," ",HIP 118123,359.39769,-65.77556
1666,HIP 117815,117815," ",223913,G0- V," ",5949,4.41,1.0,-0.13," "," ",0.249,-4.598,"A "," ",CTIO," ",HIP 117815,358.41616,-65.94714
1654,HIP 117011,117011," "," ",K5+ V," ",,,,," "," ",0.718,-5.378,VI," ",CTIO," ",HIP 117011,355.77533,-64.78706
1644,HIP 116395,116395," ",221739,K2.5 V (k)," ",,,,," "," ",0.661,-4.396,"A "," ",CTIO," ",HIP 116395,353.79045,-61.46282
1657,HIP 117147,117147," ",222898,K3 V (k)," ",,,,," "," ",0.507,-4.6,"A "," ",CTIO," ",HIP 117147,356.2443,-59.41877
1613,HIP 114699,114699," ",219077,G8 V+," ",5177,3.95,1.0,-0.27," "," ",0.132,-5.203,VI," ",CTIO," ",HIP 114699,348.52745,-62.7
1618,HIP 114948,114948," ",219482,F6 V," ",6290,4.22,1.8,-0.09," "," ",0.3,-4.434,"A "," ",CTIO," ",HIP 114948,349.24036,-62.0012
1627,HIP 115123,115123," ",219764,K5 V (k)," ",,,,," "," ",1.201,-4.452,"A "," ",CTIO," ",HIP 115123,349.7725,-60.52066
1626,HIP 115087,115087," ",219709,G1 V," ",5766,4.37,1.0,-0.2," "," ",0.212,-4.743,"A "," ",CTIO," ",HIP 115087,349.65281,-58.30635
1616,HIP 114790,114790," ",219249,G7 V," ",5505,4.59,1.0,-0.35," "," ",0.165,-4.982,"I "," ",CTIO," ",HIP 114790,348.79034,-56.72922
1653,HIP 116937,116937," ",222595,G5 V," ",5528,4.54,1.0,-0.12," "," ",0.197,-4.838,"I "," ",CTIO," ",HIP 116937,355.55275,-53.42332
1633,HIP 115780,115780," ",220829,K1 V," ",5012,4.42,1.0,-0.23," "," ",0.16,-5.085,"I "," ",CTIO," ",HIP 115780,351.84285,-52.30341
1602,HIP 114167,114167," ",218268,F5 V," ",6334,3.69,1.0,-0.02," "," ",0.241,-4.561,"A "," ",CTIO," ",HIP 114167,346.81156,-50.68669
1603,HIP 114167,114167," ",218269,F5.5 IV-V," ",6465,4.18,2.1,-0.08," "," ",0.218,-4.627,"A "," ",CTIO," ",HIP 114167,346.81156,-50.68669
1551,HIP 111565,111565," ",213941,G8 V Fe-1.3," ",5628,4.39,1.0,-0.13," "," ",0.155,-5.031,"I "," ",CTIO," ",HIP 111565,339.0321,-54.61062
1528,HIP 110443,110443," ",211970,K7 V (k)," ",,,,," "," ",1.425,-4.67,"A "," ",CTIO," ",HIP 110443,335.56753,-54.56061
1523,HIP 110109,110109," ",211415,G0 V," ",5837,4.45,1.0,-0.31," "," ",0.17,-4.918,"I "," ",CTIO," ",HIP 110109,334.56506,-53.62707
1529,HIP 110468,110468," ",212038,K2.5 V," ",4937,4.61,1.0,-0.67,*," ",0.132,-5.194,VI," ",CTIO," ",HIP 110468,335.64934,-50.80747
1526,HIP 110258,110258," "," ",K6.5 V (k)," ",,,,," "," ",1.448,-4.6,"A "," ",CTIO," ",HIP 110258,335.00672,-49.06099
1521,HIP 110066,110066," ",211369,K2.5 V (k)," ",,,,," "," ",0.398,-4.659,"A "," ",CTIO," ",HIP 110066,334.41428,-48.65049
1594,HIP 113701,113701," ",217487,K1 V+ (k)," ",5128,4.44,1.0,0.07," "," ",0.254,-4.752,"I "," ",CTIO," ",HIP 113701,345.42541,-51.46838
1566,HIP 112414,112414," ",215456,G0.5 V," ",5752,4.12,1.0,-0.16," "," ",0.145,-5.1,"I "," ",CTIO," ",HIP 112414,341.53348,-48.97882
1578,HIP 113044,113044," ",216435,G0 V," ",5996,4.03,1.0,0.18," "," ",0.141,-5.13,VI," ",CTIO," ",HIP 113044,343.40805,-48.59828
1576,HIP 112843,112843," "," ",K8 V k," ",,,,," "," ",1.999,-4.614,"A "," ",CTIO," ",HIP 112843,342.7585,-47.22681
1542,HIP 110843,110843," ",212708,G6 IV," ",5526,4.32,1.0,0.06," "," ",0.15,-5.08,"I "," ",CTIO," ",HIP 110843,336.85287,-49.36594
1565,HIP 112117,112117," ",214953,F9.5 V," ",6104,4.27,1.0,0.02," "," ",0.155,-4.988,"I "," ",CTIO," ",HIP 112117,340.65368,-47.21081
1563,HIP 111983,111983," ",214731,K5- V," ",,,,," "," ",0.217,-5.051,"I "," ",CTIO," ",HIP 111983,340.24459,-46.20199
1569,HIP 112515,112515," ",215657,G0 V," ",6003,4.43,1.0,0.1," "," ",0.322,-4.439,"A "," ",CTIO," ",HIP 112515,341.86141,-44.96516
1546,HIP 111078,111078," "," ",K6.5 V," ",,,,," "," ",0.776,-4.886,"I "," ",CTIO," ",HIP 111078,337.54083,-44.3797
