recno,Name,HIP,B-V,SHK,Jitter,logRHK,dMag,Prot,Age,Obs,SimbadName,_RA,_DE
368,"HIP 14113 ",14113,0.791,0.163,2.258,-5.02,1.17,,6.99,K,HIP 14113,45.50134,0.4978
461,"HD 19638  ",14702,0.761,0.162,4.299,-5.016,2.3,,6.9,K,HD 19638,47.48497,6.70482
449,"HD 19019  ",14258,0.52,0.239,4.166,-4.604,-0.3,5,1.17,K,HD 19019,45.96173,6.1333
441,"HD 18702  ",14023,0.838,0.173,2.296,-4.996,0.31,46,6.53,K,HD 18702,45.15041,5.98606
476,"HD 20439  ",15310,0.617,0.313,5.416,-4.469,0.14,7,0.49,K,HD 20439,49.38659,7.69015
511,"HD 22670  ",17032,0.7,0.31,5.372,-4.531,0.0,12,0.74,K,HD 22670,54.76857,9.65284
471,"HD 20165  ",15099,0.86,0.184,2.339,-4.966,-0.1,45,5.96,K,HD 20165,48.69678,8.98079
391,"HIP 15904 ",15904,0.52,0.182,3.184,-4.821,-2.3,9,3.51,K,HIP 15904,51.20985,12.25659
480,"HD 20656  ",15508,0.783,0.358,5.07,-4.518,5.41,16,0.68,L,HD 20656,49.96668,13.37707
399,"HD 16275  ",12198,0.62,0.166,2.869,-4.948,0.31,21,5.64,K,HD 16275,39.27353,12.9019
460,"HD 19618  ",14705,0.825,0.273,2.792,-4.706,0.1,27,2.05,K,HD 19618,47.49863,15.37324
444,"HD 18752  ",14069,0.656,0.168,4.296,-4.946,3.92,26,5.6,K,HD 18752,45.32209,14.98224
433,"HD 18144  ",13601,0.7,0.201,3.494,-4.818,-0.2,25,3.46,L,HD 18144,43.82252,16.30919
530,"HD 23825  ",17778,0.765,0.222,4.535,-4.787,3.29,29,3.03,K,HD 23825,57.0914,10.79306
531,"HD 23952  ",17873,0.729,0.653,6.206,-4.155,2.92,3,0.03,K,HD 23952,57.36252,11.14437
543,"HD 24496  ",18267,0.81,0.179,2.337,-4.958,0.41,42,5.81,K,HD 24496,58.61681,16.61605
532,"HD 24040  ",17960,0.66,0.152,2.629,-5.048,0.67,,7.51,K,HD 24040,57.5957,17.47637
563,"HD 25825  ",19148,0.59,0.339,5.875,-4.406,0.0,4,0.31,K,HD 25825,61.5672,15.69812
588,"HD 27282  ",20146,0.721,0.405,3.441,-4.395,0.12,7,0.28,K,HD 27282,64.78337,17.52475
586,"HD 27149  ",20056,0.681,0.308,5.334,-4.521,0.75,11,0.69,K,HD 27149,64.50766,18.25681
613,"HD 28291  ",20890,0.741,0.315,2.999,-4.554,0.2,15,0.86,K,HD 28291,67.15506,19.74068
587,"HD 27250  ",20130,0.745,0.325,3.051,-4.538,-0.1,15,0.78,K,HD 27250,64.74157,19.9067
581,"HD 26874  ",19870,0.705,0.314,2.992,-4.526,0.85,12,0.72,K,HD 26874,63.92682,20.81979
554,"HD 25445  ",18909,0.647,0.165,2.852,-4.962,0.37,25,5.9,K,HD 25445,60.79246,18.66875
2623,"HD 284253 ",19934,0.813,0.427,3.548,-4.454,0.15,12,0.44,K,HD 284253,64.13949,21.90747
560,"HD 25680  ",19076,0.62,0.332,5.752,-4.435,-0.1,6,0.38,L,HD 25680,61.33441,22.0089
459,"HD 19617  ",14721,0.682,0.19,3.289,-4.854,0.07,25,4.01,K,HD 19617,47.54127,18.34556
377,"HIP 14810 ",14810,0.777,0.154,2.214,-5.062,0.64,,7.77,K,HIP 14810,47.80929,21.09736
547,"HD 24702  ",18433,0.688,0.173,2.994,-4.936,0.53,28,5.41,L,HD 24702,59.1197,22.67439
2621,"HD 282954 ",,0.629,0.37,6.411,-4.377,,4,0.25,K,HD 282954,56.66154,24.95964
536,"HD 24213  ",18106,0.72,0.155,2.216,-5.041,1.42,,7.37,K,HD 24213,58.04749,25.16308
522,"HD 23257  ",17482,0.642,0.163,4.27,-4.973,1.73,24,6.1,L,HD 23257,56.18751,27.92106
366,"HD 13997  ",10599,0.8,0.184,2.36,-4.936,0.32,40,5.42,K,HD 13997,34.11555,12.37976
345,"HD 13357  ",10175,0.7,0.227,2.566,-4.73,0.9,21,2.31,K,HD 13357,32.717,13.68327
328,"HD 12164  ",9328,0.773,0.147,4.247,-5.097,3.66,,8.39,K,HD 12164,29.94416,15.95788
303,"HD 10995  ",8399,0.681,0.165,4.291,-4.972,2.36,30,6.08,K,HD 10995,27.08668,17.02276
294,"HD 10697  ",8159,0.665,0.156,2.704,-5.021,1.15,,7.0,K,HD 10697,26.2326,20.08315
291,"HD 10476  ",7981,0.84,0.193,2.392,-4.926,0.04,42,5.24,K,HD 10476,25.62401,20.2685
241,"HIP 8920  ",8920,0.51,0.29,5.032,-4.471,-0.7,3,0.5,K,HIP 8920,28.70977,21.30624
321,"HD 11850  ",9073,0.68,0.461,7.983,-4.291,-0.2,4,0.12,K,HD 11850,29.19693,23.05114
353,"HD 13483  ",10276,0.781,0.277,2.82,-4.66,-0.2,23,1.61,K,HD 13483,33.07512,21.98268
361,"HD 13773  ",,0.54,0.187,3.271,-4.804,,10,3.26,K,HD 13773,33.68993,22.60005
362,"HD 13825  ",10505,0.69,0.15,2.597,-5.071,0.34,,7.92,L,HD 13825,33.85173,24.2713
338,"HD 12846  ",9829,0.618,0.167,2.899,-4.938,-0.4,21,5.45,K,HD 12846,31.62601,24.33399
336,"HD 12661  ",9683,0.72,0.158,2.23,-5.024,0.63,,7.05,K,HD 12661,31.14287,25.41431
363,"HD 13836  ",10510,0.705,0.307,2.956,-4.541,-0.1,13,0.79,K,HD 13836,33.86391,27.35726
376,"HIP 14809 ",14809,0.71,0.412,3.472,-4.377,0.11,6,0.25,K,HIP 14809,47.80767,22.41586
416,"HD 17190  ",12926,0.85,0.226,2.55,-4.836,0.16,36,3.73,K,HD 17190,41.56337,25.6499
422,"HD 17382  ",13081,0.82,0.405,3.443,-4.488,0.0,14,0.56,K,HD 17382,42.0381,27.06864
445,"HD 18803  ",14150,0.696,0.18,3.119,-4.905,0.08,28,4.87,K,HD 18803,45.60844,26.60924
477,"HD 20618  ",15514,0.86,0.154,4.296,-5.083,4.06,,8.15,K,HD 20618,49.98248,27.07113
503,"HD 22179  ",,0.58,0.668,6.226,-4.03,1.64,1,0.01,K,HD 22179,53.8746,31.22707
475,"HD 20367  ",15323,0.574,0.313,5.445,-4.445,0.06,5,0.41,L,HD 20367,49.41686,31.12704
483,"HD 20678  ",15609,0.728,0.333,3.087,-4.511,0.31,13,0.65,K,HD 20678,50.24771,33.21832
382,"HD 15335  ",11548,0.549,0.147,2.583,-5.05,0.66,,7.54,K,HD 15335,37.20206,29.93176
381,"HD 15256  ",11490,0.722,0.245,4.614,-4.693,4.47,22,1.92,L,HD 15256,37.04888,29.87333
403,"HD 16397  ",12306,0.6,0.174,3.031,-4.89,0.0,17,4.61,K,HD 16397,39.6161,30.81663
453,"HD 19308  ",14532,0.672,0.163,2.814,-4.985,0.71,29,6.32,K,HD 19308,46.91418,36.61762
425,"HD 17605  ",13257,0.617,0.145,4.194,-5.09,2.05,,8.26,L,HD 17605,42.64705,36.94833
622,"HD 28593  ",21099,0.734,0.339,3.116,-4.506,0.01,13,0.63,K,HD 28593,67.81537,20.13316
607,"HD 28137  ",20785,0.797,0.15,4.262,-5.087,1.86,,8.22,K,HD 28137,66.78079,20.99089
632,"HD 29150  ",21436,0.64,0.181,3.135,-4.873,-0.2,21,4.33,L,HD 29150,69.05815,21.53654
623,"HD 28676  ",21158,0.59,0.169,2.943,-4.916,0.28,17,5.06,L,HD 28676,68.03294,21.63235
597,"HD 27732  ",20480,0.758,0.375,3.295,-4.47,0.02,12,0.49,K,HD 27732,65.84304,21.3791
634,"HD 29419  ",21637,0.576,0.297,5.168,-4.479,0.03,6,0.52,L,HD 29419,69.71371,23.14997
638,"HD 29621  ",21788,0.688,0.153,2.656,-5.047,-0.2,,7.49,K,HD 29621,70.20445,23.80962
577,"HD 26736  ",19793,0.657,0.347,6.01,-4.432,0.1,7,0.38,K,HD 26736,63.63465,23.57494
2622,"HD 283704 ",20949,0.766,0.347,3.161,-4.52,0.13,15,0.69,K,HD 283704,67.37819,26.67155
619,"HD 28447  ",21010,0.678,0.154,2.667,-5.04,1.45,,7.35,L,HD 28447,67.58357,28.13189
564,"HD 25894  ",19219,0.686,0.157,2.72,-5.023,0.52,,7.04,K,HD 25894,61.79108,27.50922
541,"HD 24365  ",18208,0.83,0.176,4.374,-4.979,3.19,44,6.21,K,HD 24365,58.40727,28.14811
2617,"HD 281309 ",18204,0.672,0.182,3.148,-4.885,0.24,25,4.52,K,HD 281309,58.39801,30.77344
572,"HD 26161  ",19428,0.501,0.15,2.603,-5.018,0.0,,6.94,K,HD 26161,62.4119,31.65213
660,"HD 30708  ",22576,0.67,0.149,2.576,-5.073,0.72,,7.96,K,HD 30708,72.87268,35.81514
705,"HD 33334  ",24133,0.66,0.152,2.631,-5.047,0.19,,7.49,K,HD 33334,77.74631,32.03881
709,"HD 33632  ",24332,0.52,0.182,3.176,-4.823,-0.4,9,3.54,L,HD 33632,78.32269,37.33731
704,"HD 33298  ",24137,0.761,0.149,4.249,-5.087,2.59,,8.21,K,HD 33298,77.75965,39.28206
534,"HIP 24141 ",24141,0.592,0.154,2.678,-5.014,0.15,,6.86,K,HIP 24141,77.76519,39.2832
714,"HD 34411  ",24813,0.64,0.146,2.532,-5.085,0.53,,8.18,K,HD 34411,79.78531,40.09905
742,"HD 36974  ",26385,0.702,0.278,4.737,-4.598,2.86,16,1.13,K,HD 36974,84.26774,37.04514
569,"HIP 26080 ",26080,0.621,0.196,3.392,-4.799,0.09,17,3.19,K,HIP 26080,83.43604,38.87644
2616,"HD 278253 ",25705,0.603,0.146,2.533,-5.079,0.29,,8.08,K,HD 278253,82.33598,39.34404
737,"HD 36387  ",26037,0.617,0.156,2.699,-5.01,0.13,,6.79,K,HD 36387,83.3203,39.5057
761,"HD 37977  ",27067,0.609,0.19,3.299,-4.818,-0.1,16,3.46,K,HD 37977,86.10288,40.40468
643,"HD 29923  ",22055,0.778,0.208,4.484,-4.839,3.16,33,3.77,L,HD 29923,71.14762,38.25499
769,"HD 38400  ",27372,0.57,0.146,2.556,-5.066,0.39,,7.84,K,HD 38400,86.95788,46.98345
716,"HD 34533  ",24951,0.582,0.305,4.808,-4.466,4.19,5,0.48,L,HD 34533,80.16317,46.96379
721,"HD 34887  ",25166,0.74,0.172,2.3,-4.959,0.28,36,5.84,K,HD 34887,80.76299,46.98678
744,"HD 37008  ",26505,0.83,0.179,2.33,-4.968,-0.3,43,6.0,K,HD 37008,84.54942,51.44574
2603,"HD 233165 ",27429,0.554,0.199,3.469,-4.758,-0.1,10,2.65,K,HD 233165,87.12385,52.54401
546,"HD 24612  ",,0.61,0.155,2.687,-5.013,,,6.85,K,HD 24612,59.04024,33.05909
553,"HD 25329  ",18915,0.86,0.183,2.332,-4.971,-1.1,45,6.05,K,HD 25329,60.8125,35.27327
489,"HD 21313  ",16107,0.57,0.147,2.577,-5.056,0.35,,7.65,K,HD 21313,51.87246,34.80662
529,"HD 23596  ",17747,0.59,0.154,2.685,-5.011,0.73,,6.81,L,HD 23596,57.00156,40.53063
567,"HD 25998  ",19335,0.52,0.274,4.761,-4.511,0.06,4,0.65,K,HD 25998,62.15257,38.03974
525,"HD 23439  ",17666,0.75,0.176,2.321,-4.945,-0.8,36,5.58,K,HD 23439,56.75884,41.42726
565,"HD 25918  ",19301,0.6,0.16,2.775,-4.977,-0.8,19,6.17,L,HD 25918,62.05942,44.66283
473,"HD 20347  ",15329,0.609,0.19,4.367,-4.82,1.54,17,3.49,L,HD 20347,49.4334,38.63922
540,"HD 24341  ",18309,0.66,0.149,2.581,-5.068,1.06,,7.87,K,HD 24341,58.71329,52.41987
639,"HD 29818  ",22032,0.7,0.187,3.246,-4.875,-0.2,28,4.35,K,HD 29818,71.04641,46.96537
657,"HD 30649  ",22596,0.58,0.174,3.039,-4.882,-0.2,15,4.48,K,HD 30649,72.93149,45.83416
662,"HD 30736  ",22650,0.558,0.18,4.315,-4.844,1.56,12,3.86,L,HD 30736,73.08963,45.93991
604,"HD 28005  ",20800,0.711,0.162,2.248,-4.999,0.82,34,6.58,K,HD 28005,66.85293,46.85315
707,"HD 33580  ",24397,0.631,0.214,3.704,-4.734,1.36,16,2.36,L,HD 33580,78.50724,51.43071
747,"HD 37216  ",26653,0.75,0.391,3.375,-4.44,-0.2,10,0.4,K,HD 37216,84.96811,52.89749
750,"HD 37394  ",26779,0.84,0.369,3.256,-4.557,0.08,19,0.88,K,HD 37394,85.33473,53.48106
732,"HD 36066  ",25973,0.587,0.175,3.047,-4.882,1.15,16,4.47,L,HD 36066,83.14083,57.22107
652,"HD 30339  ",22429,0.56,0.185,3.23,-4.821,0.32,12,3.51,K,HD 30339,72.38894,53.3657
605,"HD 28097  ",20910,0.561,0.171,2.991,-4.893,1.26,13,4.66,K,HD 28097,67.22626,55.00048
598,"HD 27748  ",20690,0.671,0.208,3.599,-4.778,-0.4,21,2.9,K,HD 27748,66.47866,57.49511
718,"HD 34575  ",25094,0.75,0.154,2.212,-5.057,0.66,,7.66,K,HD 34575,80.58236,59.27791
301,"HD 10882  ",8311,0.578,0.168,2.932,-4.917,0.32,16,5.07,K,HD 10882,26.79693,24.3923
255,"HD 9472   ",7244,0.62,0.393,6.81,-4.336,-0.4,3,0.18,K,HD 9472,23.32928,23.97557
230,"HD 8574   ",6643,0.577,0.175,3.051,-4.878,0.42,15,4.41,K,HD 8574,21.30215,28.56669
249,"HD 9224   ",7090,0.59,0.188,3.277,-4.817,0.26,15,3.45,L,HD 9224,22.83136,29.41309
352,"HD 13480  ",10280,0.77,0.35,5.036,-4.518,5.42,15,0.68,L,HD 13480,33.09283,30.30307
277,"HD 10126  ",7733,0.74,0.182,2.35,-4.913,0.25,33,5.01,L,HD 10126,24.89989,28.11103
274,"HD 10015  ",7636,0.848,0.186,2.355,-4.953,0.16,44,5.73,K,HD 10015,24.6003,29.5668
326,"HD 12051  ",9269,0.78,0.158,2.237,-5.039,0.37,,7.33,K,HD 12051,29.77764,33.20968
163,"HD 5035   ",4103,0.707,0.159,2.231,-5.017,-0.2,,6.92,K,HD 5035,13.16732,31.45936
244,"HD 9070   ",6978,0.71,0.206,2.462,-4.806,0.36,25,3.29,K,HD 9070,22.46402,31.00733
208,"HIP 7728  ",7728,0.721,0.154,2.21,-5.048,0.36,,7.5,K,HIP 7728,24.87586,36.69661
223,"HD 8375   ",6512,0.829,0.209,4.504,-4.866,3.39,37,4.21,L,HD 8375,20.90615,34.24589
204,"HD 7510   ",5891,0.781,0.172,4.346,-4.973,1.79,40,6.09,K,HD 7510,18.92159,34.72586
355,"HD 13531  ",10339,0.68,0.381,6.6,-4.396,-0.3,7,0.29,L,HD 13531,33.30556,40.50759
354,"HD 13507  ",10321,0.636,0.331,5.724,-4.447,-0.3,7,0.42,L,HD 13507,33.22919,40.66834
410,"HD 16760  ",12638,0.715,0.178,2.323,-4.923,0.0,31,5.19,K,HD 16760,40.5888,38.61867
335,"HIP 12635 ",12635,0.879,1.108,6.845,-4.076,-0.8,3,0.01,K,HIP 12635,40.58726,38.62253
409,"HD 16739  ",12623,0.582,0.157,2.73,-4.991,1.4,17,6.44,L,HD 16739,40.56215,40.19394
396,"HD 16175  ",12191,0.656,0.152,2.627,-5.048,1.43,,7.5,K,HD 16175,39.25796,42.06263
390,"HD 15753  ",11873,0.719,0.216,4.498,-4.778,2.45,25,2.91,L,HD 15753,38.29028,42.89618
323,"HD 11970  ",9199,0.863,0.151,4.285,-5.098,3.34,,8.41,K,HD 11970,29.60127,40.91367
266,"HD 9826   ",7513,0.536,0.156,2.734,-4.98,0.59,12,6.23,K,HD 9826,24.19934,41.40546
211,"HIP 7924  ",7924,0.763,0.171,2.297,-4.973,0.53,39,6.09,K,HIP 7924,25.46294,45.22086
276,"HD 10086  ",7734,0.69,0.261,4.527,-4.63,0.09,17,1.36,L,HD 10086,24.90008,45.87777
365,"HD 13931  ",10626,0.642,0.157,2.717,-5.009,0.42,,6.77,K,HD 13931,34.19741,43.773
156,"HD 4756   ",3897,0.609,0.211,4.448,-4.735,2.21,14,2.37,L,HD 4756,12.49388,34.97418
194,"HIP 6778  ",6778,0.678,0.166,2.874,-4.968,1.35,29,6.0,K,HIP 6778,21.78499,41.18641
200,"HD 6920   ",5493,0.603,0.22,4.482,-4.7,2.42,13,1.99,L,HD 6920,17.57809,42.08147
201,"HD 6963   ",5521,0.6,0.375,6.503,-4.351,-0.9,3,0.2,K,HD 6963,17.6746,42.93183
206,"HD 7590   ",5944,0.544,0.306,5.326,-4.447,-0.6,4,0.42,L,HD 7590,19.12189,42.93942
164,"HD 5065   ",4127,0.545,0.146,2.56,-5.06,0.46,,7.72,L,HD 5065,13.21564,40.24557
116,"HD 3141   ",2742,0.87,0.18,2.31,-4.986,0.31,47,6.34,K,HD 3141,8.75361,42.69477
38,"HD 445    ",737,0.8,0.16,4.302,-5.037,2.7,,7.3,L,HD 445,2.26531,40.84286
110,"HD 2992   ",,0.6,0.147,2.562,-5.066,,,7.83,K,HD 2992,8.3887,45.14874
147,"HD 4406   ",3662,0.717,0.166,4.303,-4.982,3.44,34,6.27,K,HD 4406,11.71559,46.36362
148,"HD 4406   ",3662,0.717,0.166,4.303,-4.982,3.44,34,6.27,K,HD 4406,11.71559,46.36362
129,"HD 3700   ",3159,0.767,0.194,4.428,-4.879,4.79,34,4.42,K,HD 3700,10.0542,47.25585
113,"HD 3079   ",2712,0.55,0.163,2.846,-4.941,0.12,13,5.5,L,HD 3079,8.6238,47.91554
221,"HD 8328   ",6498,0.65,0.145,2.51,-5.096,0.98,,8.38,K,HD 8328,20.86893,46.89064
198,"HD 6872B  ",5476,0.87,0.191,4.443,-4.95,2.15,44,5.67,K,HD 6872B,17.52995,51.74269
252,"HD 9331   ",7221,0.71,0.157,2.22,-5.031,0.3,,7.18,K,HD 9331,23.25904,53.03376
2600,"HD 232301 ",4168,0.575,0.15,2.626,-5.034,0.0,,7.24,K,HD 232301,13.30936,50.86302
169,"HD 5372   ",4393,0.64,0.171,2.965,-4.923,0.27,23,5.19,K,HD 5372,14.07237,52.49124
150,"HD 4614   ",3765,0.58,0.163,2.84,-4.949,-0.2,17,5.66,K,HD 4614,12.27621,57.81519
448,"HD 18993  ",,0.62,0.191,3.316,-4.818,,17,3.46,K,HD 18993,46.24905,46.58496
454,"HD 19373  ",14632,0.59,0.152,2.645,-5.028,0.46,,7.12,K,HD 19373,47.26675,49.61328
446,"HD 18916  ",14300,0.703,0.179,2.328,-4.913,-0.1,30,5.0,K,HD 18916,46.10387,50.03237
481,"HD 20670  ",15675,0.69,0.159,4.271,-5.009,1.79,,6.77,K,HD 20670,50.48663,52.62191
493,"HD 21494  ",16327,0.689,0.411,7.11,-4.361,0.25,5,0.22,K,HD 21494,52.6181,54.2938
516,"HD 22844  ",17356,0.896,0.178,4.398,-5.011,3.27,,6.81,K,HD 22844,55.72832,56.40516
526,"HD 23486  ",,0.64,0.148,2.558,-5.073,,,7.96,K,HD 23486,57.07988,56.10099
467,"HD 19961  ",15111,0.696,0.17,2.949,-4.953,1.03,31,5.73,K,HD 19961,48.7293,56.30479
497,"HD 21742  ",16581,0.871,0.205,2.433,-4.907,0.48,42,4.91,K,HD 21742,53.36176,59.41677
537,"HD 24238  ",18324,0.83,0.166,2.268,-5.018,-0.3,,6.94,K,HD 24238,58.76601,61.16681
621,"HD 28495  ",21276,0.75,0.579,4.293,-4.236,-0.1,4,0.07,K,HD 28495,68.47608,64.63326
682,"HD 31864  ",23530,0.66,0.175,3.027,-4.913,-0.2,25,5.0,K,HD 31864,75.87827,63.07817
680,"HD 31675  ",23484,0.509,0.248,4.312,-4.575,-0.1,4,0.98,K,HD 31675,75.71016,66.82297
404,"HIP 16404 ",16404,0.65,0.146,2.525,-5.09,-1.3,,8.26,K,HIP 16404,52.8225,66.73029
733,"HD 36130  ",26437,0.57,0.179,3.127,-4.853,0.02,13,4.01,K,HD 36130,84.38949,74.68877
297,"HD 10780  ",8362,0.81,0.27,2.781,-4.7,0.08,26,1.99,K,HD 10780,26.93681,63.8525
273,"HD 10013  ",7744,0.773,0.193,2.407,-4.887,0.22,35,4.55,K,HD 10013,24.92579,65.16065
278,"HD 10145  ",7902,0.66,0.173,2.986,-4.925,0.0,25,5.22,K,HD 10145,25.40721,66.90994
280,"HD 10195  ",7949,0.586,0.27,4.697,-4.546,0.23,7,0.82,K,HD 10195,25.52669,69.086
182,"HD 6210   ",5021,0.569,0.238,4.544,-4.626,2.95,9,1.32,L,HD 6210,16.08104,61.58018
196,"HD 6840   ",5531,0.553,0.167,2.93,-4.912,1.4,13,4.98,L,HD 6840,17.71143,67.7801
253,"HD 9407   ",7339,0.68,0.163,2.82,-4.986,0.05,30,6.34,K,HD 9407,23.63861,68.94813
138,"HD 4075   ",3533,0.76,0.147,2.181,-5.097,1.11,,8.39,K,HD 4075,11.26949,75.9378
415,"HD 17156  ",13192,0.643,0.155,2.683,-5.022,1.04,,7.02,K,HD 17156,42.43537,71.75323
743,"HD 37006  ",27225,0.73,0.471,3.763,-4.323,-0.1,4,0.16,K,HD 37006,86.54961,78.25625
210,"HD 7924   ",6379,0.82,0.199,2.432,-4.892,-0.2,38,4.65,K,HD 7924,20.49631,76.71029
298,"HD 10790  ",8525,0.856,0.172,2.283,-5.006,0.88,,6.72,K,HD 10790,27.48574,76.99231
154,"HD 4741   ",4041,0.78,0.276,2.812,-4.663,0.13,23,1.63,K,HD 4741,12.95853,78.62576
1157,"HD 78536  ",44906,0.649,0.243,4.21,-4.652,1.41,14,1.53,K,HD 78536,137.22469,3.95919
1112,"HD 74156  ",42723,0.54,0.147,2.578,-5.05,0.5,,7.54,K,HD 74156,130.60468,4.5781
1118,"HD 74874  ",43109,0.685,0.337,4.962,-4.47,4.71,10,0.49,L,HD 74874,131.6938,6.4188
1178,"HD 80846  ",45950,0.581,0.27,4.693,-4.544,0.09,7,0.81,K,HD 80846,140.57381,6.29759
1188,"HD 81858  ",46454,0.605,0.147,4.198,-5.071,1.78,,7.93,L,HD 81858,142.11416,9.05678
859,"HIP 46627 ",46627,0.843,0.18,2.328,-4.972,1.09,44,6.07,K,HIP 46627,142.62918,11.21668
1187,"HD 81856  ",46453,0.669,0.165,4.288,-4.968,1.93,28,6.0,K,HD 81856,142.11191,12.67499
1176,"HD 80811  ",45947,0.87,0.165,4.342,-5.041,3.03,,7.37,K,HD 80811,140.554,12.5491
1107,"HD 73668  ",42488,0.59,0.192,3.341,-4.801,0.0,14,3.21,L,HD 73668,129.93252,5.76428
813,"HIP 42491 ",42491,0.8,0.308,2.97,-4.616,0.1,21,1.25,K,HIP 42491,129.93618,5.77054
1106,"HD 73667  ",42499,0.83,0.164,2.258,-5.027,-0.4,,7.11,K,HD 73667,129.96163,11.52267
1083,"HD 72429  ",41951,0.719,0.324,4.921,-4.519,3.05,13,0.69,K,HD 72429,128.27073,11.26818
1147,"HD 77803  ",44579,0.656,0.169,2.931,-4.94,0.35,25,5.49,K,HD 77803,136.23992,11.57248
1123,"HD 75528  ",43454,0.669,0.16,4.267,-4.999,1.55,28,6.58,L,HD 75528,132.7561,15.35066
1222,"HD 85689  ",48524,0.583,0.177,3.082,-4.87,0.0,15,4.28,K,HD 85689,148.45172,14.73899
879,"HIP 48205 ",48205,0.701,0.377,3.298,-4.419,-0.2,8,0.34,K,HIP 48205,147.41936,16.37053
870,"HIP 47455 ",47455,0.66,0.149,2.569,-5.073,0.43,,7.96,K,HIP 47455,145.10297,16.96863
1255,"HD 88737  ",50174,0.573,0.264,4.645,-4.556,1.84,7,0.87,L,HD 88737,153.62395,21.16806
1182,"HD 81163  ",46137,0.749,0.199,4.441,-4.853,4.28,31,3.99,K,HD 81163,141.13004,18.14137
1202,"HD 83273  ",47247,0.567,0.222,4.48,-4.676,1.84,10,1.75,L,HD 83273,144.45788,24.67028
1219,"HD 85440  ",48433,0.878,0.241,4.641,-4.822,3.33,37,3.52,K,HD 85440,148.11955,27.77406
1059,"HD 69809  ",40761,0.64,0.15,2.599,-5.055,0.38,,7.64,K,HD 69809,124.80578,14.20068
1052,"HD 68168  ",40133,0.79,0.159,2.238,-5.04,1.04,,7.36,K,HD 68168,122.95495,16.52386
820,"HIP 43151 ",43151,0.659,0.16,2.774,-4.993,0.05,28,6.48,K,HIP 43151,131.83828,17.28018
1132,"HD 75974  ",43683,0.701,0.274,4.72,-4.608,4.92,16,1.19,L,HD 75974,133.48056,19.96713
1092,"HD 72779  ",42133,0.681,0.428,5.317,-4.332,4.7,5,0.17,L,HD 72779,128.83102,19.59007
1067,"HD 70826  ",41232,0.644,0.383,5.129,-4.368,4.18,4,0.23,K,HD 70826,126.20492,20.153
1100,"HD 73344  ",42403,0.519,0.221,3.859,-4.661,-0.2,6,1.61,L,HD 73344,129.68967,23.6859
1023,"HD 65430  ",39064,0.83,0.157,2.221,-5.061,0.0,,7.74,K,HD 65430,119.89139,20.84389
1042,"HD 67228  ",39780,0.642,0.154,2.669,-5.027,1.28,,7.12,L,HD 67228,121.94107,21.58182
1038,"HD 66485  ",39528,0.727,0.211,2.488,-4.799,0.05,27,3.19,K,HD 66485,121.17813,24.33024
1048,"HD 67767  ",40023,0.81,0.168,4.336,-5.004,3.1,,6.67,K,HD 67767,122.61325,25.50733
1061,"HD 69897  ",40843,0.51,0.181,3.153,-4.825,0.03,8,3.57,L,HD 69897,125.01609,27.21771
1140,"HD 76780  ",44097,0.65,0.188,3.252,-4.847,-0.2,21,3.9,K,HD 76780,134.73221,21.16629
1155,"HD 78418  ",44892,0.654,0.234,4.047,-4.682,1.34,16,1.81,L,HD 78418,137.19721,26.62911
1139,"HD 76752  ",44089,0.65,0.166,2.863,-4.96,0.32,24,5.85,L,HD 76752,134.70778,25.40496
1184,"HD 81505  ",46325,0.73,0.152,4.253,-5.063,1.56,,7.78,K,HD 81505,141.67989,26.35069
1152,"HD 78235  ",44818,0.888,0.294,4.85,-4.724,5.19,32,2.25,L,HD 78235,137.00021,29.65423
1097,"HD 73226  ",42356,0.62,0.151,2.619,-5.043,0.23,,7.41,K,HD 73226,129.53544,26.04898
1126,"HD 75732  ",43587,0.87,0.179,2.302,-4.991,0.56,47,6.44,K,HD 75732,133.14921,28.33082
1130,"HD 75898  ",43674,0.59,0.148,2.581,-5.056,0.89,,7.65,K,HD 75898,133.46169,33.05681
1164,"HD 79282  ",45325,0.654,0.197,3.407,-4.811,0.28,20,3.36,K,HD 79282,138.56066,33.81691
1154,"HD 78366  ",44897,0.63,0.277,4.794,-4.554,0.12,10,0.86,L,HD 78366,137.2128,33.88222
1135,"HD 76218  ",43852,0.75,0.385,3.343,-4.449,-0.2,10,0.42,K,HD 76218,133.98201,36.19619
1128,"HD 75782  ",43634,0.609,0.147,4.199,-5.072,1.72,,7.95,L,HD 75782,133.29799,37.07028
1144,"HD 77407  ",44458,0.6,0.437,7.57,-4.265,-0.1,2,0.1,L,HD 77407,135.86285,37.84098
1302,"HD 91856  ",51942,0.79,0.165,2.268,-5.01,0.17,,6.8,K,HD 91856,159.17104,21.60326
1292,"HD 91148  ",51550,0.711,0.215,2.508,-4.775,0.09,24,2.86,K,HD 91148,157.94002,24.0822
1320,"HD 93215  ",52667,0.67,0.244,4.229,-4.661,0.23,16,1.62,K,HD 93215,161.53848,25.76102
1247,"HD 88371  ",49942,0.63,0.166,2.883,-4.946,0.21,22,5.61,K,HD 88371,152.95029,23.7552
1338,"HD 94457  ",53345,0.556,0.142,4.168,-5.094,1.71,,8.34,L,HD 94457,163.64732,29.63008
1296,"HD 91332  ",51652,0.646,0.214,3.701,-4.742,0.38,17,2.46,K,HD 91332,158.29048,30.7546
