recno,Name,HIP,B-V,SHK,Jitter,logRHK,dMag,Prot,Age,Obs,SimbadName,_RA,_DE
780,"HD 39251  ",27791,0.588,0.26,4.521,-4.572,1.36,8,0.96,K,HD 39251,88.21975,34.44516
764,"HD 38230  ",27207,0.829,0.158,2.226,-5.056,0.03,,7.65,K,HD 38230,86.50786,37.28465
600,"HIP 27793 ",27793,0.767,0.339,3.12,-4.534,0.25,15,0.76,K,HIP 27793,88.22351,39.19399
1484,"HD 105113 ",59021,0.6,0.158,2.739,-4.991,1.42,20,6.43,K,HD 105113,181.52165,-32.96123
1512,"HD 107181 ",60096,0.737,0.174,2.307,-4.951,1.47,35,5.68,K,HD 107181,184.86393,-26.10737
1414,"HD 100623 ",56452,0.81,0.191,2.397,-4.913,-0.3,39,5.0,K,HD 100623,173.62286,-32.83134
1431,"HD 102071 ",57271,0.79,0.279,2.828,-4.664,0.05,24,1.64,K,HD 102071,176.16378,-29.88489
1429,"HD 101959 ",57217,0.55,0.18,3.143,-4.843,-0.2,11,3.84,K,HD 101959,175.98587,-29.74771
1457,"HD 103616 ",58172,0.856,0.163,4.329,-5.044,3.08,,7.43,K,HD 103616,178.96409,-21.65944
1573,"HD 112019 ",62925,0.52,0.152,2.655,-5.007,-0.3,,6.74,K,HD 112019,193.42775,-27.40429
1609,"HD 114946 ",64577,0.87,0.152,4.293,-5.093,3.63,,8.33,K,HD 114946,198.5454,-19.93095
1617,"HD 115617 ",64924,0.71,0.169,2.281,-4.962,0.07,33,5.9,K,HD 115617,199.60131,-18.3112
1521,"HD 108351 ",60753,0.523,0.202,3.52,-4.735,0.79,7,2.37,K,HD 108351,186.7605,-22.38963
1531,"HD 109159 ",61218,0.853,0.187,4.421,-4.954,3.05,44,5.74,K,HD 109159,188.17179,-17.22068
1534,"HD 109272 ",61296,0.861,0.164,4.337,-5.039,3.83,,7.34,L,HD 109272,188.39274,-12.8302
1559,"HD 111031 ",62345,0.7,0.148,2.177,-5.084,0.65,,8.17,K,HD 111031,191.62852,-11.81244
1378,"HD 97343  ",54704,0.79,0.157,2.232,-5.046,0.25,,7.47,K,HD 97343,168.00496,-26.13667
1407,"HD 99934  ",56085,0.636,0.313,4.857,-4.48,3.6,8,0.53,K,HD 99934,172.43895,-25.00196
1438,"HD 102361 ",57468,0.53,0.193,3.38,-4.772,0.47,8,2.83,K,HD 102361,176.704,-21.47492
1393,"HD 98553  ",55363,0.52,0.196,3.42,-4.758,-0.9,8,2.65,K,HD 98553,170.04831,-19.5779
1339,"HD 94482  ",53301,0.56,0.144,2.521,-5.082,0.52,,8.13,K,HD 94482,163.52727,-23.18485
1331,"HD 94151  ",53087,0.72,0.182,2.345,-4.906,0.26,31,4.89,K,HD 94151,162.91346,-22.07183
1405,"HD 99610  ",55900,0.68,0.159,2.747,-5.011,0.27,,6.81,L,HD 99610,171.87592,-12.43595
1372,"HD 97038  ",54580,0.64,0.146,2.524,-5.088,1.12,,8.24,K,HD 97038,167.54971,-11.36015
1459,"HD 103753 ",58264,0.592,0.173,4.295,-4.897,1.55,16,4.73,L,HD 103753,179.23428,-13.75456
1478,"HD 104576 ",58722,0.708,0.425,3.536,-4.358,0.07,5,0.21,K,HD 104576,180.66439,-10.71364
1471,"HD 104304 ",58576,0.78,0.158,2.236,-5.04,0.57,,7.35,K,HD 104304,180.18521,-10.44601
1524,"HD 108510 ",60816,0.61,0.189,3.27,-4.826,0.1,17,3.58,L,HD 108510,186.98121,-8.67799
1501,"HD 106270 ",59625,0.743,0.186,4.387,-4.901,2.49,33,4.79,K,HD 106270,183.40536,-9.51338
1442,"HD 102574 ",57587,0.585,0.156,2.717,-4.997,1.27,17,6.55,L,HD 102574,177.09786,-10.3131
1425,"HD 101645 ",57049,0.824,0.178,4.381,-4.967,2.94,41,5.99,L,HD 101645,175.4359,-9.07676
1465,"HD 103891 ",58331,0.568,0.155,2.703,-5.0,1.47,,6.6,L,HD 103891,179.43876,-8.54871
1498,"HD 106116 ",59532,0.65,0.157,2.719,-5.01,0.0,,6.8,K,HD 106116,183.12018,-3.08447
1440,"HD 102444 ",57536,0.838,0.262,4.71,-4.741,3.2,30,2.44,K,HD 102444,176.88109,-5.26362
1470,"HD 104263 ",58558,0.753,0.165,2.267,-4.998,0.33,39,6.57,K,HD 104263,180.1144,-4.54881
1455,"HD 103459 ",58093,0.68,0.153,2.646,-5.048,1.35,,7.5,K,HD 103459,178.71649,-1.45149
1616,"HD 115589 ",64905,0.9,0.161,2.18,-5.072,0.49,,7.95,K,HD 115589,199.5564,-14.5821
1687,"HD 122973 ",68805,0.612,0.345,5.976,-4.407,-0.1,5,0.31,K,HD 122973,211.29454,-9.04851
1680,"HD 122255 ",68458,0.518,0.155,2.714,-4.981,0.14,11,6.24,K,HD 122255,210.22528,-6.7462
1607,"HD 114826 ",64497,0.684,0.331,5.728,-4.48,0.32,10,0.53,K,HD 114826,198.30436,-8.93172
1620,"HD 116249 ",65265,0.692,0.196,4.414,-4.834,2.28,25,3.7,L,HD 116249,200.62895,-6.20215
1704,"HD 125184 ",69881,0.7,0.148,2.567,-5.086,1.18,,8.2,K,HD 125184,214.50303,-7.54239
1705,"HD 125184 ",69881,0.7,0.148,2.567,-5.086,1.18,,8.2,K,HD 125184,214.50303,-7.54239
1699,"HD 124553 ",69564,0.593,0.168,2.925,-4.922,1.15,17,5.17,L,HD 124553,213.58879,-5.94772
1708,"HD 125455 ",70016,0.84,0.178,2.319,-4.978,-0.1,45,6.19,K,HD 125455,214.89526,-5.15119
1690,"HD 123265 ",68936,0.827,0.152,2.198,-5.083,0.37,,8.15,K,HD 123265,211.672,-5.51834
1698,"HD 124292 ",69414,0.6,0.157,2.731,-4.994,-1.6,20,6.49,K,HD 124292,213.1885,-3.32008
1718,"HD 126868 ",70755,0.693,0.37,5.093,-4.422,3.33,8,0.35,L,HD 126868,217.05058,-2.22796
1746,"HD 130322 ",72339,0.75,0.32,3.025,-4.552,-0.2,16,0.85,K,HD 130322,221.88635,-0.28148
1712,"HD 126053 ",70319,0.6,0.164,2.851,-4.949,-0.6,19,5.66,K,HD 126053,215.81369,1.24157
1732,"HD 128563 ",71510,0.56,0.213,4.443,-4.705,2.51,10,2.04,L,HD 128563,219.36861,2.27724
1720,"HD 126961 ",70782,0.6,0.169,2.943,-4.918,0.49,18,5.1,L,HD 126961,217.12974,2.78883
1671,"HD 121151 ",67828,0.724,0.21,2.482,-4.801,1.25,26,3.22,K,HD 121151,208.4152,0.9195
1561,"HD 111096 ",62371,0.703,0.149,4.235,-5.076,1.87,,8.01,K,HD 111096,191.746,-7.79981
1576,"HD 112250 ",63070,0.797,0.176,4.364,-4.965,2.25,39,5.94,L,HD 112250,193.84081,-4.50414
1536,"HD 109331 ",61326,0.524,0.145,2.544,-5.061,0.15,,7.74,K,HD 109331,188.48036,-6.77773
1549,"HD 110537 ",62039,0.599,0.154,2.672,-5.018,0.0,,6.93,K,HD 110537,190.74719,-4.04933
1550,"HD 110646 ",62103,0.85,0.153,4.288,-5.085,4.24,,8.19,L,HD 110646,190.90854,-1.577
1621,"HD 116258 ",65261,0.849,0.172,4.362,-5.005,3.16,,6.7,K,HD 116258,200.62006,-0.57882
1511,"HD 107148 ",60081,0.66,0.155,2.683,-5.027,0.38,,7.11,K,HD 107148,184.80622,-3.31979
1519,"HD 108189 ",60641,0.795,0.362,5.089,-4.523,3.51,16,0.7,K,HD 108189,186.4191,-0.28217
1533,"HD 109218 ",61252,0.83,0.172,4.356,-4.996,2.83,45,6.54,K,HD 109218,188.28503,1.044
1526,"HD 108916 ",61061,0.667,0.282,4.887,-4.565,0.14,12,0.92,K,HD 108916,187.72618,0.66478
1567,"HD 111515 ",62607,0.759,0.169,2.288,-4.98,0.0,39,6.23,K,HD 111515,192.43678,1.18804
1566,HD 111484B,62596,0.7,0.193,2.395,-4.851,0.54,27,3.97,K,HD 111484B,192.39509,3.81822
1565,HD 111484A,62596,0.7,0.227,3.946,-4.73,0.64,21,2.31,K,HD 111484A,192.3958,3.8206
1579,"HD 112415 ",63147,0.753,0.151,2.197,-5.076,0.48,,8.02,K,HD 112415,194.08818,6.89312
1624,"HD 116443 ",65355,0.82,0.172,2.3,-4.99,-0.4,44,6.41,K,HD 116443,200.92019,2.72528
1623,"HD 116442 ",65352,0.77,0.163,2.258,-5.013,-0.5,,6.86,K,HD 116442,200.91314,2.72332
1640,"HD 117762 ",66033,0.824,0.154,4.286,-5.072,3.7,,7.94,K,HD 117762,203.07305,6.35363
1667,"HD 120602 ",67545,0.899,0.179,4.402,-5.01,5.62,,6.79,L,HD 120602,207.60283,5.49722
1660,"HD 120066 ",67246,0.66,0.163,2.815,-4.98,0.98,27,6.22,K,HD 120066,206.73801,6.35037
1686,"HD 122742 ",68682,0.77,0.173,2.309,-4.965,0.33,37,5.95,L,HD 122742,210.8848,10.78678
1658,"HD 119824 ",67120,0.657,0.197,3.411,-4.811,-0.1,21,3.36,K,HD 119824,206.34561,11.47928
1596,"HD 114174 ",64150,0.67,0.169,2.932,-4.946,0.21,27,5.59,K,HD 114174,197.2126,5.20724
1612,"HD 115383 ",64792,0.59,0.324,5.621,-4.433,0.48,5,0.38,L,HD 115383,199.19382,9.42416
1569,"HD 111606 ",62663,0.66,0.159,2.755,-5.001,0.71,,6.62,K,HD 111606,192.59811,9.8292
1657,"HD 119550 ",66974,0.631,0.163,4.269,-4.967,1.65,22,5.98,L,HD 119550,205.89875,14.36561
1648,"HD 118034 ",66188,0.723,0.149,2.185,-5.08,1.2,,8.1,K,HD 118034,203.49027,17.46805
1286,"HD 90722  ",51258,0.7,0.152,2.198,-5.055,0.73,,7.63,K,HD 90722,157.05803,-16.28916
1312,"HD 92719  ",52369,0.622,0.188,3.254,-4.834,-0.3,18,3.7,K,HD 92719,160.55551,-13.78771
1357,"HD 96108  ",54172,0.53,0.142,2.49,-5.091,0.63,,8.29,K,HD 96108,166.22358,-11.75943
1450,"BD-103166 ",,0.9,0.239,2.56,-4.847,,39,3.91,K,BD-103166,164.61992,-10.77038
1374,"HD 97089  ",54599,0.534,0.228,3.986,-4.642,0.72,7,1.45,K,HD 97089,167.61658,-9.02767
1321,"HD 93396  ",52733,0.844,0.201,4.477,-4.9,3.11,40,4.78,K,HD 93396,161.70725,-9.39902
1333,"HD 94280  ",53196,0.6,0.163,2.834,-4.955,0.5,18,5.77,L,HD 94280,163.20393,-6.82199
1268,"HD 89454  ",50534,0.67,0.244,4.218,-4.663,0.0,16,1.64,K,HD 89454,154.81784,-11.37851
1252,"HD 88654  ",50061,0.87,0.332,4.992,-4.643,3.17,25,1.46,K,HD 88654,153.31845,-8.44555
1285,"HD 90711  ",51257,0.81,0.176,2.323,-4.968,0.35,42,6.01,K,HD 90711,157.05062,-6.60058
1371,"HD 97037  ",54582,0.61,0.146,2.529,-5.082,0.29,,8.12,L,HD 97037,167.5556,-7.3894
1389,"HD 98281  ",55210,0.73,0.179,2.334,-4.922,-0.3,33,5.17,K,HD 98281,169.59172,-5.0673
1392,"HD 98427  ",55288,0.57,0.192,3.346,-4.793,1.39,12,3.11,K,HD 98427,169.84463,-1.65507
1443,"HD 102634 ",57629,0.52,0.16,2.801,-4.947,0.46,10,5.63,L,HD 102634,177.25534,-0.31867
1445,"HD 102870 ",57757,0.55,0.173,3.024,-4.88,0.73,12,4.44,L,HD 102870,177.67383,1.76472
1399,"HD 99109  ",55664,0.874,0.157,2.192,-5.076,0.85,,8.03,K,HD 99109,171.07233,-1.52907
1422,"HD 101444 ",56955,0.765,0.155,2.217,-5.055,0.05,,7.64,K,HD 101444,175.12854,3.65412
1313,"HD 92788  ",52409,0.694,0.16,2.776,-5.007,0.3,,6.73,K,HD 92788,160.7022,-2.18376
1314,"HD 92788  ",52409,0.694,0.16,2.776,-5.007,0.3,,6.73,K,HD 92788,160.7022,-2.18376
934,"HIP 55368 ",55368,0.599,0.174,3.031,-4.89,0.35,17,4.6,K,HIP 55368,170.06147,1.64696
1369,"HD 96937  ",54541,0.77,0.181,2.348,-4.932,0.25,37,5.34,K,HD 96937,167.41758,2.45625
1403,"HD 99491  ",55846,0.8,0.2,2.44,-4.878,0.41,36,4.41,K,HD 99491,171.68884,3.0131
1359,"HD 96361  ",54307,0.677,0.162,2.803,-4.991,1.01,30,6.43,K,HD 96361,166.65164,3.07925
1382,"HD 97645  ",54887,0.587,0.151,2.63,-5.034,0.5,,7.24,K,HD 97645,168.57831,5.96445
1396,"HD 98697  ",55455,0.53,0.155,2.721,-4.983,0.48,11,6.29,L,HD 98697,170.36163,6.63496
1395,"HD 98630  ",55427,0.54,0.155,2.719,-4.987,1.01,13,6.37,K,HD 98630,170.26048,7.06444
1218,"HD 85380  ",48351,0.577,0.156,2.727,-4.969,1.14,16,6.02,L,HD 85380,147.84007,-6.18193
1225,"HD 86081  ",48711,0.664,0.164,2.84,-4.973,0.94,28,6.1,K,HD 86081,149.02466,-3.80842
1205,"HD 83752  ",47463,0.61,0.166,4.273,-4.944,2.43,20,5.57,K,HD 83752,145.13247,-1.73009
1278,"HD 90211  ",50982,0.554,0.142,2.493,-5.096,0.52,,8.37,K,HD 90211,156.21308,-0.40185
1227,"HD 86341  ",48839,0.7,0.162,4.285,-4.728,3.3,22,2.29,L,HD 86341,149.43293,-1.94175
1242,"HD 88072  ",49756,0.64,0.159,2.758,-4.993,0.05,25,6.47,K,HD 88072,152.34762,2.37108
1254,"HD 88725  ",50139,0.62,0.169,2.932,-4.927,-0.3,21,5.26,K,HD 88725,153.53473,3.1513
1194,"HD 82543  ",46840,0.614,0.157,4.241,-4.998,3.98,21,6.56,L,HD 82543,143.17248,1.86415
1173,"HD 80367  ",45737,0.86,0.165,2.246,-5.035,0.15,,7.26,K,HD 80367,139.86797,0.89706
1207,"HD 83983  ",47587,0.877,0.392,3.34,-4.566,0.33,20,0.93,K,HD 83983,145.54137,7.59015
1291,"HD 90905  ",51386,0.512,0.385,6.692,-4.298,-0.5,1,0.13,K,HD 90905,157.42595,1.49112
1274,"HD 90054  ",50907,0.7,0.158,2.749,-5.019,0.89,,6.96,K,HD 90054,155.93103,2.61934
1316,"HD 92885  ",52471,0.581,0.212,3.682,-4.718,0.58,11,2.18,K,HD 92885,160.89518,4.25081
1334,"HD 94292  ",53212,0.67,0.186,4.369,-4.865,1.59,24,4.19,K,HD 94292,163.25943,4.96199
1352,"HD 95622  ",53943,0.641,0.177,3.066,-4.893,0.82,22,4.67,K,HD 95622,165.56375,8.86967
1303,"HD 91876  ",51949,0.509,0.179,3.11,-4.838,0.52,8,3.76,K,HD 91876,159.19097,14.04543
1265,"HD 89307  ",50473,0.64,0.175,3.023,-4.905,0.15,22,4.88,L,HD 89307,154.5887,12.62111
1284,"HD 90709  ",51299,0.789,0.436,5.375,-4.419,3.86,10,0.34,L,HD 90709,157.18115,17.1335
1270,"HD 89793  ",50784,0.734,0.182,2.348,-4.912,0.43,33,4.98,K,HD 89793,155.54188,16.46987
1293,"HD 91204  ",51579,0.619,0.169,2.922,-4.93,0.35,21,5.31,K,HD 91204,158.02293,17.98974
1480,"HD 104800 ",58843,0.58,0.171,2.973,-4.904,-0.8,16,4.84,K,HD 104800,181.02317,3.34076
1516,"HD 107705 ",60353,0.516,0.169,2.957,-4.889,-0.1,9,4.6,L,HD 107705,185.6335,5.30545
1535,"HD 109286 ",61298,0.697,0.306,5.295,-4.537,-0.1,13,0.77,K,HD 109286,188.39579,7.28091
1505,"HD 106423 ",59690,0.57,0.159,2.785,-4.968,0.37,15,6.0,L,HD 106423,183.61387,8.78239
1500,"HD 106252 ",59610,0.64,0.172,2.978,-4.919,0.18,22,5.12,L,HD 106252,183.37296,10.04164
1499,"HD 106156 ",59572,0.79,0.293,2.896,-4.636,0.15,22,1.41,K,HD 106156,183.23971,10.03772
1485,"HD 105279 ",59110,0.61,0.185,3.212,-4.841,0.64,17,3.81,K,HD 105279,181.81667,10.53138
1417,"HD 101165 ",56795,0.615,0.155,2.682,-5.016,0.34,,6.91,K,HD 101165,174.65463,5.7685
1564,"HD 111398 ",62536,0.66,0.148,2.562,-5.076,0.54,,8.02,L,HD 111398,192.21843,12.09637
1587,"HD 113039 ",63509,0.659,0.159,2.756,-5.0,0.07,,6.6,K,HD 113039,195.19359,14.37726
1543,"HD 109929 ",61662,0.58,0.159,2.778,-4.972,1.24,17,6.09,K,HD 109929,189.60618,14.87241
1605,"HD 114762 ",64426,0.55,0.169,2.957,-4.902,-0.1,12,4.81,L,HD 114762,198.08226,17.51712
1572,"HD 111814 ",62769,0.67,0.149,2.577,-5.072,1.37,,7.95,K,HD 111814,192.93984,19.22883
1510,"HD 107146 ",60074,0.604,0.464,8.034,-4.235,-0.2,2,0.07,K,HD 107146,184.77709,16.5483
1520,"HD 108300 ",60706,0.602,0.155,2.698,-5.007,0.04,,6.74,K,HD 108300,186.62667,18.89038
1509,"HD 107087 ",60039,0.53,0.22,3.834,-4.67,0.54,7,1.7,K,HD 107087,184.69242,19.16811
1497,"HD 106088 ",59525,0.809,0.158,4.299,-5.046,2.48,,7.47,K,HD 106088,183.10271,19.80102
1560,"HD 111066 ",62349,0.55,0.157,2.75,-4.978,0.5,13,6.18,L,HD 111066,191.63625,24.14505
1563,"HD 111395 ",62523,0.703,0.306,2.95,-4.541,0.0,13,0.79,K,HD 111395,192.19603,24.84023
1529,"HD 108956 ",61075,0.624,0.15,4.215,-5.055,1.55,,7.63,L,HD 108956,187.76366,23.77311
1541,"HD 109718 ",61546,0.688,0.164,2.85,-4.98,1.1,31,6.22,K,HD 109718,189.16549,25.79154
1571,"HD 111812 ",62763,0.681,0.427,5.31,-4.334,4.92,5,0.18,L,HD 111812,192.92468,27.54072
1553,"HD 110745 ",62129,0.592,0.147,2.556,-5.068,0.36,,7.87,K,HD 110745,190.99739,27.3249
1412,"HD 100180 ",56242,0.57,0.168,2.93,-4.916,-0.1,15,5.05,K,HD 100180,172.93727,14.3645
1364,"HD 96574  ",54383,0.55,0.162,2.838,-4.944,0.33,13,5.56,L,HD 96574,166.90083,13.85882
1454,"HD 103432 ",58067,0.71,0.272,2.783,-4.619,-0.2,17,1.28,K,HD 103432,178.63362,19.41123
1463,"HD 103847 ",58314,0.83,0.374,3.284,-4.54,0.07,18,0.79,K,HD 103847,179.37055,19.9839
1441,"HD 102509 ",57565,0.547,0.442,5.332,-4.233,3.82,1,0.07,L,HD 102509,176.9964,20.21893
1397,"HD 98736  ",55486,0.84,0.191,2.385,-4.931,0.37,42,5.33,K,HD 98736,170.4556,18.19001
1362,"HD 96529  ",54381,0.709,0.177,2.321,-4.922,0.74,31,5.17,K,HD 96529,166.89589,20.27168
1343,"HD 94835  ",53537,0.624,0.201,3.485,-4.779,0.15,17,2.91,L,HD 94835,164.28984,21.80485
1348,"HD 95188  ",53747,0.74,0.491,3.865,-4.31,-0.3,3,0.14,K,HD 95188,164.95117,25.28986
1384,"HD 97658  ",54906,0.8,0.175,2.316,-4.971,-0.4,42,6.06,K,HD 97658,168.63817,25.71039
1476,"HD 104452 ",58661,0.661,0.285,4.753,-4.555,4.25,12,0.87,L,HD 104452,180.43448,22.0943
1494,"HD 105844 ",59382,0.773,0.149,2.191,-5.088,0.61,,8.23,K,HD 105844,182.74906,22.86182
1545,"HD 110044 ",61739,0.865,0.214,2.479,-4.88,0.12,40,4.44,K,HD 110044,189.8112,29.23543
1424,"HD 101501 ",33537,0.73,0.35,3.173,-4.483,-0.1,11,0.54,K,HD 101501,175.26257,34.20163
1472,"HD 104379 ",58615,0.563,0.203,3.546,-4.743,1.16,11,2.46,L,HD 104379,180.30475,30.63831
1479,"HD 104588 ",58725,0.692,0.175,3.03,-4.927,1.02,29,5.26,K,HD 104588,180.68777,31.51025
1449,"HD 103095 ",54745,0.61,0.305,5.28,-4.482,-0.1,7,0.53,K,HD 103095,178.24487,37.71868
1475,"HD 104437 ",58656,0.671,0.194,3.363,-4.83,0.35,23,3.64,K,HD 104437,180.42003,39.58659
2115,"HD 171238 ",91085,0.767,0.299,2.926,-4.605,0.1,19,1.17,K,HD 171238,278.68198,-28.07232
2091,"HD 167665 ",89620,0.54,0.183,3.206,-4.822,0.03,10,3.53,K,HD 167665,274.34897,-28.28897
2010,"HD 157719 ",85320,0.869,0.151,4.288,-5.098,3.54,,8.42,K,HD 157719,261.52829,-28.5436
2017,"HD 158173 ",85538,0.651,0.148,2.567,-5.072,0.56,,7.94,K,HD 158173,262.20813,-26.72971
2077,"HD 165269 ",88683,0.611,0.197,3.415,-4.79,1.23,16,3.06,K,HD 165269,271.55733,-27.49269
2117,"HD 171665 ",91287,0.68,0.173,2.996,-4.931,0.0,28,5.33,K,HD 171665,279.3035,-25.67127
2122,"HD 172051 ",91438,0.632,0.169,2.927,-4.933,-0.6,22,5.36,K,HD 172051,279.7225,-21.05187
2111,"HD 170657 ",90790,0.84,0.329,3.06,-4.617,-0.3,23,1.26,K,HD 170657,277.829,-18.90881
1980,"HD 155415 ",84181,0.588,0.155,2.697,-5.006,0.78,,6.71,K,HD 155415,258.13027,-25.22716
1990,"HD 156079 ",84491,0.665,0.157,2.722,-5.014,1.12,,6.88,K,HD 156079,259.09956,-21.85795
2000,"HD 157172 ",85017,0.76,0.154,2.216,-5.056,0.21,,7.65,K,HD 157172,260.64402,-19.61618
1998,"HD 156846 ",84856,0.578,0.144,2.523,-5.082,1.27,,8.13,K,HD 156846,260.14296,-19.33375
1943,"HD 151504 ",82265,0.772,0.174,2.312,-4.964,0.4,39,5.92,K,HD 151504,252.13433,-19.28777
1979,"HD 155413 ",84132,0.699,0.166,4.298,-4.976,2.45,32,6.15,K,HD 155413,257.99431,-14.62038
1989,"HD 156034 ",84430,0.796,0.383,5.17,-4.494,4.93,15,0.58,L,HD 156034,258.92117,-9.8088
2096,"HD 168746 ",90004,0.69,0.158,2.733,-5.02,0.26,,6.98,K,HD 168746,275.45743,-11.92268
2093,"HD 168443 ",89844,0.7,0.148,2.569,-5.085,1.07,,8.19,K,HD 168443,275.01638,-9.59572
1232,"HIP 87062 ",87062,0.59,0.17,2.967,-4.908,-1.2,17,4.91,K,HIP 87062,266.86654,-8.77993
2042,"HD 161555 ",86985,0.62,0.159,2.763,-4.986,0.97,21,6.34,L,HD 161555,266.6325,-7.98566
2016,"HD 158170 ",85474,0.57,0.184,4.335,-4.828,2.7,13,3.61,L,HD 158170,262.00974,-8.20837
2055,"HD 163153 ",87710,0.75,0.154,4.267,-5.053,1.73,,7.6,K,HD 163153,268.7403,-7.73395
2196,"HD 183658 ",95962,0.65,0.167,2.89,-4.951,0.18,25,5.69,K,HD 183658,292.71966,-6.51442
2271,"HD 193017 ",100072,0.52,0.252,4.393,-4.566,-0.5,5,0.93,L,HD 193017,304.54169,-4.72866
2264,"HD 192148 ",99665,0.713,0.185,2.36,-4.889,0.47,30,4.59,K,HD 192148,303.37606,-1.21167
2310,"HD 197623 ",102393,0.656,0.151,2.62,-5.051,1.14,,7.56,K,HD 197623,311.23797,0.29194
2284,"HD 194764 ",100889,0.682,0.224,4.519,-4.73,2.32,20,2.31,L,HD 194764,306.85481,-1.55866
2249,"HD 190412 ",98878,0.705,0.194,2.4,-4.85,0.04,27,3.95,K,HD 190412,301.19422,1.15601
2210,"HD 186104 ",96948,0.664,0.153,2.65,-5.041,0.26,,7.38,K,HD 186104,295.624,1.58653
2216,"HD 187003 ",97384,0.61,0.321,5.561,-4.449,1.23,6,0.43,L,HD 187003,296.88883,1.08889
2227,"HD 188268 ",97940,0.878,0.187,2.335,-4.968,0.66,46,6.01,K,HD 188268,298.5623,1.94343
2251,"HD 190594 ",98964,0.776,0.175,2.318,-4.96,0.36,39,5.86,K,HD 190594,301.39014,3.50276
2268,"HD 192343 ",99727,0.639,0.155,2.681,-5.022,0.8,,7.02,K,HD 192343,303.53826,6.57722
2269,"HD 192344 ",99729,0.67,0.147,2.536,-5.09,1.21,,8.26,K,HD 192344,303.54071,6.58897
2118,"HD 171918 ",91332,0.65,0.158,2.734,-5.005,0.6,,6.69,K,HD 171918,279.42761,-7.3367
2120,"HD 171999 ",91360,0.833,0.18,2.332,-4.967,0.34,44,5.99,K,HD 171999,279.49508,-6.80548
2143,"HD 175518 ",92918,0.75,0.187,2.375,-4.899,0.56,33,4.76,L,HD 175518,283.9707,-5.74521
2123,"HD 172088 ",91394,0.553,0.176,3.079,-4.863,1.16,12,4.17,L,HD 172088,279.59916,-3.19364
2163,"HD 179079 ",94256,0.744,0.161,2.244,-5.018,1.43,,6.94,K,HD 179079,287.79095,-2.63839
2071,"HD 164651 ",88324,0.746,0.17,2.293,-4.969,0.28,37,6.02,K,HD 164651,270.57451,0.10419
2069,"HD 164509 ",88268,0.665,0.183,3.174,-4.874,0.35,24,4.34,K,HD 164509,270.38012,0.10456
2136,"HD 174719 ",92569,0.701,0.229,2.576,-4.724,-0.1,21,2.25,K,HD 174719,282.95176,3.03102
2145,"HD 175726 ",92984,0.53,0.312,5.432,-4.43,-0.5,3,0.37,L,HD 175726,284.15489,4.26513
2116,"HD 171264 ",90993,0.84,0.23,4.586,-4.818,3.28,35,3.46,K,HD 171264,278.41952,4.59237
2184,"HD 182407 ",95401,0.617,0.172,4.299,-4.911,1.71,20,4.97,K,HD 182407,291.09586,5.56445
2164,"HD 179152 ",94268,0.718,0.275,4.731,-4.616,3.09,17,1.25,K,HD 179152,287.81402,4.19109
2166,"HD 179596 ",94423,0.528,0.155,2.712,-4.986,0.3,12,6.34,K,HD 179596,288.27898,4.93564
2191,"HD 183263 ",95740,0.63,0.152,2.627,-5.042,0.41,,7.38,K,HD 183263,292.10238,8.35805
2189,"HD 183162 ",95696,0.606,0.19,3.301,-4.816,0.59,16,3.44,K,HD 183162,291.96572,8.96966
2223,"HD 187897 ",97779,0.6,0.31,5.374,-4.465,0.0,6,0.48,K,HD 187897,298.03911,7.46004
2221,"HD 187691 ",97675,0.56,0.149,2.61,-5.039,0.52,,7.34,L,HD 187691,297.75685,10.41572
2233,"HD 188510 ",98020,0.57,0.168,2.937,-4.913,-1.5,15,5.01,K,HD 188510,298.79033,10.74094
2224,"HD 187923 ",97767,0.68,0.158,2.737,-5.015,1.08,,6.88,K,HD 187923,298.01433,11.62833
2193,"HD 183341 ",95772,0.57,0.159,2.786,-4.968,0.07,15,6.0,L,HD 183341,292.19328,11.02698
2186,"HD 182572 ",95447,0.77,0.167,2.278,-4.994,1.24,40,6.49,K,HD 182572,291.2425,11.94441
2179,"HD 181253 ",94949,0.527,0.226,3.946,-4.647,0.88,6,1.49,K,HD 181253,289.82086,14.17757
2598,"HD 231157 ",94991,0.709,0.167,2.27,-4.973,0.0,33,6.11,K,HD 231157,289.94123,16.49796
2599,"HD 231701 ",96078,0.539,0.169,2.963,-4.897,0.27,11,4.72,K,HD 231701,293.01734,16.47429
1915,"HD 148604 ",80793,0.823,0.217,4.531,-4.84,4.7,36,3.8,L,HD 148604,247.44549,-14.55087
1962,"HD 153378 ",83146,0.657,0.163,2.815,-4.979,1.36,27,6.2,K,HD 153378,254.88132,-7.9555
1963,"HD 153458 ",83181,0.61,0.274,4.742,-4.55,-0.2,9,0.84,K,HD 153458,255.00691,-7.53166
1872,"HD 144585 ",78955,0.66,0.149,2.583,-5.067,0.83,,7.86,K,HD 144585,241.76404,-14.0713
1890,"HD 146434 ",79749,0.7,0.165,2.861,-4.982,1.43,32,6.26,K,HD 146434,244.1508,-10.18966
1887,"HD 146233 ",79672,0.65,0.17,2.946,-4.933,0.02,24,5.36,K,HD 146233,243.90529,-8.36944
1866,"HD 143332 ",78380,0.544,0.16,2.811,-4.952,1.11,13,5.72,K,HD 143332,240.01105,-7.12271
1922,"HD 149724 ",81347,0.75,0.159,2.236,-5.029,1.28,,7.16,K,HD 149724,249.20232,-6.2943
