main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode
BD+08  4887,338.25927631831553,9.3779774061202,,GJ   863,HIP 111313,,M0V,1986AJ.....92..139S,77.0259,0.0562,2018yCat.1345....0G,10.373,,2010MNRAS.403.1949K,9.537,8.0E-4,2018yCat.1345....0G,8.329,,2010MNRAS.403.1949K,9.399,,2010MNRAS.403.1949K
G 234-37,128.9543356787876,68.0692019704612,,GJ  3506,,,M3.0Ve,2013AJ....145..102L,76.8538,0.0366,2018yCat.1345....0G,12.0,,2012yCat.1322....0Z,10.5459,4.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,11.1,,2003AJ....125..984M
G 166-49,222.7933184899851,31.1111999838985,,,,,M4.0V,2013AJ....145..102L,76.8119,0.0719,2018yCat.1345....0G,12.519,0.01,2012yCat.1322....0Z,11.303,0.0015,2018yCat.1345....0G,9.78,,2008AJ....136..259W,12.29,0.08,2012yCat.1322....0Z
L  194-11,187.3939252844337,-55.9936247108066,,GJ  1158,,,M4V,1983SAAOC...7..106W,76.4819,0.0577,2018yCat.1345....0G,13.27,,,11.8725,6.0E-4,2018yCat.1345....0G,10.41,,2011AJ....141..117J,12.02,,2011AJ....141..117J
BD-11  2741,147.7901670392818,-12.3298545001099,,GJ   369,HIP  48336,,M1,2014MNRAS.443.2561G,76.2323,0.0475,2018yCat.1345....0G,10.016,,2010MNRAS.403.1949K,9.2393,8.0E-4,2018yCat.1345....0G,8.073,,2010MNRAS.403.1949K,9.078,,2010MNRAS.403.1949K
Ross   15,29.847974192771,58.5211403452421,,GJ    82,HIP   9291,,M4Ve,1974ApJS...28....1J,76.1335,0.0541,2018yCat.1345....0G,12.155,0.03,2012yCat.1322....0Z,10.834,9.0E-4,2018yCat.1345....0G,,,,11.871,0.05,2012yCat.1322....0Z
Ross   10,24.5900659172179,57.2324960878786,,GJ    63,HIP   7635,,M2.5Ve,2013AJ....145..102L,76.1309,0.0565,2018yCat.1345....0G,,,,10.891,6.0E-4,2018yCat.1345....0G,,,,11.511,0.05,2012yCat.1322....0Z
G 172-30,14.2612164901794,45.0860530286392,,,,,M3.0Ve,2013AJ....145..102L,76.0648,0.0462,2018yCat.1345....0G,11.972,0.06,2012yCat.1322....0Z,10.7975,5.0E-4,2018yCat.1345....0G,,,,11.568,0.03,2012yCat.1322....0Z
BD-17  6785,354.5339865599042,-16.236167389057,,GJ  4352,,,M2V,1986AJ.....92..139S,76.0557,0.0679,2018yCat.1345....0G,11.288,0.05,2012yCat.1322....0Z,10.3329,0.001,2018yCat.1345....0G,9.08,,2004AJ....128..463R,11.079,0.03,2012yCat.1322....0Z
G 195-57,152.3748743113196,51.2887997620984,,GJ  3586,,,M4.65,2015ApJ...802L..10T,75.9839,0.054,2018yCat.1345....0G,13.514,0.01,2012yCat.1322....0Z,12.18,3.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,13.084,0.04,2012yCat.1322....0Z
CD-55  1514,99.9068482592655,-55.6096758825019,,GJ  3403,HIP  31862,,M0Vk:,2006AJ....132..161G,75.8908,0.0193,2018yCat.1345....0G,9.809,,2010MNRAS.403.1949K,9.065,5.0E-4,2018yCat.1345....0G,7.927,,2010MNRAS.403.1949K,8.883,,2010MNRAS.403.1949K
HD 166348,273.0891343162643,-43.4448477313851,HD 166348,GJ   707,HIP  89211,,M0V,1978MSS...C02....0H,75.7454,0.0446,2018yCat.1345....0G,8.372,0.013,2000A&A...355L..27H,7.8433,7.0E-4,2018yCat.1345....0G,6.9,,1982MNRAS.201...51R,7.59,,1982MNRAS.201...51R
BD+57  2735,351.1271437834722,57.8543102144348,,GJ   895,HIP 115562,,M1.5Ve,2013AJ....145..102L,75.5654,0.0333,2018yCat.1345....0G,10.113,0.09,2012yCat.1322....0Z,9.1391,4.0E-4,2018yCat.1345....0G,8.3,,2003AJ....125..984M,9.586,0.02,2012yCat.1322....0Z
NLTT 35712,208.4116460513179,77.6189307244311,,,,,M4.0V,2013AJ....145..102L,75.4702,0.0477,2018yCat.1345....0G,12.859,0.04,2012yCat.1322....0Z,11.549,8.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.525,0.05,2012yCat.1322....0Z
G  44-42,163.0176813371742,13.99758470349861,,GJ   403,,,M4V,2014AJ....147...20N,75.4576,0.0579,2018yCat.1345....0G,12.737,0.05,2012yCat.1322....0Z,11.4748,7.0E-4,2018yCat.1345....0G,9.95,,2007A&A...464..787S,12.336,0.05,2012yCat.1322....0Z
LP  912-33,209.3044350365923,-29.3738698946203,,,,,M3,2014MNRAS.443.2561G,75.4118,0.0705,2018yCat.1345....0G,12.527,0.02,2012yCat.1322....0Z,11.3797,8.0E-4,2018yCat.1345....0G,,,,12.268,0.06,2012yCat.1322....0Z
LP  255-11,105.8465369306274,34.6976089937514,,GJ  3423,,,M4.0V,2013AJ....145..102L,75.398,0.0706,2018yCat.1345....0G,13.086,0.12,2012yCat.1322....0Z,11.7702,9.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.82,0.09,2012yCat.1322....0Z
G  23-24,300.9624862646945,5.9956218708113,,GJ  1248,,,M2.5Ve,2013AJ....145..102L,75.3873,0.0597,2018yCat.1345....0G,12.173,0.01,2012yCat.1322....0Z,11.1184,0.0012,2018yCat.1345....0G,10.9,,2003AJ....125..984M,11.646,0.03,2012yCat.1322....0Z
BD-07  4156,239.9724231767822,-8.2532060250746,,GJ   606,HIP  78353,,M1V,1986AJ.....92..139S,75.2306,0.0513,2018yCat.1345....0G,10.487,,2010MNRAS.403.1949K,9.5936,7.0E-4,2018yCat.1345....0G,8.365,,2010MNRAS.403.1949K,9.497,,2010MNRAS.403.1949K
V* CW UMa,167.9655869781093,33.5364532415119,,GJ  3647,,,M3.5V,2009ApJ...699..649S,74.8614,0.0676,2018yCat.1345....0G,12.314,0.01,2012yCat.1322....0Z,11.1441,0.0015,2018yCat.1345....0G,9.7,,2003AJ....125..984M,12.203,0.08,2012yCat.1322....0Z
G  31-53,7.164435765341251,-6.663661465345834,,GJ  1012,,,M4.18,2015ApJ...802L..10T,74.7749,0.0995,2018yCat.1345....0G,12.23,,,10.8947,7.0E-4,2018yCat.1345....0G,,,,11.885,0.04,2012yCat.1322....0Z
G 113-46,128.6078575059343,-1.1443206278377,,GJ  2070,,,M3,2004AJ....128..463R,74.6362,0.0672,2018yCat.1345....0G,12.711,0.03,2012yCat.1322....0Z,11.5077,0.0014,2018yCat.1345....0G,,,,12.416,0.06,2012yCat.1322....0Z
G 124-27,215.313021135701,-1.1221705432622,,GJ  3843,,,M4,2014MNRAS.443.2561G,74.5644,0.0808,2018yCat.1345....0G,12.95,,,11.8366,0.0011,2018yCat.1345....0G,,,,13.02,0.15,2009yCat.1315....0Z
G 125-34,297.1700441907338,35.9214559619814,,,,,M3.5Ve,2013AJ....145..102L,74.4282,0.0391,2018yCat.1345....0G,13.099,0.01,2012yCat.1322....0Z,11.8095,5.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.62,0.06,2012yCat.1322....0Z
LP  672-42,172.6742727661248,-8.0952740381023,,,HIP  56157,,M3.0V,2015A&A...577A.128A,74.3878,0.0705,2018yCat.1345....0G,12.01,,2010MNRAS.403.1949K,10.8095,6.0E-4,2018yCat.1345....0G,9.45,,2010MNRAS.403.1949K,10.893,,2010MNRAS.403.1949K
L  749-34,139.0860190159372,-18.625805991747,,GJ  3543,,,M2V,1986AJ.....92..139S,74.3573,0.0398,2018yCat.1345....0G,10.739,0.01,2012yCat.1322....0Z,9.7953,7.0E-4,2018yCat.1345....0G,,,,10.326,0.02,2012yCat.1322....0Z
MCC 573,154.191452548156,-11.9617786147842,,GJ   386,HIP  50341,,M3,2010MNRAS.403.1949K,74.2338,0.0657,2018yCat.1345....0G,10.998,,2010MNRAS.403.1949K,9.9227,0.0012,2018yCat.1345....0G,8.624,,2010MNRAS.403.1949K,9.953,,2010MNRAS.403.1949K
L  266-69,248.3319768967572,-52.1322927267491,,,,,M4e,2014MNRAS.443.2561G,74.072,0.0808,2018yCat.1345....0G,,,,11.1099,0.0015,2018yCat.1345....0G,,,,12.031,0.19,2012yCat.1322....0Z
G 129-47,359.4339475905774,23.3046132714098,,GJ  1292,,,M3V,1986AJ.....92..139S,74.0641,1.0281,2018yCat.1345....0G,11.72,,,10.5503,5.0E-4,2018yCat.1345....0G,9.2,,2003AJ....125..984M,10.8,,2003AJ....125..984M
G 137-84,242.3177708552186,9.3520957922624,,,,,M3.0V,2013AJ....145..102L,73.8594,0.0581,2018yCat.1345....0G,11.729,0.01,2012yCat.1322....0Z,10.6534,6.0E-4,2018yCat.1345....0G,8.7,,2003AJ....125..984M,11.398,0.05,2012yCat.1322....0Z
BD+09  2636,187.8158383539613,8.8106082938987,,GJ   471,HIP  61094,,M0V,1986AJ.....92..139S,73.764,0.4146,2018yCat.1345....0G,9.664,,2010MNRAS.403.1949K,8.9508,6.0E-4,2018yCat.1345....0G,7.822,,2010MNRAS.403.1949K,8.748,,2010MNRAS.403.1949K
BD+36  1970,142.9847203474774,36.3202294003036,,GJ   353,HIP  46769,,M1V,1986AJ.....92..139S,73.6683,0.0483,2018yCat.1345....0G,10.139,0.01,2012yCat.1322....0Z,9.4095,5.0E-4,2018yCat.1345....0G,8.4,,2003AJ....125..984M,9.799,0.02,2012yCat.1322....0Z
G 205-28,277.9932295218721,40.686390834132,,GJ  4062,,,M3.5Ve,2013AJ....145..102L,73.649,0.0382,2018yCat.1345....0G,12.046,0.08,2012yCat.1322....0Z,10.8043,7.0E-4,2018yCat.1345....0G,,,,11.562,0.03,2012yCat.1322....0Z
G 165-58,213.9849002595008,36.2770453544976,,,,,M3.5Ve,2013AJ....145..102L,73.5536,0.045,2018yCat.1345....0G,12.833,0.01,2012yCat.1322....0Z,11.6987,6.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.476,0.08,2012yCat.1322....0Z
L  473-1,200.0160681447326,-35.4121998747963,,GJ  3777,,,M4,2014MNRAS.443.2561G,73.3055,0.0743,2018yCat.1345....0G,13.0,,,11.6326,8.0E-4,2018yCat.1345....0G,,,,12.72,0.09,2009yCat.1315....0Z
L  714-88,324.75386239999995,-24.158141199999996,,GJ   836,,,M3.5,1985ApJS...59..197B,73.3,12.0,1995GCTP..C......0V,13.4,0.01,2012yCat.1322....0Z,12.0919,8.0E-4,2018yCat.1345....0G,,,,13.09,0.13,2012yCat.1322....0Z
Ross 1020,200.7364494252646,24.4676673624151,,GJ  3779,,,M4V,2014AJ....147...20N,72.7352,0.0611,2018yCat.1345....0G,13.01,0.01,2012yCat.1322....0Z,11.6266,8.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.577,0.06,2012yCat.1322....0Z
G  18-49,336.761692334539,6.825730409,,GJ  4279,,,M3.5,,72.7232,0.08,2018yCat.1345....0G,13.337,0.04,2012yCat.1322....0Z,11.9312,6.0E-4,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.836,0.14,2012yCat.1322....0Z
Ross  848,215.030710733511,-9.6203865684074,,GJ   545,,,M4,2014MNRAS.443.2561G,72.435,0.0724,2018yCat.1345....0G,12.87,,,11.5984,6.0E-4,2018yCat.1345....0G,10.25,,2007A&A...464..787S,,,
L  106-15,211.0340670846204,-66.243910843757,,,,,M3,2014MNRAS.443.2561G,72.2618,0.5094,2018yCat.1345....0G,,,,10.4897,4.0E-4,2018yCat.1345....0G,,,,11.26,0.02,2012yCat.1322....0Z
BD+52   911,75.8495892084684,53.1284688448053,,GJ   184,HIP  23518,WDS J05034+5308A,M0.5Ve,2013AJ....145..102L,72.1506,0.0357,2018yCat.1345....0G,10.059,,2012yCat.1322....0Z,9.2141,5.0E-4,2018yCat.1345....0G,8.11,,2004AJ....128..463R,9.08,,2004AJ....128..463R
LSPM J0617+8353,94.2723642,83.8931609,,,,,M3.5Ve,2013AJ....145..102L,72.0,4.5,2014ApJ...784..156D,13.07,0.03,2012yCat.1322....0Z,11.9619,0.0044,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.738,0.07,2012yCat.1322....0Z
UCAC3 223-23449,70.732759138252,21.4730431638482,,,,,M3.5Ve,2013AJ....145..102L,71.9352,0.0674,2018yCat.1345....0G,11.93,0.05,2012yCat.1322....0Z,10.7172,6.0E-4,2018yCat.1345....0G,,,,11.545,0.05,2012yCat.1322....0Z
G 245-71,50.340747522134,79.9672652323826,,GJ   133,HIP  15638,,M2.0Ve,2013AJ....145..102L,71.7575,0.04,2018yCat.1345....0G,11.2,0.07,2000A&A...355L..27H,10.2358,5.0E-4,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.2,,2003AJ....125..984M
L  174-28,39.4699531265859,-58.753072744797,,,HIP  12261,,M3V,2006AJ....132..161G,71.7064,0.0401,2018yCat.1345....0G,12.459,,2010MNRAS.403.1949K,11.1643,0.0019,2018yCat.1345....0G,9.805,,2010MNRAS.403.1949K,11.286,,2010MNRAS.403.1949K
Ross  802,234.24426986970292,-14.13382088487861,,GJ   592,,,M4,2014MNRAS.443.2561G,71.655,0.0804,2018yCat.1345....0G,12.726,0.05,2012yCat.1322....0Z,11.3527,0.0017,2018yCat.1345....0G,9.96,,2008MNRAS.389..585C,12.396,0.08,2012yCat.1322....0Z
Ross  987,109.5340867279726,39.274808666448,,GJ  3438,HIP  35353,,M0V,1986AJ.....92..139S,71.4947,0.0675,2018yCat.1345....0G,10.342,0.04,2012yCat.1322....0Z,9.5081,0.0019,2018yCat.1345....0G,8.7,,2003AJ....125..984M,9.854,0.02,2012yCat.1322....0Z
G 204-39,269.4623592672962,46.5886459355361,,GJ  4040,HIP  87938,,M2.5V,2015A&A...577A.128A,71.4754,0.0354,2018yCat.1345....0G,11.64,0.15,2000A&A...355L..27H,10.5633,6.0E-4,2018yCat.1345....0G,,,,11.3,,2003AJ....125..984M
Wolf 1039,353.5138930412085,0.179409989519,,GJ   899,HIP 116317,,M2/3V,1986AJ.....92..139S,71.3741,0.0496,2018yCat.1345....0G,11.16,,2010MNRAS.403.1949K,10.1648,9.0E-4,2018yCat.1345....0G,8.881,,2010MNRAS.403.1949K,10.141,,2010MNRAS.403.1949K
UCAC4 538-050967,153.9747484518572,17.4908528643113,,,,,M3.5Ve,2013AJ....145..102L,71.348,0.0841,2018yCat.1345....0G,12.904,0.02,2012yCat.1322....0Z,11.6049,9.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.6,0.07,2012yCat.1322....0Z
G 215-50,337.4541066099008,41.480164845345,,GJ  1270,,,M4V,2014AJ....147...20N,71.2764,0.1177,2018yCat.1345....0G,13.25,,,11.8656,5.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.1,,2003AJ....125..984M
LP  837-53,88.9300595305835,-26.8565029439043,,,HIP  28035,,M2.5V,2006AJ....132..161G,71.229,0.0324,2018yCat.1345....0G,10.816,,2010MNRAS.403.1949K,9.7796,6.0E-4,2018yCat.1345....0G,8.473,,2010MNRAS.403.1949K,9.776,,2010MNRAS.403.1949K
Ross  863,256.7812078886146,21.5540192113353,,GJ   655,HIP  83762,,M3V,1995AJ....110.1838R,71.1625,0.0442,2018yCat.1345....0G,11.677,,2010MNRAS.403.1949K,10.5549,5.0E-4,2018yCat.1345....0G,9.239,,2010MNRAS.403.1949K,10.579,,2010MNRAS.403.1949K
BD+19   381,38.9721119985001,20.2198842608431,,GJ   104,HIP  12097,,M3V,1986AJ.....92..139S,71.1607,0.0684,2018yCat.1345....0G,10.628,,2010MNRAS.403.1949K,9.7061,7.0E-4,2018yCat.1345....0G,8.403,,2010MNRAS.403.1949K,9.611,,2010MNRAS.403.1949K
L  611-67,169.1568025809057,-27.9553446167842,,GJ  3654,,,M4,1985ApJS...59..197B,71.1005,0.054,2018yCat.1345....0G,13.1,,,12.3007,4.0E-4,2018yCat.1345....0G,,,,,,
BD-02  2198,114.0294993657403,-3.1107753767804,,GJ   282 C,HIP  36985,,M1.0V,2015A&A...577A.128A,71.0791,0.1367,2018yCat.1345....0G,9.871,,2010MNRAS.403.1949K,9.1183,0.001,2018yCat.1345....0G,7.891,0.014,2012AcA....62...67K,8.925,,2010MNRAS.403.1949K
G 270-1,7.897551126296248,-5.870299990535278,,GJ  1013,,,M3.68,2015ApJ...802L..10T,70.9713,0.053,2018yCat.1345....0G,12.75,,,11.5577,0.0011,2018yCat.1345....0G,,,,12.407,0.1,2012yCat.1322....0Z
G 184-24,281.3456178428427,18.8662598165797,,,,,M4.0V,2015A&A...577A.128A,70.9655,0.044,2018yCat.1345....0G,13.736,0.01,2012yCat.1322....0Z,12.2906,3.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.378,0.08,2012yCat.1322....0Z
L  617-35,200.90845862592641,-25.9125398058897,,GJ  3780,,,M3.5,2006AJ....132..866R,70.8096,0.0707,2018yCat.1345....0G,12.89,0.06,2014AJ....147...85R,11.5738,8.0E-4,2018yCat.1345....0G,10.11,0.03,2005yCat.2263....0T,11.68,0.03,2014AJ....147...85R
UCAC4 423-005428,61.52864558906,-5.5790598342646,,,,,M3.5V,2015A&A...577A.128A,70.7629,0.0591,2018yCat.1345....0G,13.313,0.06,2012yCat.1322....0Z,12.003,5.0E-4,2018yCat.1345....0G,,,,13.009,0.1,2012yCat.1322....0Z
UCAC3 281-106425,116.8077839087292,50.3440277823488,,,,,M4.0V,2013AJ....145..102L,70.7032,0.0688,2018yCat.1345....0G,13.09,0.05,2012yCat.1322....0Z,11.7962,6.0E-4,2018yCat.1345....0G,,,,12.752,0.09,2012yCat.1322....0Z
CD-48 12818,284.781077507636,-48.2744624672461,,GJ   739,HIP  93206,,M4V,1974PhDT........10S,70.6533,0.0792,2018yCat.1345....0G,11.142,,2010MNRAS.403.1949K,10.0861,0.0014,2018yCat.1345....0G,8.8,,2010MNRAS.403.1949K,10.104,,2010MNRAS.403.1949K
Wolf  433,189.718504046134,11.6961516024479,,GJ   480,HIP  61706,,M3.5Ve,2013AJ....145..102L,70.2164,0.0743,2018yCat.1345....0G,11.502,,2010MNRAS.403.1949K,10.3249,7.0E-4,2018yCat.1345....0G,8.963,,2010MNRAS.403.1949K,10.394,,2010MNRAS.403.1949K
BD+16  2658,217.373738895634,15.5326385317486,,GJ   552,HIP  70865,,M2/3V,1986AJ.....92..139S,70.1774,0.0505,2018yCat.1345....0G,10.676,,2010MNRAS.403.1949K,9.7233,0.001,2018yCat.1345....0G,8.467,,2010MNRAS.403.1949K,9.674,,2010MNRAS.403.1949K
LP  831-1,43.6646428116527,-22.2662543249499,,,,,M3,2014MNRAS.443.2561G,69.9548,0.0562,2018yCat.1345....0G,12.972,0.03,2012yCat.1322....0Z,11.7545,5.0E-4,2018yCat.1345....0G,,,,12.653,0.09,2012yCat.1322....0Z
G 123-55,190.7078529613312,41.8964281525108,,,,,M4.0V,2013AJ....145..102L,69.8957,0.0689,2018yCat.1345....0G,12.417,0.02,2012yCat.1322....0Z,11.0509,0.0017,2018yCat.1345....0G,9.5,,2003AJ....125..984M,11.985,0.04,2012yCat.1322....0Z
CD-28 16676,306.9235702295308,-27.7477068471306,,GJ   791,HIP 100923,,M3,2010MNRAS.403.1949K,69.8796,0.0685,2018yCat.1345....0G,11.433,,2010MNRAS.403.1949K,10.3381,8.0E-4,2018yCat.1345....0G,9.32,0.04,2005yCat.2263....0T,10.374,,2010MNRAS.403.1949K
G 173-37,31.7660655641431,49.6454073324965,,,,,M3.5V,2013AJ....145..102L,69.8608,0.0668,2018yCat.1345....0G,12.225,0.06,2012yCat.1322....0Z,11.0648,0.0016,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.892,0.06,2012yCat.1322....0Z
L  374-6,66.234146090705,-40.0465531655108,,GJ  3286,,,M3,2004AJ....128..463R,69.8147,0.0469,2018yCat.1345....0G,14.058,0.02,2012yCat.1322....0Z,12.568,4.0E-4,2018yCat.1345....0G,11.07,,2004AJ....128..463R,12.77,,2004AJ....128..463R
L   37-56,161.9111891666063,-79.462787092761,,GJ  3625,,,M3,,69.7947,0.0379,2018yCat.1345....0G,13.45,,,12.0552,5.0E-4,2018yCat.1345....0G,,,,,,
Ross   93,145.9817229257353,26.9690024622545,,GJ  3564,HIP  47741,,M3.5Ve,2013AJ....145..102L,69.4962,0.0922,2018yCat.1345....0G,13.962,0.01,2000A&A...355L..27H,10.8381,0.0012,2018yCat.1345....0G,,,,11.63,0.07,2012yCat.1322....0Z
CD-38  1058,48.12405092440375,-38.08893532412472,,GJ   130,,,M3,1985ApJS...59..197B,69.4776,0.0696,2018yCat.1345....0G,11.51,,,10.5086,6.0E-4,2018yCat.1345....0G,9.36,0.03,2005yCat.2263....0T,11.045,0.01,2012yCat.1322....0Z
TYC 3135-52-1,293.8716782734388,37.7689263348953,,,,,M3.0V,2009ApJ...699..649S,69.4654,0.0591,2018yCat.1345....0G,11.59,0.13,2000A&A...355L..27H,10.3814,7.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,11.16,0.03,2012yCat.1322....0Z
HD  23453,56.5839163110976,26.2155060816761,HD  23453,GJ   154,HIP  17609,,M1V,2003AJ....126.2048G,69.4494,0.0627,2018yCat.1345....0G,9.58,0.01,2012yCat.1322....0Z,8.8701,0.0012,2018yCat.1345....0G,7.9,,2003AJ....125..984M,9.237,0.02,2012yCat.1322....0Z
HD 184489,293.6660006672354,4.5825135227371,HD 184489,GJ   763,HIP  96285,,M0V,1991ApJS...77..417K,69.3122,0.0389,2018yCat.1345....0G,9.326,,2010MNRAS.403.1949K,8.7113,4.0E-4,2018yCat.1345....0G,7.7,,2010MNRAS.403.1949K,8.475,,2010MNRAS.403.1949K
Wolf 1373,314.3556485750504,22.3627244190927,,GJ   813,HIP 103441,,M3V,2014AJ....147...20N,69.3112,0.0676,2018yCat.1345....0G,12.013,,2010MNRAS.403.1949K,11.0028,9.0E-4,2018yCat.1345....0G,9.695,,2010MNRAS.403.1949K,10.955,,2010MNRAS.403.1949K
LP  844-28,133.83433941828707,-23.87073517396472,,GJ  3518,,,M4,,69.2108,0.4575,2018yCat.1345....0G,13.823,0.03,2012yCat.1322....0Z,12.3283,7.0E-4,2018yCat.1345....0G,,,,13.722,0.12,2012yCat.1322....0Z
L   68-30,190.5818088901953,-71.6389203261756,,GJ  3740,,,M3.5,,69.2005,0.0421,2018yCat.1345....0G,,,,12.0815,7.0E-4,2018yCat.1345....0G,,,,,,
Wolf  906,315.4943374302661,-6.3187436079594,,GJ   816,HIP 103800,,M2.5V,2015A&A...577A.128A,69.1402,0.1217,2018yCat.1345....0G,11.219,,2010MNRAS.403.1949K,10.1732,8.0E-4,2018yCat.1345....0G,8.86,,2010MNRAS.403.1949K,10.167,,2010MNRAS.403.1949K
CD-36  2458,86.9190791244269,-36.3285652424895,,GJ   218,HIP  27359,,M1.5,2010MNRAS.403.1949K,68.9811,0.0258,2018yCat.1345....0G,10.736,,2010MNRAS.403.1949K,9.8331,7.0E-4,2018yCat.1345....0G,8.614,,2010MNRAS.403.1949K,9.763,,2010MNRAS.403.1949K
HD 216133,342.5809342446501,-7.0901058060582,HD 216133,GJ   875,HIP 112774,,M0.5V,2010MNRAS.403.1949K,68.9567,0.0539,2018yCat.1345....0G,9.847,,2010MNRAS.403.1949K,9.1303,6.0E-4,2018yCat.1345....0G,8.02,,2010MNRAS.403.1949K,8.933,,2010MNRAS.403.1949K
UCAC4 828-015554,217.8059528956429,75.4450654829109,,,,,M4.0V,2015A&A...577A.128A,68.8501,0.0401,2018yCat.1345....0G,14.064,0.04,2012yCat.1322....0Z,12.7834,5.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.769,0.07,2012yCat.1322....0Z
VB 16,102.27273435518167,37.11402463835722,,GJ  1092,,,M4,2012ApJ...748...93R,68.844,0.0763,2018yCat.1345....0G,13.77,,,12.4788,6.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.6,,2003AJ....125..984M
LP  804-27,243.1740842568779,-18.87550311398889,,,HIP  79431,,M3V,2006AJ....132..161G,68.7833,0.1217,2018yCat.1345....0G,11.372,,2010MNRAS.403.1949K,10.2351,0.0013,2018yCat.1345....0G,9.37,0.04,2005yCat.2263....0T,10.289,,2010MNRAS.403.1949K
G 154-52,273.8017683763648,-19.4018512072983,,,,,M2,2014MNRAS.443.2561G,68.4979,0.054,2018yCat.1345....0G,11.02,0.13,2000A&A...355L..27H,9.9873,0.0013,2018yCat.1345....0G,,,,10.457,0.02,2012yCat.1322....0Z
Ross 1047,227.3983009711452,3.1668198896981,,GJ  3892,HIP  74190,,M2V,1986AJ.....92..139S,68.4948,0.0644,2018yCat.1345....0G,11.473,,2010MNRAS.403.1949K,10.3683,0.001,2018yCat.1345....0G,9.052,,2010MNRAS.403.1949K,10.405,,2010MNRAS.403.1949K
Ross 1057,235.3189789344399,75.9927275042046,,GJ   597,HIP  76832,,M3.5Ve,2013AJ....145..102L,68.349,1.4898,2018yCat.1345....0G,12.22,,2012yCat.1322....0Z,11.0493,9.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,11.4,,2003AJ....125..984M
G  98-7,83.21625602660625,33.82960765099917,,,,,M3.5V,2015A&A...577A.128A,68.3356,0.0659,2018yCat.1345....0G,13.468,0.05,2012yCat.1322....0Z,12.2234,4.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,13.077,0.09,2012yCat.1322....0Z
G 252-13,127.8754964519539,73.0627162508144,,,,,M4.0Ve,2013AJ....145..102L,68.2218,0.047,2018yCat.1345....0G,12.96,,2001KFNT...17e.409K,11.6686,7.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.5,,2003AJ....125..984M
Wolf 1421,117.068274442903,20.3681256868351,,GJ   289,HIP  38082,,M1.5Ve,2013AJ....145..102L,68.0346,0.0438,2018yCat.1345....0G,11.418,,2010MNRAS.403.1949K,10.5516,6.0E-4,2018yCat.1345....0G,9.304,,2010MNRAS.403.1949K,10.437,,2010MNRAS.403.1949K
LP  768-113,23.4916725482791,-17.639946683793198,,,,,M3.5e,2002AJ....123.2828C,67.9564,0.0849,2018yCat.1345....0G,13.042,0.06,2012yCat.1322....0Z,11.7418,4.0E-4,2018yCat.1345....0G,10.288,0.03,2005yCat.2263....0T,12.693,0.07,2012yCat.1322....0Z
HD  19305,46.6114049738477,1.9651744487792,HD  19305,GJ   123,HIP  14445,,M0V,1989ApJS...71..245K,67.8892,0.0518,2018yCat.1345....0G,9.055,,2010MNRAS.403.1949K,8.4513,8.0E-4,2018yCat.1345....0G,7.427,,2010MNRAS.403.1949K,8.201,,2010MNRAS.403.1949K
G 192-22,93.5098391244051,51.668908957535,,GJ  3388,,,M3.5Ve,2013AJ....145..102L,67.6281,0.0787,2018yCat.1345....0G,12.86,0.04,2012yCat.1322....0Z,11.6883,0.0011,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.525,0.04,2012yCat.1322....0Z
Ross  136,275.5278178479201,6.3437728066667,,GJ   712,,,M4V,2014AJ....147...20N,67.5942,0.0599,2018yCat.1345....0G,12.624,0.01,2012yCat.1322....0Z,11.3837,8.0E-4,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.213,0.04,2012yCat.1322....0Z
L  125-51,32.82520943347208,-63.228036159685836,,GJ  3141,,,M3,2014MNRAS.443.2561G,67.4452,0.0439,2018yCat.1345....0G,,,,11.1624,9.0E-4,2018yCat.1345....0G,9.805,0.03,2005yCat.2263....0T,11.848,0.05,2012yCat.1322....0Z
