main_id,ra,dec,hd,gj,hip,wds,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,v,v_err,v_bibcode,g,g_err,g_bibcode,i,i_err,i_bibcode,r,r_err,r_bibcode
CD-29  8019,150.2947583214952,-30.3901459479908,,GJ   377,HIP  49091,,M3V,1983SAAOC...7..106W,62.0984,0.066,2018yCat.1345....0G,11.44,,2010MNRAS.403.1949K,10.3217,9.0E-4,2018yCat.1345....0G,8.975,,2010MNRAS.403.1949K,10.363,,2010MNRAS.403.1949K
G 131-66,6.335820158137917,22.88641914812111,,GJ  3034,,,M4,,61.8663,0.0891,2018yCat.1345....0G,14.249,0.06,2012yCat.1322....0Z,12.7917,5.0E-4,2018yCat.1345....0G,11.0,,2003AJ....125..984M,13.877,0.06,2012yCat.1322....0Z
GJ    21,6.7195917778174,70.1424216923291,,GJ    21,HIP   2120,,M1.0Ve,2013AJ....145..102L,61.8444,0.025,2018yCat.1345....0G,10.547,0.01,2012yCat.1322....0Z,9.6976,5.0E-4,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.075,0.03,2012yCat.1322....0Z
UCAC3 31-98928,292.4095625410918,-74.7450435722139,,,,,M3,2014MNRAS.443.2561G,61.6238,0.0362,2018yCat.1345....0G,11.78,0.02,2012yCat.1322....0Z,10.8229,5.0E-4,2018yCat.1345....0G,9.62,0.03,2005yCat.2263....0T,11.432,0.029,2009yCat.1315....0Z
G 162-70,158.754655511923,-9.4107161049707,,,,,M3,2013A&A...556A..15R,61.3834,0.0801,2018yCat.1345....0G,12.11,,2008MNRAS.389..585C,10.9896,0.0016,2018yCat.1345....0G,9.63,,2008MNRAS.389..585C,11.02,,2008MNRAS.389..585C
L  240-16,114.0500984356876,-51.9225590118332,,GJ  3455,,,M3,2014MNRAS.443.2561G,61.2704,0.0293,2018yCat.1345....0G,12.45,,,11.2956,6.0E-4,2018yCat.1345....0G,9.89,0.03,2005yCat.2263....0T,12.15,0.1,2009yCat.1315....0Z
Ross  249,357.0130752101461,49.0159183504097,,GJ   907,HIP 117383,,M3V,2014AJ....147...20N,61.2653,0.0413,2018yCat.1345....0G,12.1,0.03,2012yCat.1322....0Z,11.164,0.001,2018yCat.1345....0G,10.3,,2003AJ....125..984M,10.9,,2003AJ....125..984M
L  204-148,264.6354141361369,-58.5428947709999,,,,,M4e,2014MNRAS.443.2561G,61.2129,0.0545,2018yCat.1345....0G,12.46,0.03,2012yCat.1322....0Z,11.3111,0.0018,2018yCat.1345....0G,9.92,0.03,2005yCat.2263....0T,12.201,0.06,2012yCat.1322....0Z
Wolf 1494,207.2025271268067,4.1006463367715,,GJ  3808,,,M4,,61.1599,0.0986,2018yCat.1345....0G,14.401,0.02,2012yCat.1322....0Z,12.8547,0.001,2018yCat.1345....0G,10.8,,2003AJ....125..984M,14.124,0.1,2012yCat.1322....0Z
G 209-38,309.1918094918556,38.8424088453378,,GJ  4152,,,M3.5,2004AJ....128..463R,61.1467,0.0335,2018yCat.1345....0G,13.35,,2004AJ....128..463R,12.1216,3.0E-4,2018yCat.1345....0G,10.7,,2004AJ....128..463R,12.867,0.05,2012yCat.1322....0Z
G 250-33,106.1080879204844,68.2887936395344,,GJ   258,HIP  34115,,M3.0Ve,2013AJ....145..102L,61.1128,0.0387,2018yCat.1345....0G,11.895,0.09,2012yCat.1322....0Z,10.8336,5.0E-4,2018yCat.1345....0G,10.7,,2003AJ....125..984M,11.46,0.02,2012yCat.1322....0Z
Ross  298,353.7660967320433,25.2492867329715,,GJ  4341,,,M3,1985ApJS...59..197B,61.1112,0.069,2018yCat.1345....0G,12.95,0.04,2012yCat.1322....0Z,11.8354,4.0E-4,2018yCat.1345....0G,10.0,,2003AJ....125..984M,12.544,0.06,2012yCat.1322....0Z
Ross  791,44.3793886848999,10.7901589639443,,GJ   120,,,M4V,2014AJ....147...20N,60.9925,0.0908,2018yCat.1345....0G,13.037,0.01,2012yCat.1322....0Z,11.8968,5.0E-4,2018yCat.1345....0G,,,,12.702,0.09,2012yCat.1322....0Z
UCAC3 92-131703,181.6629610770883,-44.4648864370834,,,,,M4,2014MNRAS.443.2561G,60.9701,0.072,2018yCat.1345....0G,12.757,0.049,2014AJ....148...81M,11.5281,0.001,2018yCat.1345....0G,10.11,0.02,2005yCat.2263....0T,12.477,0.05,2012yCat.1322....0Z
LP   25-2,278.965874105466,80.0943273125865,,GJ  4068,,,M4.0V,2013AJ....145..102L,60.9596,0.0417,2018yCat.1345....0G,13.133,0.02,2012yCat.1322....0Z,11.8713,4.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.823,0.06,2012yCat.1322....0Z
Wolf 1051,359.6360712476354,7.658367971203056,,GJ  4383,HIP 118200,,M3.0Ve,2013AJ....145..102L,60.8469,0.2479,2018yCat.1345....0G,11.739,,2010MNRAS.403.1949K,10.6312,4.0E-4,2018yCat.1345....0G,9.277,,2010MNRAS.403.1949K,10.654,,2010MNRAS.403.1949K
G 170-12,256.0930741326337,16.9321026382333,,GJ  1209,,,M3V,1995AJ....110.1838R,60.8288,0.0607,2018yCat.1345....0G,12.257,0.05,2012yCat.1322....0Z,11.2239,0.0012,2018yCat.1345....0G,9.9,,2003AJ....125..984M,11.959,0.06,2012yCat.1322....0Z
HD 283779,71.1085701012447,27.8622362088712,HD 283779,GJ  3309,,,M1.5Ve,2013AJ....145..102L,60.8112,0.044,2018yCat.1345....0G,11.187,0.04,2012yCat.1322....0Z,10.3067,5.0E-4,2018yCat.1345....0G,9.4,,2003AJ....125..984M,10.868,0.08,2012yCat.1322....0Z
L  156-46,262.03051958680874,-62.453963032611114,,GJ  1218,,,M4,2014MNRAS.443.2561G,60.7706,0.0716,2018yCat.1345....0G,12.73,,,11.3951,0.0017,2018yCat.1345....0G,10.08,0.03,2005yCat.2263....0T,11.523,0.01,2005AJ....130..337C
G  28-39,347.0290169318944,3.3289927992945,,"GJ   889.1,GJ  9810",HIP 114233,,M0V,1986AJ.....92..139S,60.754,0.0443,2018yCat.1345....0G,10.887,,2010MNRAS.403.1949K,10.1184,7.0E-4,2018yCat.1345....0G,8.961,,2010MNRAS.403.1949K,9.94,,2010MNRAS.403.1949K
L  315-66,131.8305507331108,-46.8789490429504,,,,,M4,2014MNRAS.443.2561G,60.6806,0.0376,2018yCat.1345....0G,11.419,0.03,2012yCat.1322....0Z,10.5175,6.0E-4,2018yCat.1345....0G,,,,11.32,0.03,2012yCat.1322....0Z
L  763-66,208.4817962103078,-20.2453984339457,,,,,M1,1985ApJS...59..197B,60.4803,0.043,2018yCat.1345....0G,12.584,0.02,2012yCat.1322....0Z,11.5793,6.0E-4,2018yCat.1345....0G,,,,12.201,0.07,2012yCat.1322....0Z
CD-24 12677,245.7818476005308,-24.7097851908665,,GJ   620,HIP  80268,,M2V,1986AJ.....92..139S,60.4687,0.0486,2018yCat.1345....0G,10.216,,2010MNRAS.403.1949K,9.4499,4.0E-4,2018yCat.1345....0G,8.314,,2010MNRAS.403.1949K,9.284,,2010MNRAS.403.1949K
G 195-36,145.5966324330199,55.9836854779841,,GJ   363,,,M3V,2014AJ....147...20N,60.4389,0.0552,2018yCat.1345....0G,12.5,,1995GCTP..C......0V,11.2488,0.0012,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.3,,2003AJ....125..984M
LTT  7521,284.9196042332104,-63.4561405117217,,,,,M4e,2014MNRAS.443.2561G,60.4265,1.5122,2018yCat.1345....0G,12.979,0.01,2012yCat.1322....0Z,11.7819,8.0E-4,2018yCat.1345....0G,,,,12.59,0.05,2012yCat.1322....0Z
HD 214100,339.040363593203,-0.8416015863307,HD 214100,GJ   864,HIP 111571,,M1V,2003AJ....126.2048G,60.4036,0.0418,2018yCat.1345....0G,9.93,0.03,2012yCat.1322....0Z,9.2806,0.0011,2018yCat.1345....0G,,,,9.877,0.02,2012yCat.1322....0Z
L  178-49,65.5520800964559,-57.4336120581224,,GJ  3279,,,M3e,2014MNRAS.443.2561G,60.3928,0.0331,2018yCat.1345....0G,,,,10.712,4.0E-4,2018yCat.1345....0G,,,,11.416,0.03,2012yCat.1322....0Z
BD+49  1280,74.7107282981073,49.8492870661492,,GJ   181,HIP  23147,,M0.0Ve,2013AJ....145..102L,60.168,0.056,2018yCat.1345....0G,9.819,0.05,2012yCat.1322....0Z,9.0782,5.0E-4,2018yCat.1345....0G,8.1,,2003AJ....125..984M,9.373,0.02,2012yCat.1322....0Z
L  221-60,18.6424863594245,-53.9421140640273,,GJ  3082,HIP   5812,,M3V,1974PhDT........10S,60.1445,0.0268,2018yCat.1345....0G,11.077,,2010MNRAS.403.1949K,10.2011,7.0E-4,2018yCat.1345....0G,8.985,,2010MNRAS.403.1949K,10.094,,2010MNRAS.403.1949K
BD+35  2439,200.2418649936157,34.278944076625,,"GJ  9442,GJ   508.2",HIP  65143,,M1V,1986AJ.....92..139S,60.0765,0.0424,2018yCat.1345....0G,10.61,0.01,2012yCat.1322....0Z,9.7654,6.0E-4,2018yCat.1345....0G,9.0,,2003AJ....125..984M,10.141,0.02,2012yCat.1322....0Z
G 131-62,5.8666329525517,24.3068360873705,,GJ  1011,,,M4,,60.0288,0.1002,2018yCat.1345....0G,14.059,0.05,2012yCat.1322....0Z,12.8376,0.001,2018yCat.1345....0G,10.6,,2003AJ....125..984M,14.112,0.07,2012yCat.1322....0Z
2MASS J05214793+1720341,80.449680027291,17.3428947039216,,,,,M3.5,2007AJ....133.2825R,60.0207,0.0721,2018yCat.1345....0G,14.62,,,13.1875,5.0E-4,2018yCat.1345....0G,,,,13.59,,2007AJ....133.2825R
TYC 7123-2151-1,118.3348930461246,-33.4422498928551,,,,,M3,2014MNRAS.443.2561G,60.0161,0.0351,2018yCat.1345....0G,11.503,0.01,2012yCat.1322....0Z,10.4522,7.0E-4,2018yCat.1345....0G,,,,11.1,0.02,2012yCat.1322....0Z
G 212-5,313.2424214145277,43.1733883878366,,,,,M3.84,2015ApJ...802L..10T,59.9969,0.0367,2018yCat.1345....0G,13.076,0.01,2012yCat.1322....0Z,11.916,4.0E-4,2018yCat.1345....0G,10.4,,2003AJ....125..984M,12.644,0.07,2012yCat.1322....0Z
L  165-102,327.3579735302634,-63.114419879382,,GJ  4222,,,M3,2014MNRAS.443.2561G,59.9634,0.0523,2018yCat.1345....0G,12.5,,,11.429,0.0011,2018yCat.1345....0G,,,,,,
GJ  3649,168.1623816880006,18.9348431045628,,GJ  3649,,,M1,1986AJ.....91..144S,59.9389,0.0527,2018yCat.1345....0G,10.85,0.06,2000A&A...355L..27H,9.8783,5.0E-4,2018yCat.1345....0G,,,,,,
Ross  324,19.4609504996648,28.6704935220162,,GJ  3083,,,M0V,1986AJ.....92..139S,59.9246,0.0373,2018yCat.1345....0G,11.491,0.05,2012yCat.1322....0Z,10.6911,8.0E-4,2018yCat.1345....0G,9.3,,2003AJ....125..984M,11.065,0.04,2012yCat.1322....0Z
L  472-66,197.33505870305626,-40.157518977026946,,GJ  3764,,,M4,2014MNRAS.443.2561G,59.9101,0.0475,2018yCat.1345....0G,12.86,,,11.6396,8.0E-4,2018yCat.1345....0G,10.21,0.03,2005yCat.2263....0T,12.58,0.08,2012yCat.1322....0Z
CD-42   469,20.3941421533102,-41.6564027837358,,GJ    57,HIP   6351,,M0Vk:,2006AJ....132..161G,59.867,0.0262,2018yCat.1345....0G,10.13,,2010MNRAS.403.1949K,9.4617,3.0E-4,2018yCat.1345....0G,8.376,,2010MNRAS.403.1949K,9.253,,2010MNRAS.403.1949K
Wolf  937,326.2532296783725,-5.7870386123195,,GJ  4216,,,M3.5,1985ApJS...59..197B,59.8357,0.0608,2018yCat.1345....0G,12.892,0.01,2012yCat.1322....0Z,11.7453,6.0E-4,2018yCat.1345....0G,,,,12.526,0.08,2012yCat.1322....0Z
LP  570-92,277.8168749219897,6.8361022602186,,,,,M1.0Ve,2013AJ....145..102L,59.7845,0.0393,2018yCat.1345....0G,10.81,0.07,2000A&A...355L..27H,9.8894,0.0012,2018yCat.1345....0G,9.1,,2003AJ....125..984M,10.272,0.01,2012yCat.1322....0Z
LP  840-16,107.0291986012697,-22.8131415830004,,,,,M2.0,2005A&A...442..211S,59.7765,0.03,2018yCat.1345....0G,11.4,0.01,2012yCat.1322....0Z,10.5122,5.0E-4,2018yCat.1345....0G,9.27,,2004AJ....128..463R,10.971,0.02,2012yCat.1322....0Z
Ross  622,132.9324657110772,18.1249794646189,,GJ  1114,HIP  43510,,M1.5Ve,2013AJ....145..102L,59.7215,0.0581,2018yCat.1345....0G,11.523,,2010MNRAS.403.1949K,10.6603,4.0E-4,2018yCat.1345....0G,9.417,,2010MNRAS.403.1949K,10.55,,2010MNRAS.403.1949K
Ross  164,291.2853495290984,28.3538327082214,,GJ  4109,,,M3.5Ve,2013AJ....145..102L,59.6967,0.0527,2018yCat.1345....0G,12.48,,2004AJ....128..463R,11.2911,0.0012,2018yCat.1345....0G,9.8,,2003AJ....125..984M,12.128,0.05,2012yCat.1322....0Z
UCAC4 474-053145,229.9410562733978,4.6595636735253,,,,,M4.0V,2015A&A...577A.128A,59.6857,0.0766,2018yCat.1345....0G,13.893,0.01,2012yCat.1322....0Z,12.4892,6.0E-4,2018yCat.1345....0G,,,,13.636,0.13,2012yCat.1322....0Z
UCAC4 686-058038,247.8669277261282,47.1725519833945,,,,,M3.5V,2015A&A...577A.128A,59.6694,0.0528,2018yCat.1345....0G,13.782,0.04,2012yCat.1322....0Z,12.3534,4.0E-4,2018yCat.1345....0G,10.5,,2003AJ....125..984M,13.501,0.09,2012yCat.1322....0Z
LP  920-23,264.9999067714429,-27.1185711849549,,,,,M1.5,2004AJ....128..463R,59.6551,0.053,2018yCat.1345....0G,12.283,0.01,2012yCat.1322....0Z,11.3239,8.0E-4,2018yCat.1345....0G,,,,12.001,0.07,2012yCat.1322....0Z
Wolf  923,323.4537766658647,-6.8528771166258,,GJ  4202,,,M3.5,1985ApJS...59..197B,59.6302,0.0601,2018yCat.1345....0G,14.01,,,12.6254,8.0E-4,2018yCat.1345....0G,,,,13.807,0.17,2012yCat.1322....0Z
LP  834-32,68.9008004346523,-25.4596079907609,,,,,M3.5,2006AJ....132..866R,59.607,0.0501,2018yCat.1345....0G,12.41,0.01,2012yCat.1322....0Z,11.1297,0.0018,2018yCat.1345....0G,9.72,0.044,2012AcA....62...67K,12.08,0.03,2012yCat.1322....0Z
GJ    16,4.5691246931203,10.2027885167591,,GJ    16,HIP   1463,,M1V,1986AJ.....92..139S,59.5952,0.095,2018yCat.1345....0G,10.864,,2010MNRAS.403.1949K,10.0009,7.0E-4,2018yCat.1345....0G,8.738,,2010MNRAS.403.1949K,9.869,,2010MNRAS.403.1949K
Wolf  920,321.8202365365934,-6.8442729971921,,"GJ   828.2,GJ  9740",HIP 105932,,M0V,1986AJ.....92..139S,59.5252,0.099,2018yCat.1345....0G,11.085,,2010MNRAS.403.1949K,10.2882,0.0013,2018yCat.1345....0G,9.112,,2010MNRAS.403.1949K,10.123,,2010MNRAS.403.1949K
G  80-21,56.8472550044897,-1.9722070395246,,,HIP  17695,,M3.0V,2015A&A...577A.128A,59.5161,0.0565,2018yCat.1345....0G,11.537,0.049,2012AcA....62...67K,10.4962,0.0012,2018yCat.1345....0G,9.098,0.022,2012AcA....62...67K,10.452,,2010MNRAS.403.1949K
Ross  417,94.8365941472156,-6.6561417933653,,"GJ  9211,GJ   231.3",,,M3,2004AJ....128..463R,59.5055,0.0567,2018yCat.1345....0G,13.075,0.03,2012yCat.1322....0Z,11.8735,6.0E-4,2018yCat.1345....0G,10.51,,2004AJ....128..463R,11.93,,2004AJ....128..463R
G 138-37,247.8960719786671,17.5635718980539,,GJ  1202,,,M4V,2014AJ....147...20N,59.4685,0.0922,2018yCat.1345....0G,12.756,0.05,2012yCat.1322....0Z,11.6538,9.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.427,0.07,2012yCat.1322....0Z
LP  580-33,338.6925364367438,4.0437977024117,,GJ  4283,,,M3.0Ve,2013AJ....145..102L,59.449,0.0533,2018yCat.1345....0G,13.207,0.01,2012yCat.1322....0Z,11.6096,8.0E-4,2018yCat.1345....0G,10.1,,2003AJ....125..984M,12.346,0.06,2012yCat.1322....0Z
RX J2354.8+3831,358.7144058798502,38.5267223811091,,,,,M3.1V,2009ApJ...699..649S,59.3466,0.0527,2018yCat.1345....0G,13.18,0.06,2012yCat.1322....0Z,11.8915,0.001,2018yCat.1345....0G,10.2,,2003AJ....125..984M,12.94,0.11,2012yCat.1322....0Z
G 251-19,105.8746555043635,76.7737960820437,,,,,M3.5Ve,2013AJ....145..102L,59.3405,0.0497,2018yCat.1345....0G,12.683,0.03,2012yCat.1322....0Z,11.5718,6.0E-4,2018yCat.1345....0G,10.3,,2003AJ....125..984M,12.319,0.06,2012yCat.1322....0Z
L  147-101,195.3318618208242,-63.1950515711541,,GJ  3759,HIP  63550,,M1V,2006AJ....132..161G,59.3162,0.0403,2018yCat.1345....0G,10.929,,2010MNRAS.403.1949K,10.0843,7.0E-4,2018yCat.1345....0G,8.98,0.03,2005yCat.2263....0T,9.962,,2010MNRAS.403.1949K
G 188-26,327.06362020753164,27.928340472941947,,GJ  4225,,,M2V,1995AJ....110.1838R,59.3104,0.0519,2018yCat.1345....0G,12.026,0.02,2012yCat.1322....0Z,11.043,0.001,2018yCat.1345....0G,9.7,,2003AJ....125..984M,11.594,0.03,2012yCat.1322....0Z
Ross 1007,199.9171905130052,33.3465301475277,,"GJ   507.1,GJ  9440",HIP  65016,,M2V,1986AJ.....92..139S,59.3075,0.0328,2018yCat.1345....0G,10.598,0.01,2012yCat.1322....0Z,9.7058,7.0E-4,2018yCat.1345....0G,8.9,,2003AJ....125..984M,10.179,0.01,2012yCat.1322....0Z
L  294-92,26.9271256058565,-48.6014818681079,,,,,M4e,2014MNRAS.443.2561G,59.2636,0.5948,2018yCat.1345....0G,12.425,0.01,2012yCat.1322....0Z,11.3715,0.0071,2018yCat.1345....0G,,,,12.114,0.05,2012yCat.1322....0Z
CD-36 14261,309.0346208132485,-36.1198649330794,,,,,M3Ve,2006A&A...460..695T,59.2287,0.0699,2018yCat.1345....0G,11.707,0.068,2012AcA....62...67K,10.5825,7.0E-4,2018yCat.1345....0G,9.288,0.024,2012AcA....62...67K,10.59,0.01,2014AJ....147...85R
Wolf  587,237.5467071056172,0.9590939095782,,GJ  3918,,,M3.0Ve,2013AJ....145..102L,59.2079,0.0766,2018yCat.1345....0G,12.46,0.02,2012yCat.1322....0Z,11.3433,0.0011,2018yCat.1345....0G,9.9,,2003AJ....125..984M,12.116,0.07,2012yCat.1322....0Z
Ross 1019,207.7156731862907,36.7380977960899,,GJ  3812,,,M4V,2014AJ....147...20N,59.1311,0.0373,2018yCat.1345....0G,13.71,0.07,2012yCat.1322....0Z,12.2387,6.0E-4,2018yCat.1345....0G,10.6,,2003AJ....125..984M,13.186,0.07,2012yCat.1322....0Z
L  339-19,250.1885515891318,-45.9998051452857,,GJ   633,,,M3.0V,2006AJ....132.2360H,59.114,0.0625,2018yCat.1345....0G,12.73,,1995GCTP..C......0V,11.5649,0.001,2018yCat.1345....0G,10.19,0.03,2005yCat.2263....0T,12.32,0.05,2012yCat.1322....0Z
Wolf   90,27.850721092647,21.3942954355359,,GJ  3120,,,M4,1985ApJS...59..197B,59.0863,0.0535,2018yCat.1345....0G,13.935,0.1,2012yCat.1322....0Z,12.5116,6.0E-4,2018yCat.1345....0G,10.8,,2003AJ....125..984M,13.659,0.11,2012yCat.1322....0Z
GJ  3942,242.2630880742208,52.94387734004472,,GJ  3942,HIP  79126,,M0.5Ve,2013AJ....145..102L,59.0421,0.0219,2018yCat.1345....0G,10.25,0.04,2000A&A...355L..27H,9.4077,5.0E-4,2018yCat.1345....0G,8.7,,2003AJ....125..984M,9.706,,2012yCat.1322....0Z
GJ  4306,343.9993565877059,17.8110553403531,,GJ  4306,,,M1.0Ve,2013AJ....145..102L,59.0165,0.0581,2018yCat.1345....0G,10.558,0.01,2012yCat.1322....0Z,9.6447,0.0014,2018yCat.1345....0G,,,,10.063,0.02,2012yCat.1322....0Z
L  258-126,207.8406616576606,-53.5460844253343,,GJ  3811,,,M2,,59.0138,0.054,2018yCat.1345....0G,12.9,,,11.722,7.0E-4,2018yCat.1345....0G,,,,,,
G 107-65,110.8120630214749,46.0874126170361,,GJ   272,HIP  35821,,M1V,1986AJ.....92..139S,58.9849,0.042,2018yCat.1345....0G,10.42,0.05,2000A&A...355L..27H,9.6846,6.0E-4,2018yCat.1345....0G,8.8,,2003AJ....125..984M,10.059,0.01,2012yCat.1322....0Z
