recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
358,12287,6354,216,3.62,0.14,,,2561,3073,3117,1956,5998,68,546,7943,95,1687,1.18,1.17,1.13,1.1,1.3,68,1.0,1.4,95,1.74,39.57429,37.72671
354,12181,6272,213,3.81,0.14,,,3231,3518,3208,2522,5806,68,1105,7696,95,2398,1.19,1.18,1.13,1.1,1.3,68,1.0,1.4,95,1.52,39.23828,38.73358
333,11485,7177,244,4.09,0.14,,,1102,1264,1353,794,2175,68,211,4217,95,1363,1.45,1.46,1.44,1.3,1.6,68,1.2,1.7,95,1.55,37.04162,38.8411
249,8805,6717,228,4.08,0.14,,,1745,1713,1655,1296,2175,68,1029,3073,95,1984,1.66,1.66,1.63,1.5,1.8,68,1.3,2.0,95,1.42,28.29467,37.3212
304,10581,6669,227,4.28,0.14,,,2101,2094,2024,1585,2661,68,1189,4732,95,1118,1.42,1.42,1.41,1.3,1.5,68,1.2,1.7,95,1.31,34.04842,46.66168
300,10403,6710,228,4.41,0.14,,,1049,1275,1703,610,3134,68,133,5309,95,37,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.31,33.51024,47.48424
312,10830,6569,223,4.05,0.14,,,2215,2141,2024,1568,2728,67,1296,4467,95,2290,1.51,1.51,1.46,1.4,1.7,68,1.2,1.8,95,1.4,34.84449,48.95546
85,3214,6546,223,4.38,0.14,,,1295,1587,2144,792,3950,68,173,6131,95,40,1.22,1.22,1.21,1.1,1.3,68,1.1,1.4,95,1.27,10.21971,31.1166
91,3438,7269,247,4.12,0.14,,,877,1091,1241,750,1679,68,183,2175,95,1233,1.52,1.51,1.49,1.4,1.6,68,1.3,1.7,95,1.56,10.96777,33.31071
113,4436,8351,284,3.96,0.14,,,679,733,761,623,911,68,345,1090,95,780,1.92,1.9,1.86,1.7,2.0,68,1.6,2.2,95,2.01,14.18838,38.49934
128,5045,7296,248,4.21,0.14,,,700,893,1172,546,1585,68,115,1995,95,901,1.5,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.51,16.15191,39.99111
99,3919,11183,380,4.4,0.14,36,0,77,94,139,51,230,68,13,282,95,6,2.58,2.57,2.56,2.4,2.7,68,2.3,2.9,95,2.73,12.5761,45.00226
47,1721,6439,219,4.08,0.14,,,2656,2901,2623,1959,4583,68,917,6879,95,2637,1.25,1.24,1.21,1.1,1.3,68,1.1,1.5,95,1.34,5.4068,36.21742
42,1473,9384,319,4.07,0.14,114,0,356,420,466,327,587,68,112,668,95,476,2.15,2.14,2.11,2.0,2.3,68,1.9,2.5,95,2.23,4.58191,36.78523
46,1686,6486,221,3.68,0.14,,,2079,2029,2024,1507,2584,67,1189,3868,95,1853,1.58,1.58,1.63,1.4,1.8,68,1.2,1.9,95,1.68,5.28029,37.96861
39,1366,9371,319,3.99,0.14,97,0,422,464,480,387,579,68,200,688,95,504,2.22,2.2,2.17,2.0,2.4,68,1.9,2.6,95,2.32,4.27291,38.68164
31,1086,7089,241,4.25,0.14,,,759,961,1314,557,1909,68,115,2512,95,726,1.43,1.43,1.44,1.3,1.5,68,1.2,1.6,95,1.45,3.3785,41.03537
57,2225,9550,325,3.95,0.14,10,0,413,443,453,379,545,68,224,649,95,470,2.31,2.29,2.25,2.1,2.5,68,2.0,2.7,95,2.42,7.05689,44.39445
89,3414,8392,285,4.41,0.14,,,251,316,466,178,729,68,40,866,95,17,1.76,1.76,1.75,1.7,1.8,68,1.6,1.9,95,1.79,10.86696,47.02455
18,691,6969,237,4.43,0.14,,,614,772,1172,365,1884,68,77,2738,95,47,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.39,2.12583,52.33646
196,6813,6529,222,4.05,0.14,,,2386,2484,2337,1778,3981,68,891,6494,95,2380,1.3,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.39,21.91409,45.40669
223,7589,6476,220,3.89,0.14,,,2680,2661,2337,1827,3249,63,1514,5411,95,2365,1.38,1.37,1.38,1.2,1.5,68,1.1,1.7,95,1.48,24.43539,48.41275
123,4911,7611,259,4.03,0.14,,,863,1000,1075,807,1348,68,282,1679,95,1110,1.65,1.64,1.58,1.5,1.7,68,1.4,1.9,95,1.72,15.75645,47.37616
243,8598,6746,229,4.25,0.14,,,1963,2006,1911,1396,2862,68,794,5623,95,1287,1.39,1.39,1.38,1.3,1.5,68,1.1,1.7,95,1.34,27.73803,51.93342
152,5542,8202,279,4.03,0.14,,,650,746,783,613,1000,68,237,1189,95,830,1.83,1.81,1.77,1.7,1.9,68,1.6,2.1,95,1.9,17.77568,55.1499
148,5440,6467,220,3.87,0.14,,,2670,2569,2337,1810,3240,64,1540,5309,95,2215,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.52,17.39563,57.35
186,6486,6500,221,4.08,0.14,,,2402,2557,2476,1778,4217,68,750,6494,95,2467,1.27,1.27,1.24,1.1,1.4,68,1.1,1.5,95,1.35,20.83925,58.14299
100,3926,6312,215,4.3,0.14,,,2274,2780,3208,1723,6031,68,376,7499,95,2744,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.17,12.60444,50.63041
95,3544,9701,330,3.19,0.14,,,306,304,294,277,357,62,219,384,93,212,3.23,3.23,3.24,3.1,3.3,57,3.1,3.3,57,3.75,11.32156,55.2214
51,1918,6234,212,3.77,0.14,,,2957,2860,2778,2064,3980,67,1744,5366,93,2359,1.41,1.41,1.46,1.2,1.5,68,1.1,1.7,95,1.54,6.06051,53.82226
71,2543,6810,232,4.11,0.14,,,1411,1650,1753,1129,2658,68,307,4467,95,1788,1.37,1.37,1.35,1.3,1.5,68,1.2,1.6,95,1.43,8.09079,58.33857
418,14544,8629,293,3.91,0.14,,,576,638,659,556,776,68,274,866,95,681,2.0,1.98,1.94,1.8,2.1,68,1.7,2.3,95,2.17,46.94726,47.30871
454,15979,7315,249,3.93,0.14,,,1220,1296,1241,1089,1484,68,841,1830,95,1292,1.68,1.67,1.63,1.5,1.8,68,1.4,2.0,95,1.73,51.44957,53.92152
469,16599,8383,285,3.98,0.14,,,721,739,739,653,854,68,529,988,95,770,2.04,2.02,1.97,1.8,2.2,68,1.7,2.4,95,2.01,53.41275,54.97486
462,16292,10049,342,4.06,0.14,182,0,146,179,270,112,387,68,27,434,95,371,2.26,2.25,2.22,2.1,2.3,68,2.1,2.5,95,2.46,52.50076,55.45181
487,17211,7358,250,3.99,0.14,,,985,1151,1206,928,1546,68,307,1884,95,1277,1.58,1.57,1.52,1.5,1.7,68,1.4,1.8,95,1.69,55.29974,58.84493
463,16303,9226,314,4.19,0.14,116,0,477,507,508,443,605,68,282,708,95,389,2.22,2.24,2.17,2.0,2.4,68,1.9,2.6,95,2.06,52.54561,59.36595
475,16712,6615,225,4.32,0.14,,,1161,1420,1911,690,3454,68,150,5623,95,734,1.24,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.29,53.75421,60.04143
330,11465,6627,225,4.21,0.14,,,1273,1567,1967,809,3398,68,178,5464,95,1868,1.26,1.26,1.24,1.2,1.3,68,1.1,1.4,95,1.31,36.96574,50.56997
279,9723,7386,251,3.88,0.14,,,635,841,1106,514,1473,68,106,1728,95,1209,1.53,1.53,1.49,1.4,1.6,68,1.4,1.7,95,1.8,31.26606,55.62226
346,11796,6960,237,4.38,0.14,,,1536,1599,1562,1314,2001,68,841,2738,95,32,1.52,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.38,38.05003,55.4581
306,10660,6404,218,4.11,0.14,,,2491,2938,3600,1820,6612,68,562,8913,95,2782,1.19,1.17,1.13,1.0,1.3,68,1.0,1.4,95,1.31,34.29982,58.63615
413,14254,6277,213,3.73,0.14,,,2986,3383,3302,2371,6016,68,794,7943,95,2541,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.52,45.95252,60.31242
343,11706,6633,226,4.34,0.14,,,2149,2304,2144,1476,3393,67,729,6131,95,364,1.33,1.33,1.32,1.2,1.4,68,1.1,1.6,95,1.3,37.76276,60.71139
396,13665,6534,222,4.24,0.14,,,1875,2198,2337,1335,4595,68,345,6879,95,2026,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.27,43.98717,61.52114
421,14780,6229,212,3.99,0.14,,,2205,2754,3705,1631,6683,68,325,7943,95,3047,1.12,1.11,1.07,1.0,1.2,68,1.0,1.3,95,1.35,47.70958,63.78766
544,19030,6301,214,3.93,0.14,,,2199,2712,3302,1627,6266,68,355,7943,95,3285,1.15,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.35,61.15414,55.06647
515,18217,8518,290,4.45,0.14,55,0,488,591,678,447,818,68,141,944,95,15,1.89,1.9,1.83,1.7,2.0,68,1.7,2.1,95,1.92,58.43036,57.97514
736,24017,6620,225,4.35,0.14,,,1785,2040,2144,1296,3447,68,398,5788,95,155,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.29,77.43544,64.91949
793,26410,7755,264,4.2,0.14,,,391,501,739,274,1090,68,60,1372,95,750,1.6,1.6,1.58,1.5,1.7,68,1.4,1.8,95,1.64,84.31677,66.69669
691,22768,6764,230,4.3,0.14,,,1035,1283,1703,679,2767,68,141,4340,95,570,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.34,73.46565,67.48739
505,17891,8060,274,4.25,0.14,,,825,858,854,747,1015,68,546,1189,95,495,1.89,1.88,1.83,1.7,2.0,68,1.6,2.2,95,1.69,57.40249,63.29696
422,14791,8310,283,4.29,0.14,,,666,735,761,562,1029,68,244,1413,95,295,1.84,1.83,1.8,1.6,2.0,68,1.5,2.2,95,1.74,47.75307,64.89626
525,18438,7248,246,4.38,0.14,,,904,1126,1277,818,1679,68,205,2054,95,27,1.52,1.51,1.49,1.4,1.6,68,1.3,1.7,95,1.46,59.12598,71.82161
719,23425,6477,220,3.99,0.14,,,1675,2113,2476,1122,4732,68,251,6879,95,2441,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.42,75.52337,69.16027
789,26372,6977,237,4.32,0.14,,,665,818,1106,355,2113,68,75,3548,95,33,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.41,84.23192,74.31925
191,6686,8129,276,3.75,0.14,,,805,812,806,694,964,68,579,1122,95,747,2.08,2.06,2.03,1.8,2.2,68,1.7,2.5,95,2.21,21.45396,60.23528
167,5913,6633,226,4.34,0.14,,,1181,1496,1911,729,3350,68,158,5464,95,364,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.3,19.01836,61.90744
175,6178,6642,226,4.55,0.14,,,844,1002,1433,447,2818,68,100,4732,95,35,1.23,1.25,1.21,1.1,1.3,68,1.1,1.4,95,1.49,19.81656,61.6939
205,7050,9400,320,4.2,0.14,78,0,254,325,428,210,556,68,52,631,95,347,2.09,2.08,2.05,1.9,2.2,68,1.8,2.3,95,2.11,22.71717,66.09809
352,12132,6580,224,4.0,0.14,,,2353,2268,2024,1616,2904,68,1372,4870,95,2243,1.45,1.44,1.44,1.3,1.6,68,1.1,1.7,95,1.44,39.07041,67.51293
338,11569,8867,301,4.57,0.14,,,384,487,570,345,688,68,97,772,95,14,1.97,1.96,1.91,1.8,2.1,68,1.8,2.2,95,2.46,37.26645,67.40248
272,9564,11266,383,4.31,0.14,281,0,120,154,221,100,266,68,25,290,95,59,2.69,2.68,2.65,2.5,2.8,68,2.4,3.0,95,2.59,30.71865,64.90146
264,9312,11913,405,4.13,0.14,322,0,65,78,121,46,188,68,12,218,95,174,2.85,2.85,2.81,2.7,3.0,68,2.6,3.1,95,3.02,29.90849,64.6216
268,9480,8538,290,4.47,0.14,,,376,487,640,327,788,68,77,866,95,14,1.85,1.84,1.8,1.7,1.9,68,1.7,2.0,95,2.03,30.48938,70.90702
275,9665,7167,244,4.4,0.14,,,1134,1307,1353,1043,1792,68,355,2304,95,30,1.53,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.44,31.07931,71.21147
136,5186,8136,277,4.41,0.14,,,283,347,523,197,827,68,45,972,95,20,1.7,1.69,1.66,1.6,1.8,68,1.6,1.9,95,1.72,16.59507,62.76139
179,6312,10410,354,4.28,0.14,283,0,138,170,255,106,351,68,26,398,95,141,2.37,2.36,2.34,2.2,2.5,68,2.1,2.6,95,2.36,20.27195,64.65813
114,4446,6914,235,4.18,0.14,,,1075,1335,1562,841,2371,68,168,3255,95,1430,1.39,1.39,1.38,1.3,1.5,68,1.2,1.6,95,1.42,14.2298,68.77566
97,3641,6633,226,4.28,0.14,,,1338,1638,2024,866,3447,68,194,5623,95,1309,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.3,11.66044,69.32541
44,1629,7092,241,4.21,0.14,,,823,1044,1353,631,1939,68,130,2512,95,1022,1.44,1.44,1.44,1.4,1.5,68,1.3,1.6,95,1.46,5.09338,68.84703
151,5518,11894,404,4.06,0.14,315,0,146,172,197,134,239,68,47,266,95,196,3.01,2.99,2.95,2.8,3.2,68,2.6,3.4,95,3.1,17.66385,68.77862
404,13836,6559,223,4.03,0.14,,,2154,2318,2271,1604,3592,67,668,6131,95,2305,1.3,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.41,44.52955,69.19328
380,13133,8509,289,4.39,0.14,,,347,436,622,290,786,68,65,866,95,20,1.83,1.82,1.77,1.7,1.9,68,1.7,2.0,95,1.8,42.2313,69.63429
449,15843,6458,220,4.05,0.14,,,2054,2420,2623,1496,4870,68,376,6879,95,2544,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.37,51.0187,74.17099
682,22361,7502,255,4.3,0.14,,,474,601,931,355,1259,68,73,1454,95,146,1.55,1.55,1.52,1.5,1.6,68,1.4,1.7,95,1.54,72.2098,75.94122
440,15547,8075,275,4.2,0.14,,,330,412,622,247,901,68,53,1029,95,653,1.69,1.69,1.66,1.6,1.7,68,1.6,1.8,95,1.73,50.08232,77.73474
280,9727,7160,243,4.09,0.14,,,1375,1406,1392,1158,1724,68,866,2304,95,1376,1.62,1.6,1.55,1.4,1.7,68,1.4,1.9,95,1.55,31.28093,77.28134
271,9544,6813,232,4.21,0.14,,,1152,1431,1703,866,2585,68,194,4097,95,1426,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.37,30.66495,78.91136
154,5626,10342,352,4.2,0.14,193,0,176,218,294,146,385,68,37,434,95,242,2.38,2.37,2.34,2.2,2.5,68,2.1,2.7,95,2.41,18.07008,79.67396
169,5947,6533,222,3.89,0.14,,,2506,2422,2271,1712,3159,68,1454,5158,95,2157,1.4,1.42,1.38,1.2,1.5,68,1.1,1.7,95,1.52,19.12865,79.91001
290,10054,8538,290,4.3,0.14,,,254,313,466,188,701,68,42,794,95,207,1.81,1.8,1.77,1.7,1.9,68,1.7,2.0,95,1.79,32.35547,81.29594
559,19454,6735,229,4.1,0.14,,,1149,1418,1804,750,2901,68,168,4870,95,1936,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.41,62.50686,86.62614
1245,44755,6601,224,3.96,0.14,,,1648,1950,2207,1122,4217,68,266,6494,95,2152,1.25,1.28,1.24,1.1,1.4,68,1.1,1.4,95,1.48,136.81961,2.58164
1210,43676,7296,248,4.28,0.14,,,1255,1276,1277,1087,1513,68,866,1877,95,332,1.7,1.69,1.66,1.5,1.8,68,1.4,2.0,95,1.5,133.46645,1.82433
1257,45167,10535,358,4.09,0.14,159,0,171,212,294,145,345,68,38,376,95,300,2.46,2.45,2.42,2.3,2.6,68,2.2,2.7,95,2.58,138.05367,3.86698
1256,45150,7275,247,4.37,0.14,,,742,950,1206,613,1631,68,133,1995,95,27,1.5,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.47,137.98181,5.46863
1192,42931,8158,277,4.33,0.14,,,779,819,829,693,1005,68,460,1223,95,18,1.89,1.87,1.83,1.7,2.0,68,1.6,2.2,95,1.69,131.25533,5.68058
1338,47508,6328,215,3.27,0.14,,,3064,3299,3117,2295,5431,68,1029,7499,95,1041,1.21,1.2,1.15,1.1,1.3,68,1.0,1.4,95,2.09,145.28764,9.89231
1250,44984,7024,239,4.49,0.14,,,1409,1509,1518,1240,1929,68,631,2585,95,30,1.52,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.46,137.44343,11.56438
1176,42313,11055,376,4.02,0.14,280,0,244,260,262,234,301,68,154,335,95,269,2.88,2.88,2.79,2.6,3.0,68,2.5,3.3,95,2.85,129.41403,5.70378
1167,42049,7144,243,3.93,0.14,,,1335,1426,1392,1040,2094,68,434,4097,95,1415,1.5,1.49,1.46,1.4,1.6,68,1.2,1.8,95,1.68,128.55563,8.45234
1195,43121,8617,293,4.4,0.14,,,264,326,494,194,688,68,45,818,95,16,1.83,1.82,1.8,1.7,1.9,68,1.7,2.0,95,1.85,131.73341,12.10995
1244,44723,6386,217,3.97,0.14,,,2474,2869,3029,1830,5788,68,531,7943,95,2615,1.19,1.18,1.15,1.1,1.3,68,1.0,1.4,95,1.41,136.69075,15.21627
1231,44313,6544,222,4.35,0.14,,,1734,2068,2337,1223,4340,68,299,6494,95,467,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.26,135.37414,15.19277
1219,43970,8636,294,4.16,0.14,90,0,598,645,659,561,781,68,335,917,95,571,2.02,2.0,1.97,1.8,2.1,68,1.7,2.3,95,1.92,134.31229,15.32276
1221,44001,8077,275,4.35,0.14,,,502,649,783,434,1029,68,103,1189,95,18,1.72,1.71,1.69,1.6,1.8,68,1.5,1.9,95,1.67,134.39667,15.58128
1207,43635,6779,230,3.84,0.14,,,1259,1481,1753,703,4058,68,168,6879,95,1655,1.26,1.25,1.24,1.1,1.4,68,1.0,1.5,95,1.65,133.29992,17.36853
1359,48029,7694,262,4.27,0.14,,,995,1010,1014,886,1174,68,729,1334,95,403,1.9,1.88,1.83,1.7,2.0,68,1.6,2.2,95,1.59,146.85819,11.56817
1336,47468,6262,213,4.08,0.14,,,2405,2955,3600,1829,6642,68,398,7943,95,3528,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.26,145.14686,13.05378
1363,48152,6457,220,4.46,0.14,,,1807,2197,2548,1259,4870,68,282,6879,95,80,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.23,147.23374,13.74426
1329,47266,6372,217,3.76,0.14,,,2178,2738,3117,1585,6131,68,355,7943,95,2056,1.17,1.16,1.13,1.0,1.2,68,1.0,1.3,95,1.6,144.50531,14.34726
1393,49445,6825,232,3.51,0.14,,,1826,1803,1703,1411,2263,68,1104,3077,93,1121,1.53,1.52,1.49,1.4,1.7,68,1.2,1.8,95,2.02,151.42049,15.7575
1408,49882,6936,236,4.4,0.14,,,757,972,1353,487,2113,68,100,3073,95,33,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.37,152.78568,20.69615
1278,45699,6165,210,3.99,0.14,,,3116,3686,4664,2598,6886,68,841,8913,95,3401,1.13,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.32,139.74512,17.70535
1265,45510,7299,248,4.29,0.14,,,467,596,931,316,1372,68,67,1679,95,211,1.48,1.49,1.46,1.4,1.6,68,1.3,1.6,95,1.5,139.11295,18.81025
1360,48051,6541,222,4.29,0.14,,,2021,2285,2337,1540,4217,68,473,6494,95,1522,1.27,1.26,1.24,1.2,1.4,68,1.1,1.5,95,1.26,146.92847,20.60476
1331,47323,6411,218,4.24,0.14,,,1885,2371,2778,1296,5464,68,290,7499,95,2616,1.18,1.17,1.15,1.1,1.3,68,1.0,1.3,95,1.22,144.64761,23.04843
1371,48390,7875,268,4.33,0.14,,,483,617,854,398,1059,68,89,1223,95,20,1.66,1.65,1.63,1.6,1.7,68,1.5,1.8,95,1.62,147.971,24.39537
1112,39567,10352,352,4.29,0.14,173,0,144,183,270,114,357,68,27,387,95,123,2.37,2.35,2.31,2.2,2.5,68,2.2,2.6,95,2.32,121.2687,13.11822
1116,39874,6301,214,3.6,0.14,,,2466,3073,3302,1884,6131,68,460,7943,95,1731,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.74,122.17686,13.64092
1123,40342,7449,253,3.96,0.14,,,860,1045,1138,810,1457,68,230,1728,95,1211,1.59,1.58,1.55,1.5,1.7,68,1.4,1.8,95,1.74,123.54642,17.67595
1173,42187,7124,242,3.91,0.14,,,877,1114,1353,731,1865,68,163,2304,95,1423,1.46,1.46,1.44,1.4,1.5,68,1.3,1.6,95,1.69,129.03214,15.31363
1187,42806,9785,333,4.17,0.14,76,0,171,218,321,132,437,68,31,487,95,335,2.18,2.17,2.14,2.1,2.3,68,2.0,2.4,95,2.26,130.82145,21.4685
1067,37278,6789,231,4.31,0.14,,,1381,1366,1392,1056,1661,68,917,2175,95,418,1.84,1.84,1.86,1.7,2.0,68,1.5,2.2,95,1.35,114.8242,20.14854
1121,40293,8352,284,3.99,0.14,,,676,732,739,631,891,68,365,1059,95,781,1.93,1.91,1.86,1.7,2.0,68,1.7,2.2,95,1.99,123.42371,23.13773
1160,41816,7240,246,3.81,0.14,,,570,720,1106,412,1547,68,84,1884,95,1229,1.47,1.47,1.46,1.4,1.5,68,1.3,1.6,95,1.83,127.87716,24.08111
1153,41404,7944,270,3.9,0.14,,,767,891,904,730,1101,68,316,1296,95,926,1.77,1.76,1.72,1.6,1.9,68,1.5,2.0,95,1.96,126.69612,26.93549
1246,44768,6530,222,4.15,0.14,,,1974,2272,2337,1454,4340,68,398,6494,95,2375,1.25,1.25,1.24,1.1,1.3,68,1.1,1.4,95,1.31,136.8621,22.98087
1248,44806,8159,277,4.32,0.14,,,741,802,829,708,972,68,398,1122,95,127,1.87,1.86,1.83,1.7,2.0,68,1.6,2.2,95,1.69,136.97169,25.6263
1215,43871,6813,232,4.18,0.14,,,1006,1259,1562,585,2914,68,130,5158,95,1597,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.39,134.05633,24.44775
1233,44342,7982,271,4.35,0.14,,,867,893,904,779,1047,68,613,1223,95,19,1.89,1.88,1.83,1.7,2.0,68,1.6,2.2,95,1.64,135.4535,27.90259
1286,45913,6770,230,4.04,0.14,,,987,1225,1655,643,2701,68,133,4217,95,1916,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.46,140.42989,28.50021
1312,46891,8386,285,4.15,0.14,,,675,725,739,639,860,68,387,972,95,662,1.95,1.94,1.89,1.8,2.1,68,1.7,2.3,95,1.86,143.32622,28.36794
1343,47701,8955,304,4.38,0.14,35,0,306,382,523,261,654,68,63,729,95,14,1.96,1.95,1.91,1.8,2.0,68,1.8,2.2,95,1.9,145.88858,29.97447
1223,44031,6396,217,3.87,0.14,,,1538,1892,2623,972,5158,68,205,7286,95,2575,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.46,134.49444,30.23383
1241,44574,7851,267,4.21,0.14,,,317,390,604,224,944,68,50,1122,95,705,1.63,1.63,1.6,1.6,1.7,68,1.5,1.8,95,1.66,136.2295,32.37683
1218,43932,8309,283,4.17,0.14,,,441,554,718,389,895,68,94,1000,95,637,1.79,1.78,1.75,1.7,1.9,68,1.6,2.0,95,1.81,134.23582,32.91043
1203,43584,8116,276,4.44,0.14,,,301,387,570,211,841,68,47,1000,95,19,1.7,1.69,1.66,1.6,1.8,68,1.6,1.9,95,1.76,133.14425,32.47416
1276,45661,8032,273,3.81,0.14,,,363,473,698,282,944,68,60,1059,95,834,1.69,1.68,1.66,1.6,1.7,68,1.6,1.8,95,2.09,139.60795,35.36408
1211,43714,6800,231,4.28,0.14,,,1555,1585,1392,1185,1945,68,944,2512,95,812,1.74,1.73,1.63,1.5,1.9,68,1.4,2.1,95,1.35,133.53873,39.25476
1232,44331,7344,250,4.08,0.14,,,1100,1211,1241,1022,1519,68,487,1939,95,1244,1.62,1.6,1.55,1.5,1.7,68,1.4,1.9,95,1.61,135.41984,39.71352
1468,51826,6535,222,4.03,0.14,,,2409,2476,2337,1778,3868,68,944,6131,95,2353,1.31,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.41,158.82225,21.37882
1489,52457,9902,337,3.95,0.14,197,0,182,226,340,145,422,68,35,473,95,413,2.23,2.22,2.2,2.1,2.3,68,2.0,2.5,95,2.55,160.85399,23.1884
1487,52422,8170,278,4.3,0.14,,,344,447,640,266,866,68,60,1000,95,207,1.72,1.72,1.69,1.6,1.8,68,1.6,1.9,95,1.69,160.75785,26.32558
1500,52959,6702,228,3.99,0.14,,,1524,1796,1967,1163,2991,68,316,5012,95,2015,1.33,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.48,162.47386,27.97395
1488,52442,6888,234,4.37,0.14,,,1653,1699,1655,1372,2113,68,891,2985,95,33,1.51,1.5,1.44,1.4,1.6,68,1.3,1.8,95,1.37,160.79747,29.38471
1382,48895,7117,242,4.3,0.14,,,828,1038,1314,613,1995,68,126,2738,95,160,1.43,1.44,1.44,1.3,1.5,68,1.2,1.6,95,1.45,149.6085,27.759
1420,50303,10377,353,4.07,0.14,212,0,166,206,303,141,365,68,35,398,95,326,2.4,2.39,2.34,2.3,2.5,68,2.2,2.6,95,2.55,154.06013,29.3105
1414,50143,7309,248,4.26,0.14,,,653,833,1138,505,1577,68,106,1939,95,489,1.5,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.5,153.54566,31.42476
1364,48212,8041,273,4.35,0.14,,,654,780,854,629,1041,68,211,1189,95,19,1.77,1.75,1.69,1.6,1.8,68,1.6,2.0,95,1.66,147.44447,31.07702
1378,48742,6543,222,4.13,0.14,,,1424,1778,2337,841,5158,68,178,7286,95,2351,1.17,1.16,1.13,1.0,1.2,68,1.0,1.4,95,1.34,149.13059,32.38465
1399,49658,6505,221,3.96,0.14,,,1463,1792,2271,922,4479,68,200,6683,95,2352,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.45,152.0662,31.60405
1398,49593,8173,278,4.36,0.14,,,620,736,806,596,972,68,205,1090,95,18,1.81,1.79,1.75,1.7,1.9,68,1.6,2.1,95,1.69,151.85735,35.24469
1458,51556,8317,283,4.0,0.14,,,617,729,761,578,937,68,224,1090,95,793,1.86,1.85,1.8,1.7,2.0,68,1.6,2.1,95,1.97,157.96407,32.37956
1473,51914,6520,222,4.04,0.14,,,1971,2371,2476,1372,5012,68,355,7499,95,2396,1.22,1.22,1.18,1.1,1.3,68,1.0,1.4,95,1.39,159.08925,36.32693
1436,50860,8327,283,4.1,0.14,,,468,584,718,422,891,68,109,1000,95,740,1.81,1.79,1.75,1.7,1.9,68,1.6,2.0,95,1.88,155.77637,33.90814
1448,51206,6714,228,4.24,0.14,,,1140,1454,1804,727,3046,68,158,5012,95,1387,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.33,156.88937,39.33232
1461,51658,8039,273,4.35,0.14,,,746,831,854,691,1073,68,316,1296,95,19,1.8,1.78,1.75,1.6,1.9,68,1.6,2.1,95,1.66,158.30787,40.42556
1599,55821,6399,218,3.82,0.14,,,2646,2923,2778,1986,5208,68,729,7499,95,2890,1.22,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.43,171.60649,33.45061
1524,53903,6700,228,4.33,0.14,,,1705,1927,2024,1147,3701,68,355,6494,95,310,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.32,165.44058,36.67824
1535,54136,8179,278,4.08,0.14,,,713,785,806,674,972,68,335,1122,95,807,1.86,1.84,1.8,1.7,2.0,68,1.6,2.2,95,1.85,166.13011,38.24136
