recno,HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,_RA,_DE
2355,79153,10593,360,4.34,0.14,111,0,257,287,303,230,376,68,106,460,95,46,2.59,2.6,2.53,2.4,2.8,68,2.2,3.0,95,2.35,242.32729,-57.93432
2336,78662,7842,267,4.25,0.14,,,731,860,931,667,1220,68,211,1496,95,526,1.7,1.69,1.63,1.6,1.8,68,1.5,2.0,95,1.63,240.88371,-57.77507
2316,77973,6380,217,4.1,0.14,,,3089,3140,2778,2167,4934,68,1454,6879,95,2848,1.27,1.26,1.18,1.1,1.4,68,1.0,1.5,95,1.31,238.85135,-57.05949
1733,60119,6534,222,4.12,0.14,,,2003,2283,2337,1496,4290,68,447,6494,95,2379,1.26,1.26,1.24,1.1,1.3,68,1.1,1.5,95,1.34,184.93919,-76.80102
1826,62539,6498,221,4.07,0.14,,,1260,1585,2144,741,4145,68,158,6310,95,2467,1.19,1.19,1.18,1.1,1.3,68,1.0,1.3,95,1.37,192.22325,-75.32267
1780,61233,6796,231,4.2,0.14,,,1939,2196,2337,1243,5800,68,398,8913,95,1499,1.27,1.28,1.18,1.1,1.4,68,1.0,1.5,95,1.37,188.20928,-75.43468
1746,60561,10581,360,4.44,0.14,149,1,305,311,312,277,357,68,230,410,95,7,2.8,2.78,2.73,2.5,3.0,68,2.4,3.3,95,2.78,186.21632,-72.6039
1777,61199,16792,571,4.18,0.14,184,0,18,22,33,13,53,68,3,60,95,36,4.84,4.83,4.78,4.6,5.0,68,4.5,5.2,95,4.95,188.11672,-72.13299
1884,64390,6687,227,4.37,0.14,,,1011,1238,1703,613,2985,68,130,4870,95,37,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.31,197.96434,-69.94202
2041,69298,8387,285,4.28,0.14,,,469,583,698,434,866,68,115,972,95,310,1.83,1.82,1.77,1.7,1.9,68,1.6,2.0,95,1.76,212.75783,-69.71932
2075,70239,6565,223,4.3,0.14,,,1190,1496,2024,708,3652,68,150,5788,95,1332,1.22,1.22,1.21,1.1,1.3,68,1.1,1.4,95,1.27,215.57055,-69.08527
2123,71908,7931,270,4.43,0.14,,,402,510,761,320,1011,68,67,1122,95,21,1.67,1.66,1.63,1.6,1.7,68,1.5,1.8,95,1.68,220.62675,-64.97514
2104,71400,7393,251,4.07,0.14,,,402,493,783,266,1223,68,58,1496,95,1223,1.51,1.51,1.49,1.4,1.6,68,1.4,1.6,95,1.63,219.01305,-64.01551
1795,61585,21790,741,4.32,0.14,114,0,6,7,11,4,18,68,1,21,95,0,7.53,7.52,7.48,7.3,7.7,68,7.1,8.0,95,7.34,189.29591,-69.13556
1757,60825,6417,218,4.39,0.14,,,1999,2478,3705,1413,6879,68,287,8055,95,159,1.15,1.13,1.01,1.0,1.2,68,1.0,1.4,95,1.22,187.01122,-68.73259
1888,64466,10228,348,3.97,0.14,237,0,341,351,350,320,395,68,259,434,95,367,2.67,2.65,2.59,2.4,2.8,68,2.3,3.1,95,2.63,198.20335,-66.22675
1896,64790,6612,225,4.15,0.14,,,2125,2278,2207,1508,4108,68,579,6494,95,2133,1.3,1.29,1.3,1.2,1.4,68,1.1,1.5,95,1.34,199.18712,-65.13826
1907,65010,6403,218,4.26,0.14,,,2947,3050,2778,2104,4907,68,1240,7024,95,2555,1.26,1.24,1.18,1.1,1.4,68,1.0,1.5,95,1.21,199.88795,-63.75552
1799,61646,6808,231,4.15,0.14,,,1641,1830,1804,1413,2441,68,613,4097,95,1694,1.43,1.42,1.38,1.3,1.5,68,1.2,1.7,95,1.4,189.56778,-65.83494
1736,60183,11733,399,4.48,0.14,209,0,130,159,202,119,237,68,33,251,95,5,2.91,2.89,2.84,2.7,3.0,68,2.6,3.2,95,3.36,185.11759,-65.84266
1722,59898,10498,357,4.45,0.14,154,0,117,142,214,87,316,68,21,355,95,7,2.39,2.38,2.36,2.3,2.5,68,2.2,2.6,95,2.78,184.27629,-65.69296
1848,63411,6274,213,4.14,0.14,,,2006,2585,3398,1413,6131,68,290,7943,95,3623,1.13,1.12,1.1,1.0,1.2,68,1.0,1.3,95,1.23,194.90387,-64.3714
1862,63839,10659,362,4.46,0.14,149,1,200,251,294,186,346,68,58,376,95,7,2.55,2.54,2.5,2.4,2.7,68,2.3,2.9,95,2.84,196.2585,-64.44158
1882,64322,6690,227,4.12,0.14,,,1011,1244,1753,622,2942,68,130,4597,95,1987,1.27,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.38,197.74589,-62.08771
1942,66005,7492,255,4.25,0.14,,,1002,1110,1138,928,1412,68,422,1778,95,621,1.65,1.63,1.58,1.5,1.7,68,1.4,1.9,95,1.55,202.99059,-65.32185
1962,66333,6628,225,4.15,0.14,,,1434,1749,2024,969,3402,68,237,5623,95,2087,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.35,203.90967,-65.15198
1926,65479,6692,228,3.98,0.14,,,1100,1413,1804,701,3017,68,150,4870,95,2024,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.49,201.30803,-64.48515
2034,68994,6637,226,4.31,0.14,,,1395,1694,2024,891,3548,68,211,5957,95,884,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.29,211.87204,-61.56228
2008,67919,7625,259,4.41,0.14,,,661,866,1014,595,1293,68,141,1496,95,29,1.62,1.6,1.58,1.5,1.7,68,1.5,1.8,95,1.57,208.65961,-55.73832
2131,72131,7335,249,3.89,0.14,,,436,536,879,290,1296,68,63,1631,95,1250,1.49,1.49,1.49,1.4,1.6,68,1.3,1.6,95,1.77,221.32223,-62.87565
2154,73091,6786,231,4.18,0.14,,,1198,1421,1703,668,3447,68,163,6494,95,1615,1.28,1.28,1.27,1.2,1.4,68,1.1,1.5,95,1.38,224.0646,-61.26756
2192,74438,6450,219,4.04,0.14,,,2915,2955,2623,1973,4917,68,1282,6966,95,2559,1.3,1.28,1.21,1.1,1.4,68,1.0,1.6,95,1.38,228.18974,-60.39356
2226,75252,7313,249,4.21,0.14,,,618,736,986,345,1778,68,69,3162,95,899,1.43,1.44,1.46,1.3,1.6,68,1.2,1.7,95,1.52,230.65255,-59.16643
2203,74824,8962,305,4.26,0.14,61,0,465,533,570,449,677,68,188,750,95,307,2.07,2.05,2.0,1.9,2.2,68,1.8,2.4,95,1.93,229.37854,-58.8012
2145,72673,6344,216,4.26,0.14,,,2144,2622,3117,1585,5957,68,345,7499,95,2868,1.16,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.19,222.88218,-60.93079
2121,71861,6469,220,3.91,0.14,,,1696,2077,2476,1155,4597,68,266,6879,95,2326,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.48,220.48325,-58.61583
2165,73458,6329,215,3.78,0.14,,,3216,3327,3117,2371,5158,68,1540,7499,95,2353,1.24,1.22,1.18,1.1,1.3,68,1.0,1.5,95,1.53,225.1872,-59.81178
2157,73159,6783,231,4.22,0.14,,,1260,1585,1753,917,2738,68,218,4597,95,1399,1.34,1.34,1.32,1.2,1.4,68,1.1,1.5,95,1.36,224.27562,-55.91269
2311,77879,6863,233,4.18,0.14,,,1013,1274,1608,748,2425,68,150,3350,95,1498,1.36,1.36,1.35,1.3,1.4,68,1.2,1.5,95,1.4,238.56078,-53.58295
2305,77562,13149,447,4.37,0.14,308,0,35,41,62,22,109,68,6,137,95,3,3.27,3.27,3.24,3.1,3.4,68,3.1,3.5,95,3.3,237.52952,-53.20977
2225,75220,6526,222,4.29,0.14,,,1372,1682,2207,841,4097,68,188,6494,95,1545,1.21,1.21,1.18,1.1,1.3,68,1.0,1.4,95,1.25,230.55868,-53.60446
2231,75522,7664,261,4.36,0.14,,,976,1036,1044,891,1252,68,562,1540,95,22,1.74,1.73,1.69,1.6,1.8,68,1.5,2.0,95,1.57,231.43687,-53.05795
2214,75004,6580,224,4.17,0.14,,,1480,1803,2144,972,3868,68,224,6131,95,2194,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.32,229.88532,-51.75961
2233,75569,6382,217,4.12,0.14,,,1847,2277,2778,1259,5464,68,274,7499,95,2887,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.29,231.56858,-48.63856
2058,69779,7187,244,4.14,0.14,,,826,1043,1277,658,1834,68,141,2371,95,1252,1.47,1.47,1.46,1.4,1.6,68,1.3,1.7,95,1.52,214.23842,-57.85435
2072,70103,6538,222,4.41,0.14,,,1935,2304,2337,1427,4327,68,398,6494,95,42,1.25,1.25,1.24,1.1,1.3,68,1.1,1.4,95,1.26,215.17691,-52.32587
2107,71536,15947,542,4.32,0.14,166,0,44,54,66,41,76,68,13,79,95,6,4.66,4.63,4.56,4.4,4.8,68,4.2,5.2,95,4.29,219.47177,-49.42583
2092,70931,9505,323,4.4,0.14,43,0,316,381,440,290,546,68,89,613,95,11,2.18,2.16,2.11,2.0,2.3,68,1.9,2.5,95,2.12,217.58729,-49.51903
2155,73095,8874,302,4.36,0.14,81,0,285,357,523,236,659,68,55,729,95,14,1.93,1.92,1.89,1.8,2.0,68,1.8,2.1,95,1.86,224.07188,-52.80955
2189,74376,11305,384,3.99,0.14,167,0,121,154,208,98,274,68,25,316,95,251,2.69,2.68,2.65,2.5,2.8,68,2.4,3.0,95,2.99,227.98364,-48.73782
2222,75122,6653,226,4.37,0.14,,,2315,2264,2083,1540,3162,68,1223,5788,95,37,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.3,230.2697,-47.76035
2207,74915,10479,356,4.6,0.14,291,0,165,211,294,140,358,68,34,387,95,7,2.43,2.42,2.39,2.3,2.5,68,2.2,2.7,95,3.81,229.64073,-47.87925
2134,72250,9784,333,4.14,0.14,183,0,395,412,416,368,475,68,266,531,95,361,2.46,2.44,2.39,2.2,2.6,68,2.1,2.8,95,2.28,221.62081,-47.44112
2144,72672,6488,221,4.04,0.14,,,2123,2426,2476,1595,4589,68,473,6879,95,2470,1.24,1.24,1.21,1.1,1.3,68,1.1,1.4,95,1.38,222.87778,-47.08336
2160,73215,7315,249,4.07,0.14,,,662,849,1138,527,1555,68,112,1884,95,1279,1.51,1.5,1.49,1.4,1.6,68,1.3,1.7,95,1.61,224.44811,-42.4972
2625,87822,6565,223,4.35,0.14,,,2417,2396,2271,1656,3274,68,1259,5788,95,568,1.35,1.35,1.32,1.2,1.5,68,1.1,1.6,95,1.27,269.10123,-65.72174
2563,85727,12740,433,4.02,0.14,220,0,75,93,139,63,168,68,15,178,95,157,3.22,3.21,3.18,3.1,3.3,68,2.9,3.5,95,3.48,262.77464,-60.68385
2475,82837,6535,222,3.93,0.14,,,2589,2536,2337,1741,3293,62,1366,5936,95,2236,1.35,1.34,1.35,1.2,1.5,68,1.1,1.6,95,1.48,253.92746,-59.41741
2494,83294,6525,222,4.24,0.14,,,2088,2379,2476,1496,4870,68,434,7286,95,2104,1.24,1.24,1.21,1.1,1.3,68,1.0,1.4,95,1.27,255.34415,-59.76041
2486,83174,6335,215,4.11,0.14,,,2852,3179,3117,2207,5665,68,750,7499,95,3213,1.2,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.27,254.97835,-59.32967
2522,84229,6801,231,4.18,0.14,,,1122,1372,1608,613,3447,68,145,6310,95,1605,1.27,1.27,1.27,1.1,1.4,68,1.0,1.5,95,1.38,258.24644,-58.59699
2487,83187,8171,278,4.27,0.14,,,32,31,30,26,32,65,24,42,93,401,8.83,8.97,9.09,9.1,9.1,,9.1,9.1,,1.71,255.02616,-54.59718
2601,87088,6920,235,4.29,0.14,,,1611,1672,1608,1316,2186,68,750,3548,95,458,1.49,1.48,1.44,1.3,1.6,68,1.2,1.8,95,1.39,266.92556,-57.44873
2606,87174,7446,253,4.07,0.14,,,702,878,1075,546,1540,68,122,2113,95,1184,1.54,1.53,1.52,1.4,1.6,68,1.3,1.8,95,1.64,267.15859,-55.40174
2612,87386,7686,261,4.27,0.14,,,550,693,904,434,1296,68,92,1631,95,398,1.6,1.59,1.58,1.5,1.7,68,1.4,1.8,95,1.59,267.85727,-53.83879
2583,86305,8215,279,4.36,0.14,,,319,399,604,243,851,68,53,972,95,18,1.73,1.72,1.69,1.6,1.8,68,1.6,1.9,95,1.7,264.52298,-54.50043
2542,85010,6278,213,4.08,0.14,,,2384,2921,3600,1830,6494,68,410,7943,95,4122,1.14,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.21,260.62435,-54.28566
2496,83431,6352,216,3.89,0.14,,,1930,2386,3029,1334,5623,68,282,7499,95,2987,1.16,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.4,255.78629,-53.23703
2535,84759,6700,228,4.21,0.14,,,2046,2031,1967,1551,2585,68,1189,4467,95,1693,1.45,1.44,1.41,1.3,1.6,68,1.2,1.7,95,1.34,259.87715,-50.06376
2446,81937,6233,212,3.92,0.14,,,2918,3548,3600,2371,6494,68,750,8913,95,3515,1.15,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.32,251.06715,-58.56878
2432,81661,6997,238,4.16,0.14,,,1318,1482,1518,906,2680,68,266,5464,95,1366,1.4,1.4,1.41,1.3,1.5,68,1.1,1.7,95,1.45,250.23032,-58.86877
2423,81561,6620,225,4.23,0.14,,,517,467,453,456,463,24,456,463,24,1798,2.69,2.79,2.79,2.8,2.8,24,2.8,2.8,24,1.3,249.86679,-57.71666
2471,82663,6806,231,4.22,0.14,,,1141,1419,1703,841,2585,68,183,4097,95,1395,1.35,1.35,1.32,1.3,1.4,68,1.2,1.5,95,1.37,253.48097,-55.0727
2375,79812,7561,257,3.92,0.14,,,234,252,208,210,213,19,210,213,19,1127,3.62,3.49,3.74,3.8,3.8,11,3.8,3.8,11,1.82,244.33715,-53.08638
2430,81650,7278,247,4.21,0.14,,,1144,1259,1277,1068,1568,68,501,1939,95,930,1.6,1.58,1.52,1.5,1.7,68,1.4,1.9,95,1.51,250.185,-51.47826
2465,82515,6483,220,4.32,0.14,,,2639,2678,2476,1884,4097,68,1189,6494,95,1315,1.3,1.29,1.24,1.2,1.4,68,1.1,1.5,95,1.24,252.97,-49.11505
2455,82238,6819,232,3.85,0.14,,,1184,1470,1703,944,2512,68,200,3548,95,1630,1.36,1.36,1.35,1.3,1.4,68,1.2,1.5,95,1.65,252.02307,-45.94492
2399,80621,6397,218,3.78,0.14,,,2824,3004,2778,2113,5012,68,974,7054,95,2449,1.24,1.23,1.18,1.1,1.3,68,1.0,1.4,95,1.52,246.93142,-49.44059
2425,81606,6676,227,4.21,0.14,,,1059,1305,1804,649,2985,68,137,4870,95,1752,1.27,1.27,1.27,1.2,1.4,68,1.1,1.4,95,1.33,249.98686,-47.78358
2384,79997,6761,230,4.03,0.14,,,1168,1443,1753,806,2846,68,178,4597,95,1932,1.32,1.32,1.32,1.2,1.4,68,1.1,1.5,95,1.47,244.95378,-47.21873
2392,80421,8161,277,4.36,0.14,,,298,369,570,218,841,68,49,972,95,18,1.71,1.7,1.69,1.6,1.8,68,1.6,1.9,95,1.69,246.22565,-45.3495
2406,80731,6510,221,4.18,0.14,,,1924,2258,2406,1413,4597,68,365,6879,95,2408,1.24,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.29,247.23291,-43.45839
2614,87469,6398,218,4.04,0.14,,,2901,3043,2778,2104,4944,68,1155,7499,95,2722,1.24,1.23,1.18,1.1,1.3,68,1.0,1.5,95,1.35,268.07735,-51.71384
2589,86486,6692,228,4.26,0.14,,,1437,1729,1967,1038,3092,68,259,5158,95,1307,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.32,265.09927,-49.41558
2593,86652,6442,219,4.11,0.14,,,1983,2378,2699,1428,5165,68,345,7286,95,2657,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.32,265.57238,-49.27094
2557,85610,6247,212,4.29,0.14,,,2736,3269,3600,2215,6511,68,546,7943,95,3286,1.15,1.14,1.1,1.0,1.2,68,1.0,1.3,95,1.14,262.41958,-49.78998
2526,84359,6820,232,4.2,0.14,,,1423,1656,1753,1205,2520,68,355,4097,95,1487,1.39,1.39,1.38,1.3,1.5,68,1.2,1.6,95,1.38,258.70269,-48.70821
2547,85211,6834,232,4.24,0.14,,,1693,1682,1655,1362,2081,68,1059,2585,95,1157,1.62,1.61,1.58,1.4,1.8,68,1.3,2.0,95,1.37,261.17956,-45.00823
2598,86847,8207,279,4.17,0.14,,,359,453,678,289,885,68,63,1000,95,680,1.74,1.73,1.69,1.6,1.8,68,1.6,1.9,95,1.79,266.17504,-42.7293
2588,86425,6534,222,4.19,0.14,,,1489,1455,1518,1169,1720,64,972,2239,95,2302,1.81,1.82,1.8,1.7,2.0,54,1.5,2.1,95,1.29,264.88191,-39.7804
2575,86079,6564,223,4.18,0.14,,,1593,1921,2207,1059,4217,68,251,6494,95,2207,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.31,263.87615,-37.84787
2506,83802,7444,253,3.9,0.14,,,1132,1176,1172,1002,1413,68,708,1778,95,1186,1.7,1.69,1.63,1.5,1.8,68,1.4,2.0,95,1.8,256.89648,-46.67968
2501,83594,9535,324,4.03,0.14,146,1,432,452,453,398,531,68,282,613,95,465,2.35,2.34,2.28,2.2,2.5,68,2.0,2.7,95,2.32,256.27236,-45.50213
2489,83202,6820,232,4.2,0.14,,,1366,1618,1753,1142,2539,68,307,4097,95,1487,1.38,1.38,1.35,1.3,1.5,68,1.2,1.6,95,1.38,255.05936,-44.98855
2503,83650,7218,245,3.9,0.14,,,557,708,1044,355,1585,68,75,2239,95,1333,1.44,1.45,1.44,1.4,1.5,68,1.3,1.6,95,1.73,256.45198,-44.10504
2518,84143,6643,226,3.48,0.14,,,2282,2307,2144,1503,3350,65,944,6494,95,1101,1.34,1.34,1.32,1.2,1.5,68,1.1,1.6,95,2.03,258.03832,-43.23919
2456,82272,6467,220,4.2,0.14,,,1757,2137,2548,1192,5008,68,266,7079,95,2529,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.27,252.15726,-37.25196
2519,84150,10028,341,4.34,0.14,148,1,261,314,360,241,444,68,79,501,95,45,2.35,2.34,2.31,2.2,2.5,68,2.1,2.7,95,2.17,258.06752,-39.50695
2504,83687,6717,228,4.4,0.14,,,2057,2120,2024,1372,3350,68,729,6494,95,37,1.35,1.35,1.35,1.2,1.5,68,1.1,1.6,95,1.31,256.5497,-38.62529
2528,84489,6288,214,4.0,0.14,,,2916,3324,3302,2301,6105,68,781,7983,95,3180,1.17,1.16,1.13,1.1,1.2,68,1.0,1.3,95,1.33,259.09001,-35.7503
2499,83491,6788,231,4.2,0.14,,,1834,1847,1804,1482,2301,68,1122,3548,95,1532,1.49,1.48,1.44,1.3,1.6,68,1.2,1.8,95,1.37,255.96226,-38.15257
2525,84320,6848,233,4.18,0.14,,,1157,1426,1655,866,2512,68,200,4097,95,1495,1.36,1.36,1.35,1.3,1.5,68,1.2,1.6,95,1.4,258.57121,-35.12967
2303,77541,9596,326,4.07,0.14,146,1,222,276,381,183,501,68,45,579,95,439,2.14,2.13,2.08,2.0,2.2,68,1.9,2.4,95,2.3,237.48957,-48.91241
2323,78117,6800,231,4.17,0.14,,,1032,1280,1655,688,2661,68,145,4340,95,1649,1.32,1.33,1.32,1.2,1.4,68,1.1,1.5,95,1.39,239.26607,-48.16219
2332,78532,6328,215,4.26,0.14,,,1648,1609,1518,1320,1804,55,1090,2512,95,3033,1.76,1.77,1.8,1.6,1.9,68,1.5,2.0,94,1.19,240.49318,-46.90387
2284,77067,6998,238,3.77,0.14,,,790,1003,1392,583,2006,68,119,2585,95,1339,1.4,1.4,1.41,1.3,1.5,68,1.2,1.6,95,1.8,236.04322,-50.21573
2273,76829,6743,229,4.4,0.14,,,1902,1995,1911,1496,2441,68,1029,4340,95,37,1.44,1.44,1.41,1.3,1.6,68,1.2,1.7,95,1.32,235.2974,-44.66121
2366,79487,7114,242,4.23,0.14,,,907,1145,1353,750,1884,68,173,2441,95,894,1.46,1.46,1.44,1.4,1.5,68,1.3,1.6,95,1.46,243.31163,-44.07364
2389,80307,7161,243,4.38,0.14,,,993,1218,1353,891,1830,68,230,2304,95,29,1.5,1.49,1.46,1.4,1.6,68,1.3,1.7,95,1.44,245.93843,-41.24717
2359,79320,7584,258,4.03,0.14,,,924,1043,1075,891,1334,68,365,1585,95,1128,1.67,1.66,1.6,1.5,1.8,68,1.5,1.9,95,1.72,242.82377,-41.1198
2315,77958,6784,231,4.38,0.14,,,1125,1454,1703,820,2662,68,173,4097,95,35,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.33,238.81642,-42.60512
2358,79311,6447,219,4.0,0.14,,,1902,2317,3029,1296,6131,68,274,7943,95,2516,1.17,1.16,1.13,1.0,1.2,68,1.0,1.4,95,1.4,242.7897,-40.12809
2363,79429,6774,230,4.15,0.14,,,1934,1980,1911,1334,2901,68,729,5788,95,1752,1.39,1.39,1.38,1.2,1.5,68,1.1,1.6,95,1.39,243.16384,-39.74213
2340,78747,6741,229,4.21,0.14,,,1930,1916,1857,1521,2378,68,1189,3548,95,1558,1.5,1.49,1.46,1.3,1.6,68,1.2,1.8,95,1.35,241.1534,-37.86295
2348,78970,7349,250,4.35,0.14,,,918,1122,1206,708,1830,68,168,2818,95,26,1.51,1.51,1.49,1.4,1.6,68,1.3,1.8,95,1.49,241.81754,-36.7557
2240,75831,6561,223,4.14,0.14,,,1775,2094,2337,1223,4732,68,290,6879,95,2292,1.24,1.23,1.21,1.1,1.3,68,1.0,1.4,95,1.33,232.35433,-43.57846
2253,76327,6351,216,3.79,0.14,,,3163,3211,2778,2186,5106,68,1488,6961,94,2323,1.28,1.26,1.18,1.1,1.4,68,1.0,1.5,95,1.53,233.86701,-41.50487
2187,74302,6919,235,4.27,0.14,,,820,1059,1433,546,2239,68,109,3162,95,726,1.36,1.36,1.35,1.3,1.5,68,1.2,1.5,95,1.39,227.80773,-40.71591
2239,75818,7043,239,3.96,0.14,,,863,1095,1392,666,2019,68,141,2661,95,1526,1.42,1.42,1.41,1.3,1.5,68,1.2,1.6,95,1.62,232.3303,-38.63499
2201,74782,6686,227,4.36,0.14,,,1244,1520,1857,784,3279,68,178,5464,95,36,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.31,229.24731,-38.44761
2301,77520,6649,226,4.34,0.14,,,1111,1372,1804,592,3939,68,133,6494,95,414,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.3,237.41515,-38.77748
2287,77108,6686,227,4.22,0.14,,,1972,1926,1804,1478,2436,68,1173,3613,94,1681,1.56,1.55,1.52,1.4,1.7,68,1.2,1.9,95,1.33,236.16853,-37.33753
2321,78105,9206,313,4.14,0.14,78,0,237,294,428,188,579,68,43,668,95,462,2.01,2.0,1.97,1.9,2.1,68,1.8,2.2,95,2.1,239.22291,-33.96611
2322,78106,9725,331,4.22,0.14,184,0,381,412,428,367,486,68,218,546,95,279,2.38,2.36,2.31,2.2,2.5,68,2.1,2.7,95,2.19,239.2255,-33.96426
2272,76797,7571,257,4.22,0.14,,,396,501,739,259,1155,68,55,1496,95,762,1.54,1.55,1.55,1.5,1.6,68,1.4,1.7,95,1.58,235.19652,-35.42767
2278,76875,6856,233,4.33,0.14,,,1088,1343,1608,772,2585,68,168,4217,95,38,1.35,1.35,1.35,1.3,1.4,68,1.2,1.5,95,1.38,235.47174,-34.88886
2393,80422,6606,225,4.17,0.14,,,1674,1970,2144,1139,4261,68,290,6494,95,2114,1.26,1.26,1.24,1.1,1.4,68,1.1,1.4,95,1.33,246.22626,-38.44897
2416,81335,6805,231,4.26,0.14,,,1856,1873,1804,1413,2441,68,944,4597,95,1016,1.45,1.48,1.44,1.3,1.6,68,1.2,1.7,95,1.36,249.17293,-35.91637
2378,79835,6553,223,3.95,0.14,,,2531,2454,2271,1662,3263,67,1413,5788,95,2242,1.38,1.38,1.38,1.2,1.5,68,1.1,1.7,95,1.47,244.43889,-37.7539
2391,80391,6452,219,4.13,0.14,,,1973,2441,2623,1413,5158,68,335,7286,95,2638,1.2,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.31,246.13323,-35.17526
2380,79883,6829,232,4.35,0.14,,,1454,1668,1753,1223,2441,68,387,4097,95,33,1.4,1.39,1.38,1.3,1.5,68,1.2,1.6,95,1.36,244.58483,-32.95999
2407,80770,6369,217,3.92,0.14,,,2163,2617,2943,1598,5783,68,365,7499,95,2865,1.17,1.2,1.13,1.1,1.3,68,1.0,1.3,95,1.4,247.36495,-33.32053
2396,80475,6694,228,4.09,0.14,,,1483,1765,1967,1059,3073,68,282,5309,95,2016,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.41,246.40232,-32.07673
2454,82201,6584,224,4.27,0.14,,,2332,2371,2207,1666,3003,68,1296,5309,95,1528,1.38,1.38,1.35,1.2,1.5,68,1.1,1.6,95,1.28,251.90109,-33.69966
2447,81939,9580,326,4.31,0.14,182,0,402,407,440,353,474,68,299,516,95,131,2.77,2.76,2.81,2.5,3.0,68,2.3,3.2,95,2.07,251.07249,-27.45624
2464,82512,7062,240,3.88,0.14,,,1225,1399,1433,1000,2239,68,266,3548,95,1441,1.45,1.48,1.44,1.3,1.6,68,1.2,1.7,95,1.7,252.96566,-26.87383
2367,79496,6746,229,4.13,0.14,,,1480,1733,1857,1122,2901,68,307,5012,95,1873,1.34,1.34,1.32,1.2,1.4,68,1.1,1.5,95,1.4,243.34308,-32.13026
2337,78665,6389,217,3.87,0.14,,,1756,2239,3117,1155,6131,68,237,7943,95,2364,1.14,1.13,1.07,1.0,1.2,68,1.0,1.3,95,1.5,240.89316,-32.00054
2382,79980,5967,203,4.11,0.14,,,2209,2901,4278,1585,6879,68,299,7943,95,7078,1.08,1.07,5.5,1.0,1.1,68,1.0,1.2,95,1.07,244.88641,-30.90671
2377,79833,6392,217,4.07,0.14,,,1608,2054,2778,1029,5623,68,205,7499,95,3177,1.14,1.13,1.1,1.0,1.2,68,1.0,1.3,95,1.29,244.43062,-29.79891
2379,79881,9887,336,4.43,0.14,34,0,239,294,370,211,447,68,60,501,95,9,2.27,2.26,2.22,2.1,2.4,68,2.0,2.5,95,2.41,244.57458,-28.61402
2319,78058,6480,220,3.95,0.14,,,2434,2612,2476,1816,4380,68,750,6494,95,2439,1.26,1.25,1.24,1.1,1.4,68,1.1,1.5,95,1.44,239.05846,-31.78588
2312,77896,6342,216,4.22,0.14,,,1800,2304,2943,1223,5623,68,259,7499,95,3060,1.15,1.15,1.13,1.1,1.2,68,1.0,1.3,95,1.21,238.61268,-30.42547
2324,78130,6570,223,3.97,0.14,,,2165,2399,2337,1504,4832,68,501,7499,95,2239,1.26,1.25,1.24,1.1,1.4,68,1.0,1.5,95,1.46,239.30696,-27.64256
2362,79399,11081,377,4.4,0.14,204,0,203,236,255,195,305,68,79,335,95,6,2.76,2.74,2.7,2.5,2.9,68,2.4,3.1,95,2.67,243.06683,-28.41731
2330,78465,6853,233,4.05,0.14,,,1310,1551,1703,1003,2645,68,251,4467,95,1785,1.37,1.37,1.35,1.3,1.5,68,1.2,1.6,95,1.49,240.26757,-27.04783
2426,81617,7180,244,3.96,0.14,,,717,944,1241,562,1728,68,115,2113,95,1403,1.47,1.46,1.46,1.4,1.5,68,1.3,1.6,95,1.66,250.04939,-26.45391
2449,82007,6567,223,3.79,0.14,,,2385,2328,2207,1686,2983,68,1372,5012,95,1816,1.4,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.64,251.28613,-23.18403
